stat_id,course_id,instructor_id,gpa,enrollment,withdraw,past_classes
Edge (ARCH) ARCH 4716,ARCH 4716,Edge (ARCH),3.47,16.0,0.0,1
Edge (ARCH) ARCH 5134,ARCH 5134,Edge (ARCH),4.0,5.0,0.0,1
Edge (ARCH) ARCH 5565,ARCH 5565,Edge (ARCH),3.62,24.0,0.0,1
Edge (ARCH) ARCH 5624,ARCH 5624,Edge (ARCH),3.73,10.0,0.0,1
Edge (ARCH) ARCH 5715,ARCH 5715,Edge (ARCH),3.68,8.0,0.0,2
Edisis (PAPA) PAPA 6224,PAPA 6224,Edisis (PAPA),3.66,12.0,0.0,2
Edisis (PAPA) PAPA 6314,PAPA 6314,Edisis (PAPA),3.82,7.0,0.0,3
Edisis (PAPA) PAPA 6514,PAPA 6514,Edisis (PAPA),3.61,10.5,0.0,6
Edmison (CS) CS 3114,CS 3114,Edmison (CS),3.58,68.67,1.33,3
Edmison (CS) CS 3704,CS 3704,Edmison (CS),3.78,71.0,0.0,1
Edmison (CS) CS 3714,CS 3714,Edmison (CS),3.68,28.0,1.83,6
Edmison (CS) CS 4704,CS 4704,Edmison (CS),4.0,31.0,0.0,1
Edmison (CS) CS 5040,CS 5040,Edmison (CS),3.6,16.0,0.17,6
Edmison (CS) CS 5744,CS 5744,Edmison (CS),3.95,53.0,0.0,4
Edmondson (APS) APS 1704,APS 1704,Edmondson (APS),3.84,25.76,0.24,17
Edmondson (COMM) COMM 1004,COMM 1004,Edmondson (COMM),3.65,79.0,1.0,1
Edmondson (GEOG) GEOG 3464,GEOG 3464,Edmondson (GEOG),3.82,5.0,0.0,1
Edmondson (HIST) HIST 1116,HIST 1116,Edmondson (HIST),3.65,56.67,1.0,3
Edmondson (HIST) HIST 1214,HIST 1214,Edmondson (HIST),3.7,23.0,2.0,1
Edmondson (HIST) HIST 3054,HIST 3054,Edmondson (HIST),3.5,62.0,0.67,3
Edmondson (HUM) HUM 1604,HUM 1604,Edmondson (HUM),3.87,32.0,0.0,1
Edmondson (HUM) HUM 1704,HUM 1704,Edmondson (HUM),3.8,10.87,0.0,15
Edmondson (HUM) HUM 2504,HUM 2504,Edmondson (HUM),3.62,20.0,3.0,1
Edmondson (HUM) HUM 3464,HUM 3464,Edmondson (HUM),3.62,6.0,0.0,1
Edmondson (RLCL) RLCL 2504,RLCL 2504,Edmondson (RLCL),3.17,6.0,0.0,1
Edmondson (SOC) SOC 3464,SOC 3464,Edmondson (SOC),3.94,5.0,0.0,1
Edwards (BSE) BSE 3324,BSE 3324,Edwards (BSE),3.55,25.0,0.0,1
Edwards (CEE) CEE 5804,CEE 5804,Edwards (CEE),3.92,16.0,0.0,5
Edwards (CS) CS 1114,CS 1114,Edwards (CS),2.39,225.33,77.0,3
Edwards (CS) CS 5744,CS 5744,Edwards (CS),3.84,27.0,0.0,3
Edwards (EDRE) EDRE 6504,EDRE 6504,Edwards (EDRE),3.87,12.0,0.0,1
Edwards (EDRE) EDRE 6524,EDRE 6524,Edwards (EDRE),3.95,11.0,0.0,1
Edwards (GRAD) GRAD 5954,GRAD 5954,Edwards (GRAD),4.0,6.0,0.0,1
Edwards (HNFE) HNFE 4644,HNFE 4644,Edwards (HNFE),3.8,98.75,0.0,4
Edwards (HNFE) HNFE 4974,HNFE 4974,Edwards (HNFE),4.0,19.33,0.0,3
Edwards (HNFE) HNFE 4994,HNFE 4994,Edwards (HNFE),3.9,11.67,0.0,3
Edwards (PSCI) PSCI 3714,PSCI 3714,Edwards (PSCI),3.96,17.0,0.0,1
Edwards (PSCI) PSCI 3744,PSCI 3744,Edwards (PSCI),3.53,14.0,0.0,1
Edwards (STAT) STAT 3094,STAT 3094,Edwards (STAT),3.67,9.0,0.0,1
Edwards (STAT) STAT 3616,STAT 3616,Edwards (STAT),3.44,23.0,0.0,1
Edwards (UAP) UAP 3714,UAP 3714,Edwards (UAP),3.92,19.0,0.0,1
Edwards (UAP) UAP 3744,UAP 3744,Edwards (UAP),3.91,22.0,0.0,1
Efird (ENGL) ENGL 3424,ENGL 3424,Efird (ENGL),3.6,5.0,0.0,1
Efird (RUS) RUS 3106,RUS 3106,Efird (RUS),3.61,12.67,0.67,3
Efird (RUS) RUS 3424,RUS 3424,Efird (RUS),3.54,10.67,0.67,3
Efird (RUS) RUS 4204,RUS 4204,Efird (RUS),3.8,12.0,0.0,4
Efird (RUS) RUS 4304,RUS 4304,Efird (RUS),3.89,9.0,0.0,1
Efird (RUS) RUS 4974,RUS 4974,Efird (RUS),4.0,7.0,0.0,1
Egenrieder (NR) NR 5264,NR 5264,Egenrieder (NR),3.99,13.6,0.0,5
Egenrieder (NR) NR 5884,NR 5884,Egenrieder (NR),3.99,17.33,0.0,3
Eggleston (ART) ART 1604,ART 1604,Eggleston (ART),3.86,17.0,0.0,1
Eggleston (ART) ART 2604,ART 2604,Eggleston (ART),3.52,18.0,0.0,3
Eggleston (ART) ART 3604,ART 3604,Eggleston (ART),3.55,11.0,0.0,1
Ehsani (HNFE) HNFE 4774,HNFE 4774,Ehsani (HNFE),3.74,17.33,0.0,3
Eick (CHEM) CHEM 4734,CHEM 4734,Eick (CHEM),2.62,10.0,0.0,2
Eick (CSES) CSES 4734,CSES 4734,Eick (CSES),3.3,9.75,0.25,4
Eick (CSES) CSES 5634,CSES 5634,Eick (CSES),3.78,7.0,0.0,2
Eick (ENSC) ENSC 1015,ENSC 1015,Eick (ENSC),3.5,89.6,1.8,5
Eick (ENSC) ENSC 1016,ENSC 1016,Eick (ENSC),3.62,91.2,0.8,5
Eick (ENSC) ENSC 4734,ENSC 4734,Eick (ENSC),3.2,25.6,0.4,5
Eick (SPES) SPES 1004,SPES 1004,Eick (SPES),3.6,76.0,0.0,1
Eifert (CHE) CHE 4984,CHE 4984,Eifert (CHE),4.0,5.0,0.0,1
Eifert (FST) FST 2014,FST 2014,Eifert (FST),4.0,9.0,0.0,1
Eifert (FST) FST 2024,FST 2024,Eifert (FST),3.55,53.0,1.0,1
Eifert (FST) FST 2044,FST 2044,Eifert (FST),3.92,13.0,0.0,5
Eifert (FST) FST 2244,FST 2244,Eifert (FST),3.78,10.5,0.0,2
Eifert (FST) FST 4524,FST 4524,Eifert (FST),3.8,28.8,0.0,5
Eifert (FST) FST 5044,FST 5044,Eifert (FST),3.97,25.0,0.0,3
Eifert (FST) FST 5624,FST 5624,Eifert (FST),3.99,15.33,0.0,3
Eifert (IS) IS 2044,IS 2044,Eifert (IS),3.86,28.2,0.0,5
Eifert (PSCI) PSCI 2044,PSCI 2044,Eifert (PSCI),3.86,28.6,0.0,5
Eisenback (PPWS) PPWS 5004,PPWS 5004,Eisenback (PPWS),3.88,9.67,0.0,3
Ekirch (HIST) HIST 2004,HIST 2004,Ekirch (HIST),3.09,19.0,0.0,2
Ekirch (HIST) HIST 2104,HIST 2104,Ekirch (HIST),3.24,41.33,1.0,6
Ekirch (HIST) HIST 3004,HIST 3004,Ekirch (HIST),2.97,31.25,2.0,4
Ekirch (HIST) HIST 3014,HIST 3014,Ekirch (HIST),3.2,35.75,0.0,4
Ekirch (PSYC) PSYC 4994,PSYC 4994,Ekirch (PSYC),4.0,11.0,0.0,1
El Helou (HD) HD 2314,HD 2314,El Helou (HD),3.36,58.5,1.75,4
El Khouly (STAT) STAT 4534,STAT 4534,El Khouly (STAT),3.38,51.0,0.0,1
El Moustaid (STAT) STAT 3616,STAT 3616,El Moustaid (STAT),3.16,61.0,2.0,1
El-Kadi (ALS) ALS 5116,ALS 5116,El-Kadi (ALS),3.59,10.5,0.0,2
El-Kadi (APSC) APSC 4004,APSC 4004,El-Kadi (APSC),3.77,13.5,0.0,6
El-Kadi (APSC) APSC 4984,APSC 4984,El-Kadi (APSC),3.94,8.5,0.0,2
Elam (BIT) BIT 5124,BIT 5124,Elam (BIT),3.85,74.0,0.0,2
Elarnaoty (CS) CS 5044,CS 5044,Elarnaoty (CS),3.46,32.5,0.0,2
Eldardiry (CS) CS 4664,CS 4664,Eldardiry (CS),3.57,38.0,0.0,1
Eldardiry (CS) CS 4984,CS 4984,Eldardiry (CS),3.82,11.0,0.0,2
Eldardiry (CS) CS 5806,CS 5806,Eldardiry (CS),3.58,22.0,0.0,1
Eldardiry (CS) CS 5824,CS 5824,Eldardiry (CS),3.91,31.0,0.0,1
Eldardiry (CS) CS 6804,CS 6804,Eldardiry (CS),3.83,16.5,0.0,2
Eldardiry (ECE) ECE 5424,ECE 5424,Eldardiry (ECE),3.85,26.0,0.0,1
Elgart (MATH) MATH 2114,MATH 2114,Elgart (MATH),2.93,34.4,0.8,5
Elgart (MATH) MATH 2204,MATH 2204,Elgart (MATH),1.91,24.0,2.0,1
Elgart (MATH) MATH 3144,MATH 3144,Elgart (MATH),2.98,12.0,0.67,3
Elgart (MATH) MATH 4245,MATH 4245,Elgart (MATH),2.88,13.0,0.0,1
Elgart (MATH) MATH 6255,MATH 6255,Elgart (MATH),3.92,5.5,0.0,2
Elgewely (ITDS) ITDS 2044,ITDS 2044,Elgewely (ITDS),3.18,18.0,0.0,3
Elgewely (ITDS) ITDS 2054,ITDS 2054,Elgewely (ITDS),3.19,17.0,0.0,2
Elgewely (ITDS) ITDS 2134,ITDS 2134,Elgewely (ITDS),3.68,41.0,0.0,3
Elgewely (ITDS) ITDS 3044,ITDS 3044,Elgewely (ITDS),3.26,16.0,1.0,1
Elgewely (ITDS) ITDS 3054,ITDS 3054,Elgewely (ITDS),3.44,16.0,0.0,1
Elgewely (ITDS) ITDS 3125,ITDS 3125,Elgewely (ITDS),3.54,43.5,0.0,2
Elhamod (CS) CS 4664,CS 4664,Elhamod (CS),3.77,18.0,0.0,1
Elhauge (ENGL) ENGL 1105,ENGL 1105,Elhauge (ENGL),3.78,17.0,0.0,2
Elhauge (ENGL) ENGL 2744,ENGL 2744,Elhauge (ENGL),4.0,19.0,0.0,1
Ellerbrock (AAEC) AAEC 1005,AAEC 1005,Ellerbrock (AAEC),2.41,302.17,18.83,6
Ellerbrock (AAEC) AAEC 1006,AAEC 1006,Ellerbrock (AAEC),2.58,217.0,11.0,11
Ellerbrock (AAEC) AAEC 3324,AAEC 3324,Ellerbrock (AAEC),3.11,91.6,0.8,5
Ellingson (ECE) ECE 3105,ECE 3105,Ellingson (ECE),2.49,51.67,5.0,3
Ellingson (ECE) ECE 3106,ECE 3106,Ellingson (ECE),2.48,30.0,0.0,1
Ellingson (ECE) ECE 3604,ECE 3604,Ellingson (ECE),2.87,13.75,0.75,4
Ellingson (ECE) ECE 4104,ECE 4104,Ellingson (ECE),3.14,5.0,0.0,1
Ellingson (ECE) ECE 4114,ECE 4114,Ellingson (ECE),3.2,7.0,1.0,1
Ellingson (ECE) ECE 4220,ECE 4220,Ellingson (ECE),3.67,11.0,0.0,1
Ellingson (ECE) ECE 4605,ECE 4605,Ellingson (ECE),3.4,5.0,1.0,1
Ellingson (ECE) ECE 6116,ECE 6116,Ellingson (ECE),2.95,6.0,0.0,1
Ellingson (ECE) ECE 6604,ECE 6604,Ellingson (ECE),3.94,5.0,0.0,1
Ellington (EDCO) EDCO 5214,EDCO 5214,Ellington (EDCO),3.99,18.5,0.0,2
Ellington (EDCO) EDCO 5224,EDCO 5224,Ellington (EDCO),4.0,18.5,0.0,2
Ellington (EDCO) EDCO 6484,EDCO 6484,Ellington (EDCO),4.0,7.0,0.0,2
Ellis (CS) CS 2104,CS 2104,Ellis (CS),3.49,60.0,0.86,7
Ellis (CS) CS 2114,CS 2114,Ellis (CS),3.12,176.4,9.8,10
Ellis (CS) CS 2974,CS 2974,Ellis (CS),4.0,10.0,0.0,3
Ellis (CS) CS 4974,CS 4974,Ellis (CS),4.0,6.5,0.0,2
Ellis (CS) CS 4994,CS 4994,Ellis (CS),4.0,7.0,0.0,1
Ellis (CS) CS 5984,CS 5984,Ellis (CS),3.26,5.0,0.0,1
Ellis (ESM) ESM 4194,ESM 4194,Ellis (ESM),2.46,14.5,0.5,2
Ellis (GEOG) GEOG 1524,GEOG 1524,Ellis (GEOG),3.21,64.8,1.4,5
Ellis (GEOG) GEOG 2984,GEOG 2984,Ellis (GEOG),3.35,19.0,0.0,1
Ellis (GEOG) GEOG 3515,GEOG 3515,Ellis (GEOG),3.16,33.8,0.0,5
Ellis (GEOG) GEOG 3516,GEOG 3516,Ellis (GEOG),3.05,31.8,0.0,5
Ellis (ISE) ISE 4204,ISE 4204,Ellis (ISE),3.61,90.5,0.0,6
Ellis (ISE) ISE 5044,ISE 5044,Ellis (ISE),3.79,18.6,0.0,5
Ellis (ME) ME 2134,ME 2134,Ellis (ME),2.65,45.25,12.75,4
Ellis (ME) ME 4124,ME 4124,Ellis (ME),2.68,188.0,1.5,2
Ellis (ME) ME 4164,ME 4164,Ellis (ME),3.09,13.0,2.25,4
Ellis (ME) ME 4194,ME 4194,Ellis (ME),3.06,38.0,1.0,2
Ellis (ME) ME 4204,ME 4204,Ellis (ME),2.94,19.5,2.25,4
Ellis (MTRG) MTRG 4994,MTRG 4994,Ellis (MTRG),3.23,10.0,0.0,1
Elmer (MUS) MUS 1104,MUS 1104,Elmer (MUS),3.7,100.2,0.6,5
Elmer (MUS) MUS 2045,MUS 2045,Elmer (MUS),3.55,23.0,0.0,1
Elmer (MUS) MUS 3045,MUS 3045,Elmer (MUS),3.58,14.0,1.0,1
Elmer (MUS) MUS 3046,MUS 3046,Elmer (MUS),3.37,11.0,0.0,1
Elmer (MUS) MUS 3314,MUS 3314,Elmer (MUS),3.98,32.88,0.0,8
Elmer (PSYC) PSYC 4994,PSYC 4994,Elmer (PSYC),4.0,6.0,0.0,2
Elmkharram (MSE) MSE 2034,MSE 2034,Elmkharram (MSE),2.11,100.0,20.0,1
Elmkharram (MSE) MSE 4044,MSE 4044,Elmkharram (MSE),3.22,9.5,0.0,2
Elsrrawi (MATH) MATH 1225,MATH 1225,Elsrrawi (MATH),2.21,20.36,4.36,14
Elsrrawi (MATH) MATH 1226,MATH 1226,Elsrrawi (MATH),2.22,23.2,5.3,10
Embree (CMDA) CMDA 3606,CMDA 3606,Embree (CMDA),2.85,39.75,0.5,4
Embree (CMDA) CMDA 4864,CMDA 4864,Embree (CMDA),3.8,42.0,0.0,2
Embree (CS) CS 5486,CS 5486,Embree (CS),3.88,6.0,0.0,1
Embree (MATH) MATH 5486,MATH 5486,Embree (MATH),3.91,14.0,0.0,1
Embree (UH) UH 2514,UH 2514,Embree (UH),4.0,30.0,0.0,1
Embree (UH) UH 2984,UH 2984,Embree (UH),4.0,30.0,0.0,1
Emebo (CS) CS 2104,CS 2104,Emebo (CS),3.21,51.67,0.83,6
Emebo (CS) CS 2114,CS 2114,Emebo (CS),3.1,135.0,3.67,3
Emebo (CS) CS 3304,CS 3304,Emebo (CS),2.85,121.0,3.0,1
Emiroglu (ITDS) ITDS 4044,ITDS 4044,Emiroglu (ITDS),3.47,18.0,0.0,1
Emlinger (AAEC) AAEC 3024,AAEC 3024,Emlinger (AAEC),3.73,50.0,0.33,3
Emlinger (AAEC) AAEC 6304,AAEC 6304,Emlinger (AAEC),3.91,8.0,0.0,1
Emmett (ENGR) ENGR 2984,ENGR 2984,Emmett (ENGR),3.61,11.0,0.0,1
Emmett (PSCI) PSCI 1204,PSCI 1204,Emmett (PSCI),4.0,13.0,0.0,1
Emmons (ARCH) ARCH 4114,ARCH 4114,Emmons (ARCH),3.9,23.0,1.0,1
Emmons (ARCH) ARCH 4304,ARCH 4304,Emmons (ARCH),3.95,11.0,0.0,1
Emmons (ARCH) ARCH 5134,ARCH 5134,Emmons (ARCH),3.7,10.57,0.0,7
Emmons (ARCH) ARCH 5706,ARCH 5706,Emmons (ARCH),3.57,19.0,0.0,1
Emmons (ARCH) ARCH 6005,ARCH 6005,Emmons (ARCH),3.21,8.0,0.0,1
Emmons (ARCH) ARCH 6006,ARCH 6006,Emmons (ARCH),3.81,6.67,0.0,3
Emori (BIOL) BIOL 1105,BIOL 1105,Emori (BIOL),2.63,193.64,9.55,11
Emori (BIOL) BIOL 1106,BIOL 1106,Emori (BIOL),2.85,217.8,7.8,5
Emori (BIOL) BIOL 2134,BIOL 2134,Emori (BIOL),3.14,103.6,0.2,5
Emori (BIOL) BIOL 3804,BIOL 3804,Emori (BIOL),4.0,35.5,0.0,2
Emori (BIOL) BIOL 3814,BIOL 3814,Emori (BIOL),3.64,31.0,0.5,4
Emori (NANO) NANO 1015,NANO 1015,Emori (NANO),3.53,44.0,1.0,3
Emori (NANO) NANO 4124,NANO 4124,Emori (NANO),3.4,13.75,0.0,4
Emori (PHYS) PHYS 2306,PHYS 2306,Emori (PHYS),2.97,34.86,0.57,7
Engel (HNFE) HNFE 1114,HNFE 1114,Engel (HNFE),3.69,16.0,0.0,1
Engelhardt (EDCI) EDCI 2004,EDCI 2004,Engelhardt (EDCI),3.99,25.0,0.0,1
Engelke (LAR) LAR 2015,LAR 2015,Engelke (LAR),3.41,13.0,1.0,1
Engelke (LAR) LAR 3154,LAR 3154,Engelke (LAR),2.44,15.0,1.0,1
England (AOE) AOE 3154,AOE 3154,England (AOE),3.46,92.5,0.25,8
England (AOE) AOE 4654,AOE 4654,England (AOE),3.59,35.0,0.0,3
England (AOE) AOE 4674,AOE 4674,England (AOE),3.36,16.33,0.0,3
England (AOE) AOE 4984,AOE 4984,England (AOE),3.37,14.0,0.0,1
England (AOE) AOE 5654,AOE 5654,England (AOE),3.52,7.5,0.0,2
England (AOE) AOE 5664,AOE 5664,England (AOE),3.56,16.17,0.0,6
England (AOE) AOE 5984,AOE 5984,England (AOE),3.82,5.5,0.0,2
England (ECE) ECE 5164,ECE 5164,England (ECE),3.76,7.0,0.0,2
England (MATH) MATH 1026,MATH 1026,England (MATH),2.74,65.0,4.5,2
England (MATH) MATH 1524,MATH 1524,England (MATH),2.8,62.74,5.52,130
Engle (MUS) MUS 3035,MUS 3035,Engle (MUS),3.9,12.0,0.0,1
English (NEUR) NEUR 2994,NEUR 2994,English (NEUR),4.0,5.0,0.0,1
English (NEUR) NEUR 3144,NEUR 3144,English (NEUR),3.94,58.2,0.2,5
English (NEUR) NEUR 4044,NEUR 4044,English (NEUR),3.91,23.0,0.5,4
English (PSYC) PSYC 4994,PSYC 4994,English (PSYC),4.0,5.0,0.0,1
Entrekin (BIOL) BIOL 4354,BIOL 4354,Entrekin (BIOL),3.23,8.62,0.25,8
Entrekin (BIOL) BIOL 4484,BIOL 4484,Entrekin (BIOL),3.3,12.0,0.0,1
Entrekin (ENT) ENT 4354,ENT 4354,Entrekin (ENT),3.39,7.0,0.0,8
Epperson (TA) TA 2024,TA 2024,Epperson (TA),3.82,18.43,0.14,7
Epperson (TA) TA 2404,TA 2404,Epperson (TA),3.66,17.33,0.17,6
Erickson (ACIS) ACIS 3115,ACIS 3115,Erickson (ACIS),2.66,27.89,2.83,18
Eriksson (GEOS) GEOS 3204,GEOS 3204,Eriksson (GEOS),3.47,7.2,0.0,5
Eriksson (GEOS) GEOS 3304,GEOS 3304,Eriksson (GEOS),3.22,10.25,0.0,4
Eriksson (GEOS) GEOS 4964,GEOS 4964,Eriksson (GEOS),3.84,7.2,0.0,5
Eriksson (GEOS) GEOS 5204,GEOS 5204,Eriksson (GEOS),4.0,8.0,0.0,2
Ermann (ARCH) ARCH 2015,ARCH 2015,Ermann (ARCH),3.21,16.5,0.5,2
Ermann (ARCH) ARCH 2016,ARCH 2016,Ermann (ARCH),3.46,17.0,0.0,1
Ermann (ARCH) ARCH 3015,ARCH 3015,Ermann (ARCH),3.38,15.0,0.0,1
Ermann (ARCH) ARCH 3016,ARCH 3016,Ermann (ARCH),3.09,16.0,0.0,1
Ermann (ARCH) ARCH 3054,ARCH 3054,Ermann (ARCH),3.94,16.0,0.0,1
Ermann (ARCH) ARCH 4014,ARCH 4014,Ermann (ARCH),3.16,18.0,0.0,1
Ermann (ARCH) ARCH 4055,ARCH 4055,Ermann (ARCH),3.25,130.5,5.5,2
Ermann (ARCH) ARCH 4056,ARCH 4056,Ermann (ARCH),3.29,131.0,1.67,3
Ermann (ARCH) ARCH 4514,ARCH 4514,Ermann (ARCH),3.53,5.5,0.0,2
Ermann (ARCH) ARCH 4515,ARCH 4515,Ermann (ARCH),3.32,5.67,0.0,3
Ermann (ARCH) ARCH 4516,ARCH 4516,Ermann (ARCH),3.48,5.5,0.0,2
Ermann (ARCH) ARCH 4524,ARCH 4524,Ermann (ARCH),3.68,5.5,0.0,2
Ermann (ARCH) ARCH 5516,ARCH 5516,Ermann (ARCH),3.54,8.0,0.0,1
Ermanni (PSYC) PSYC 4234,PSYC 4234,Ermanni (PSYC),3.88,19.3,0.0,10
Ermanni (PSYC) PSYC 4994,PSYC 4994,Ermanni (PSYC),3.99,9.83,0.0,6
Eroglu (BIT) BIT 2406,BIT 2406,Eroglu (BIT),2.84,33.5,1.5,2
Erwin (LDRS) LDRS 2014,LDRS 2014,Erwin (LDRS),3.97,51.75,0.0,4
Erwin (UNIV) UNIV 1824,UNIV 1824,Erwin (UNIV),3.63,42.0,0.0,1
Esakia (CS) CS 2104,CS 2104,Esakia (CS),3.59,71.86,0.71,7
Esakia (CS) CS 2114,CS 2114,Esakia (CS),3.1,179.33,8.0,3
Esakia (CS) CS 3714,CS 3714,Esakia (CS),3.7,41.5,3.25,4
Esakia (CS) CS 3754,CS 3754,Esakia (CS),3.7,45.2,1.8,5
Escobar Quinonez (FIW) FIW 3414,FIW 3414,Escobar Quinonez (FIW),3.23,24.0,1.0,1
Escobar Quinonez (FIW) FIW 4244,FIW 4244,Escobar Quinonez (FIW),2.95,6.0,0.0,1
Escobar Quinonez (FIW) FIW 4984,FIW 4984,Escobar Quinonez (FIW),3.32,19.5,0.0,2
Escobar Quinonez (FIW) FIW 5984,FIW 5984,Escobar Quinonez (FIW),3.72,5.5,0.0,2
Eska (AINS) AINS 3304,AINS 3304,Eska (AINS),3.42,6.0,0.0,2
Eska (ENGL) ENGL 1504,ENGL 1504,Eska (ENGL),3.1,28.53,0.67,15
Eska (ENGL) ENGL 1514,ENGL 1514,Eska (ENGL),3.04,31.0,0.0,1
Eska (ENGL) ENGL 3304,ENGL 3304,Eska (ENGL),3.67,6.0,0.0,1
Eska (ENGL) ENGL 4054,ENGL 4054,Eska (ENGL),3.1,12.0,0.33,3
Eska (ENGL) ENGL 4074,ENGL 4074,Eska (ENGL),3.56,17.0,0.0,1
Eska (ENGL) ENGL 4144,ENGL 4144,Eska (ENGL),3.58,16.5,0.25,4
Eska (GRAD) GRAD 5214,GRAD 5214,Eska (GRAD),4.0,18.0,0.0,1
Eskandarian (ME) ME 6014,ME 6014,Eskandarian (ME),4.0,7.0,0.0,1
Eskandarian (ME) ME 6984,ME 6984,Eskandarian (ME),4.0,6.0,0.0,1
Esker (CHEM) CHEM 1035,CHEM 1035,Esker (CHEM),3.02,52.0,2.0,1
Esker (CHEM) CHEM 4634,CHEM 4634,Esker (CHEM),3.2,12.5,0.5,4
Esker (CHEM) CHEM 5644,CHEM 5644,Esker (CHEM),3.64,19.5,0.0,2
Esker (CHEM) CHEM 6914,CHEM 6914,Esker (CHEM),3.59,18.0,0.0,1
Estienne (APSC) APSC 4444,APSC 4444,Estienne (APSC),3.4,6.0,0.0,1
Etzkorn (CHEM) CHEM 4514,CHEM 4514,Etzkorn (CHEM),3.25,21.4,0.2,5
Etzkorn (CHEM) CHEM 4524,CHEM 4524,Etzkorn (CHEM),3.08,5.0,0.0,1
Etzkorn (CHEM) CHEM 5524,CHEM 5524,Etzkorn (CHEM),3.49,12.5,0.0,2
Evangelista (TA) TA 2024,TA 2024,Evangelista (TA),3.79,16.88,0.0,8
Evangelista (TA) TA 2404,TA 2404,Evangelista (TA),3.76,17.5,0.5,4
Evans (BIOL) BIOL 1004,BIOL 1004,Evans (BIOL),3.74,162.67,0.83,6
Evans (BIOL) BIOL 1106,BIOL 1106,Evans (BIOL),2.72,203.0,4.2,5
Evans (BIOL) BIOL 2974,BIOL 2974,Evans (BIOL),4.0,17.0,0.0,1
Evans (BIOL) BIOL 2994,BIOL 2994,Evans (BIOL),3.96,15.0,0.0,1
Evans (BIOL) BIOL 4994,BIOL 4994,Evans (BIOL),4.0,18.5,0.5,2
Evans (BMSP) BMSP 4974,BMSP 4974,Evans (BMSP),4.0,6.0,0.0,1
Evans (ENGL) ENGL 3764,ENGL 3764,Evans (ENGL),3.76,19.0,0.25,4
Evans (MATH) MATH 1225,MATH 1225,Evans (MATH),2.69,30.5,2.75,4
Evans (MN) MN 1104,MN 1104,Evans (MN),3.63,22.33,0.0,6
Evans (MN) MN 2004,MN 2004,Evans (MN),3.66,21.25,0.0,4
Evans (MSE) MSE 2014,MSE 2014,Evans (MSE),3.1,6.0,0.0,1
Everett (FIN) FIN 4154,FIN 4154,Everett (FIN),3.02,20.6,0.4,5
Everett (REAL) REAL 2004,REAL 2004,Everett (REAL),3.09,58.75,3.25,4
Everett (REAL) REAL 3014,REAL 3014,Everett (REAL),3.87,39.0,0.0,1
Everett (REAL) REAL 3034,REAL 3034,Everett (REAL),3.16,38.4,0.8,5
Everett (REAL) REAL 4075,REAL 4075,Everett (REAL),3.3,28.5,0.0,8
Everett (REAL) REAL 4076,REAL 4076,Everett (REAL),3.34,28.6,0.0,5
Everett (UAP) UAP 2004,UAP 2004,Everett (UAP),3.14,26.75,0.5,4
Eversole (ALS) ALS 3204,ALS 3204,Eversole (ALS),2.69,99.75,3.5,4
Eversole (APSC) APSC 2114,APSC 2114,Eversole (APSC),2.92,18.21,0.07,14
Eversole (APSC) APSC 3754,APSC 3754,Eversole (APSC),3.83,10.0,0.0,2
Eversole (APSC) APSC 3764,APSC 3764,Eversole (APSC),3.55,35.0,0.0,5
Eversole (APSC) APSC 4414,APSC 4414,Eversole (APSC),2.75,25.62,0.12,8
Eversole (AT) AT 294,AT 294,Eversole (AT),3.01,26.8,0.0,5
Eves (NR) NR 5184,NR 5184,Eves (NR),3.99,13.75,0.0,4
Eves (NR) NR 5724,NR 5724,Eves (NR),3.95,12.0,0.0,1
Eves (NR) NR 5884,NR 5884,Eves (NR),4.0,8.5,0.0,2
Eves (UAP) UAP 5414,UAP 5414,Eves (UAP),3.94,16.0,0.0,1
Evia Puerto (CMST) CMST 4214,CMST 4214,Evia Puerto (CMST),3.28,24.0,0.0,1
Evia Puerto (CMST) CMST 5814,CMST 5814,Evia Puerto (CMST),3.79,10.0,0.0,1
Evia Puerto (COMM) COMM 2034,COMM 2034,Evia Puerto (COMM),3.32,18.8,0.8,5
Evia Puerto (COMM) COMM 2094,COMM 2094,Evia Puerto (COMM),3.52,42.75,0.0,4
Evia Puerto (ENGL) ENGL 3814,ENGL 3814,Evia Puerto (ENGL),3.45,18.0,0.0,1
Ewing (ENGL) ENGL 1105,ENGL 1105,Ewing (ENGL),3.18,11.0,1.0,1
Ewing (ENGL) ENGL 1106,ENGL 1106,Ewing (ENGL),3.77,16.0,0.0,1
Ewing (HIST) HIST 2604,HIST 2604,Ewing (HIST),3.72,24.5,0.0,2
Ewing (HIST) HIST 2624,HIST 2624,Ewing (HIST),3.97,16.33,0.0,3
Ewing (HIST) HIST 3604,HIST 3604,Ewing (HIST),3.93,22.0,0.0,1
Ewing (HIST) HIST 3614,HIST 3614,Ewing (HIST),3.7,21.5,1.0,2
Ewing (HIST) HIST 3644,HIST 3644,Ewing (HIST),3.84,27.0,0.0,1
Ewing (HIST) HIST 4994,HIST 4994,Ewing (HIST),4.0,5.0,0.0,1
Ewing (SOC) SOC 2604,SOC 2604,Ewing (SOC),3.74,8.0,0.0,2
Ewing (STS) STS 2604,STS 2604,Ewing (STS),3.4,52.0,0.0,1
Ezban (LAR) LAR 5304,LAR 5304,Ezban (LAR),3.73,8.5,0.0,2
