crn,dept,course_id,instructor_id,title,modality,credits,capacity,days,start_time,end_time,location
15161,ENGL,ENGL 2744,Gershberg (ENGL),Intro to Creative Writing,F2F,3,18,M W F,10:10AM,11:00AM,PAM 1001
15162,ENGL,ENGL 2744,Craig (ENGL),Intro to Creative Writing,F2F,3,18,M W F,1:25PM,2:15PM,MCB 328
15163,ENGL,ENGL 2744,Hooper (ENGL),Intro to Creative Writing,F2F,3,18,T R,11:00AM,12:15PM,HUTCH 204
15164,ENGL,ENGL 2744,Bloomer (ENGL),Intro to Creative Writing,F2F,3,18,T R,11:00AM,12:15PM,BUR 116
15165,ENGL,ENGL 2744,Macias (ENGL),Intro to Creative Writing,F2F,3,18,M W F,1:25PM,2:15PM,GBJ 104
15166,ENGL,ENGL 2744,Murphy (ENGL),Intro to Creative Writing,F2F,3,18,T R,12:30PM,1:45PM,DER 3092
15167,ENGL,ENGL 2744,Conaway (ENGL),Intro to Creative Writing,F2F,3,18,M W F,11:15AM,12:05PM,MCB 302
15168,ENGL,ENGL 2744,Roy (ENGL),Intro to Creative Writing,F2F,3,18,T R,9:30AM,10:45AM,PAM 1001
15169,ENGL,ENGL 2744,Hobin (ENGL),Intro to Creative Writing,F2F,3,18,T R,3:30PM,4:45PM,PAM 1008
15170,ENGL,ENGL 2744,Craig (ENGL),Intro to Creative Writing,F2F,3,18,M W F,2:30PM,3:20PM,MAJWM 334
15171,ENGL,ENGL 2744,Murphy (ENGL),Intro to Creative Writing,F2F,3,18,M W F,1:25PM,2:15PM,TBA
15172,ENGL,ENGL 2744,Terazawa (ENGL),Intro to Creative Writing,F2F,3,18,T R,12:30PM,1:45PM,WHIT 349
15173,ENGL,ENGL 2744,Stout (ENGL),Intro to Creative Writing,F2F,3,18,M W F,1:25PM,2:15PM,TBA
15176,ENGL,ENGL 2744,Scallorns (ENGL),Intro to Creative Writing,F2F,3,18,M W F,9:05AM,9:55AM,MCB 233
20658,ENGL,ENGL 2744,Terazawa (ENGL),Intro to Creative Writing,F2F,3,18,T R,3:30PM,4:45PM,MCB 307
21633,ENGL,ENGL 2744,Conaway (ENGL),Intro to Creative Writing,F2F,3,18,M W F,10:10AM,11:00AM,MCB 204
21639,ENGL,ENGL 2744,Hobin (ENGL),Intro to Creative Writing,F2F,3,18,T R,11:00AM,12:15PM,TBA
21640,ENGL,ENGL 2744,Scallorns (ENGL),Intro to Creative Writing,F2F,3,18,M W F,11:15AM,12:05PM,MCB 316
21641,ENGL,ENGL 2744,Dragon (ENGL),Intro to Creative Writing,F2F,3,18,M W F,2:30PM,3:20PM,PAT 207
15178,ENGL,ENGL 2744,Allnutt (ENGL),Intro to Creative Writing,OnlineSync,3,18,M W,4:00PM,5:15PM,ONLINE
15179,ENGL,ENGL 2744,Allnutt (ENGL),Intro to Creative Writing,OnlineSync,3,18,M W,2:30PM,3:45PM,ONLINE
15180,ENGL,ENGL 2814,Hooper (ENGL),Writing for Podcasts,F2F,3,20,T R,2:00PM,3:15PM,MCB 322
21632,ENGL,ENGL 2814,Hooper (ENGL),Writing for Podcasts,F2F,3,20,T R,3:30PM,4:45PM,MCB 204
20644,ENGL,ENGL 2844,McComiskey (ENGL),Intro to Prof & Tech Writing,F2F,3,22,T R,12:30PM,1:45PM,SHANK 360
20646,ENGL,ENGL 2844,Mooney (ENGL),Intro to Prof & Tech Writing,OnlineAsync,3,22,(ARR),(ARR),(ARR),00X
21876,ENGL,ENGL 2844,Mooney (ENGL),Intro to Prof & Tech Writing,OnlineAsync,3,22,(ARR),(ARR),(ARR),00X
21003,ENGL,ENGL 3024,Armstrong (ENGL),Religion and Literature,F2F,3,35,T R,3:30PM,4:45PM,PAM 3004
15184,ENGL,ENGL 3134,Farrington (ENGL),Gender and Linguistics,F2F,3,25,T R,3:30PM,4:45PM,MCB 328
15186,ENGL,ENGL 3134,Farrington (ENGL),Gender and Linguistics,F2F,3,25,T R,2:00PM,3:15PM,MCB 316
15191,ENGL,ENGL 3324,Weaver Hightower (ENGL),Acts of Interpretation,F2F,3,35,T R,11:00AM,12:15PM,AA 109
20800,ENGL,ENGL 3434,Wilson (ENGL),The Works of Vladimir Nabokov,F2F,3,10,T R,12:30PM,1:45PM,DER 1084
15194,ENGL,ENGL 3544,Greene (ENGL),Literature and Cinema,F2F,3,35,T R,12:30PM,1:45PM,MCB 134
21578,ENGL,ENGL 3624,Kinder (ENGL),Appalachian Literature,F2F,3,35,M W F,9:05AM,9:55AM,DER 3092
20657,ENGL,ENGL 3654,Ramirez (ENGL),Ethnic American Literature,F2F,3,35,M W,5:30PM,6:45PM,MCB 322
15196,ENGL,ENGL 3684,Knapp (ENGL),Literature and the Law,F2F,3,30,T R,3:30PM,4:45PM,MCB 218
15197,ENGL,ENGL 3684H,Knapp (ENGL),Literature and the Law,F2F,3,5,T R,3:30PM,4:45PM,MCB 218
15198,ENGL,ENGL 3704,Roy (ENGL),Creative Writing: Fiction,F2F,3,22,T R,11:00AM,12:15PM,MAJWM 334
15199,ENGL,ENGL 3704,Mann (ENGL),Creative Writing: Fiction,F2F,3,22,T R,12:30PM,1:45PM,MCB 328
21877,ENGL,ENGL 3704,Mann (ENGL),Creative Writing: Fiction,F2F,3,22,T R,3:30PM,4:45PM,PAM 3001
15200,ENGL,ENGL 3714,Murphy (ENGL),Creative Writing: Poetry,F2F,3,22,T R,11:00AM,12:15PM,SMYTH 232
15201,ENGL,ENGL 3714,Murphy (ENGL),Creative Writing: Poetry,F2F,3,22,T R,9:30AM,10:45AM,MCB 302
15203,ENGL,ENGL 3724,Truscello (ENGL),Creative Non Fiction,F2F,3,22,T R,2:00PM,3:15PM,MCB 328
15204,ENGL,ENGL 3734,Murphy (ENGL),Community Writing,F2F,3,17,T R,3:30PM,4:45PM,PAM 1004
15205,ENGL,ENGL 3734H,Murphy (ENGL),Community Writing,F2F,3,5,T R,3:30PM,4:45PM,PAM 1004
20637,ENGL,ENGL 3744,Lawrence (ENGL),Writing Cntr Theory & Practice,F2F,3,0,T R,11:00AM,12:15PM,MCB 134
20638,ENGL,ENGL 3744H,Lawrence (ENGL),Writing Cntr Theory & Practice,F2F,3,0,T R,11:00AM,12:15PM,MCB 134
20662,ENGL,ENGL 3754,Weaver (ENGL),Advanced Writing and Research,F2F,3,18,T R,12:30PM,1:45PM,MCB 302
15209,ENGL,ENGL 3764,Awotayo (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15210,ENGL,ENGL 3764,Staff (ENGL),Technical Writing,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
15211,ENGL,ENGL 3764,Mooney (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15212,ENGL,ENGL 3764,Staff (ENGL),Technical Writing,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
15213,ENGL,ENGL 3764,Staff (ENGL),Technical Writing,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
15214,ENGL,ENGL 3764,Mooney (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15216,ENGL,ENGL 3764,Gardner (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15217,ENGL,ENGL 3764,Mooney (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15218,ENGL,ENGL 3764,Ruccolo (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15219,ENGL,ENGL 3764,Ruccolo (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15220,ENGL,ENGL 3764,Mooney (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15225,ENGL,ENGL 3764,Bronson (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15226,ENGL,ENGL 3764,Morse (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15227,ENGL,ENGL 3764,Mooney (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15228,ENGL,ENGL 3764,Morse (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15229,ENGL,ENGL 3764,Awotayo (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15230,ENGL,ENGL 3764,Cozort (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15231,ENGL,ENGL 3764,Gardner (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15232,ENGL,ENGL 3764,Kinder (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15233,ENGL,ENGL 3764,Gardner (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15234,ENGL,ENGL 3764,Kinder (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15235,ENGL,ENGL 3764,Cozort (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15236,ENGL,ENGL 3764,Mooney (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15237,ENGL,ENGL 3764,Gardner (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15238,ENGL,ENGL 3764,Bronson (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
21777,ENGL,ENGL 3764,Ruccolo (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
21778,ENGL,ENGL 3764,Ruccolo (ENGL),Technical Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15239,ENGL,ENGL 3774,Gilbert (ENGL),Business Writing,OnlineAsync,3,18,(ARR),(ARR),(ARR),00X
15240,ENGL,ENGL 3774,Gilbert (ENGL),Business Writing,OnlineAsync,3,18,(ARR),(ARR),(ARR),00X
21637,ENGL,ENGL 3774,Gilbert (ENGL),Business Writing,OnlineAsync,3,18,(ARR),(ARR),(ARR),00X
21638,ENGL,ENGL 3774,Gilbert (ENGL),Business Writing,OnlineAsync,3,18,(ARR),(ARR),(ARR),00X
15241,ENGL,ENGL 3804,Commer (ENGL),Technical Editing and Style,F2F,3,22,M W,4:00PM,5:15PM,SHANK 360
15242,ENGL,ENGL 3814,Baniya (ENGL),Creating User Documentation,F2F,3,22,T R,8:00AM,9:15AM,SHANK 360
20639,ENGL,ENGL 3814,Lindgren (ENGL),Creating User Documentation,F2F,3,22,T R,3:30PM,4:45PM,SHANK 360
15243,ENGL,ENGL 3824,King (ENGL),Visual Rhetoric and Doc Design,F2F,3,22,T R,11:00AM,12:15PM,SHANK 360
20748,ENGL,ENGL 3834,Rabbi (ENGL),Intercultural Issues in PW,F2F,3,22,T R,9:30AM,10:45AM,SHANK 360
15250,ENGL,ENGL 3844,Ivory (ENGL),Writing and Digital Media,F2F,3,20,T R,2:00PM,3:15PM,SHANK 360
15251,ENGL,ENGL 3844,Lautenschlager (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15252,ENGL,ENGL 3844,King (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15253,ENGL,ENGL 3844,Lautenschlager (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15254,ENGL,ENGL 3844,Lautenschlager (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15255,ENGL,ENGL 3844,Patcha-Lum (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15256,ENGL,ENGL 3844,Patcha-Lum (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15257,ENGL,ENGL 3844,Patcha-Lum (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15258,ENGL,ENGL 3844,Lautenschlager (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
21636,ENGL,ENGL 3844,Patcha-Lum (ENGL),Writing and Digital Media,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
20620,ENGL,ENGL 4054,Eska (ENGL),History English Lang,F2F,3,25,M W,4:00PM,5:15PM,MCB 328
15266,ENGL,ENGL 4084,Carmichael (ENGL),Research in Language Sciences,F2F,3,25,M W,4:00PM,5:15PM,MCB 316
20619,ENGL,ENGL 4144,Eska (ENGL),Phonology,F2F,3,25,M W,2:30PM,3:45PM,MCB 302
15267,ENGL,ENGL 4164,Wadoski (ENGL),Studies in Shakespeare,F2F,3,35,M W,2:30PM,3:45PM,MCB 322
20660,ENGL,ENGL 4204,Terazawa (ENGL),Hybrid Forms,F2F,3,16,T R,9:30AM,10:45AM,MCB 322
20614,ENGL,ENGL 4214,Cleland (ENGL),Milton,F2F,3,15,M W,2:30PM,3:45PM,MCB 328
20627,ENGL,ENGL 4474,Ivory (ENGL),Spec Top in Prof Tech Writing,F2F,3,22,T R,11:00AM,12:15PM,MCB 322
15268,ENGL,ENGL 4514,Queen (ENGL),Contemporary Poetry,F2F,3,22,M W F,1:25PM,2:15PM,PAM 1001
20663,ENGL,ENGL 4664,Weaver Hightower (ENGL),Contemporary Fiction,F2F,3,35,T R,9:30AM,10:45AM,TBA
15269,ENGL,ENGL 4704,Truscello (ENGL),Advanced Fiction,F2F,3,22,T R,3:30PM,4:45PM,MCB 322
15271,ENGL,ENGL 4784,Radcliffe (ENGL),Senior Seminar,F2F,3,16,T R,9:30AM,10:45AM,MCB 233
20625,ENGL,ENGL 4804,Gerdes (ENGL),Grant Proposals and Reports,OnlineSync,3,22,M W,2:30PM,3:45PM,ONLINE
15274,ENGL,ENGL 4814,Lindgren (ENGL),Developing Online Content,F2F,3,22,T R,2:00PM,3:15PM,PAM 1001
20624,ENGL,ENGL 4824,Gerdes (ENGL),Science Writing,OnlineAsync,3,22,(ARR),(ARR),(ARR),00X
15277,ENGL,ENGL 4874,Dubinsky (ENGL),Issues Prof & Public Discourse,F2F,3,16,M W,2:30PM,3:45PM,SHANK 360
20647,ENGL,ENGL 4964,Patel (ENGL),Field Study,F2F,3,15,W,12:30PM,1:30PM,TBA
20648,ENGL,ENGL 4964,Patel (ENGL),Field Study,F2F,3,15,M W F,11:15AM,12:05PM,MCB 207
20661,ENGL,ENGL 4964,Wadoski (ENGL),Field Study,F2F,3,15,M W,4:00PM,5:15PM,SHANK 352
21580,ENGL,ENGL 4964,King (ENGL),Field Study,F2F,3,9,T R,9:30AM,10:45AM,SHANK 316
15283,ENGL,ENGL 5024,Waldman (ENGL),Critical Theory,F2F,3,15,W,4:00PM,6:50PM,SHANK 340
15284,ENGL,ENGL 5034,Mueller (ENGL),Practicum,F2F,3,15,T R,3:30PM,4:45PM,SHANK 352
15285,ENGL,ENGL 5034,Weaver (ENGL),Practicum,F2F,3,20,T R,3:30PM,4:45PM,SHANK 380
15286,ENGL,ENGL 5084,Vollmer (ENGL),Creative Writing Practicum,F2F,3,12,T R,12:30PM,1:45PM,SHANK 340
21425,ENGL,ENGL 5124,Cleland (ENGL),Renaissance Lit,F2F,3,10,M W,2:30PM,3:45PM,MCB 328
15287,ENGL,ENGL 5164,Chandler-Smith (ENGL),Black American Literature,F2F,3,15,M,4:00PM,6:50PM,SHANK 380
20645,ENGL,ENGL 5614,McComiskey (ENGL),Visual Rhetoric/Doc Design,F2F,3,15,T R,9:30AM,10:45AM,SHANK 340
15291,ENGL,ENGL 5734,Falco (ENGL),Form and Theory of Fiction,F2F,3,15,M W,2:30PM,3:45PM,SHANK 352
15292,ENGL,ENGL 5774,Patel (ENGL),Editing a Literary Journal,F2F,3,10,M,5:00PM,7:50PM,SHANK 340
15293,ENGL,ENGL 5894,Cleland (ENGL),Final Examination,F2F,3,9999,(ARR),(ARR),(ARR),00X
20649,ENGL,ENGL 6364,Rabbi (ENGL),"Research Design: Rhet, Writing",F2F,3,15,W,4:00PM,6:50PM,SHANK 380
15299,ENGL,ENGL 6514,Webster (ENGL),Studies in Rhetoric,F2F,3,15,T R,2:00PM,3:15PM,SHANK 340
15300,ENGL,ENGL 6704,Lavender-Smith (ENGL),Fiction Workshop,F2F,3,15,T R,2:00PM,3:15PM,SHANK 352
15301,ENGL,ENGL 6714,Queen (ENGL),Poetry Workshop,F2F,3,15,W,5:30PM,8:20PM,SHANK 352
20621,ENGL,ENGL 6724,Falco (ENGL),Playwriting Workshop,F2F,3,15,T,5:00PM,7:50PM,SHANK 352
15303,ENGR,ENGR 1034,Katey (ENGR),First Year Hypatia Seminar,OnlineAsync,2,0,(ARR),(ARR),(ARR),00X
15304,ENGR,ENGR 1054,Katey (ENGR),First Year Galileo Seminar,F2F,2,0,(ARR),(ARR),(ARR),00X
15309,ENGR,ENGR 2044,Katey (ENGR),2nd Yr Galileo & Hypatia Sem,OnlineSync,1,0,T,7:00PM,7:50PM,ONLINE
15310,ENGR,ENGR 2464,Watford (ENGR),Engr Fund for Scientists,F2F,2,30,(ARR),(ARR),(ARR),00X
15314,ENGR,ENGR 3124,Benning (ENGR),Green Engineering,F2F,3,120,T R,8:00AM,9:15AM,SURGE 104B
15317,ENGR,ENGR 4064,Watford (ENGR),Scieneering Capstone,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
15318,ENGR,ENGR 4134,McGinnis (ENGR),Env Life Cycle Assessment,F2F,3,52,T R,11:00AM,12:15PM,ROB 105
15319,ENGR,ENGR 4134,McGinnis (ENGR),Env Life Cycle Assessment,F2F,3,40,T R,9:30AM,10:45AM,LITRV 200
15321,ENGR,ENGR 5204,Beling (ENGR),Systems Engineering Projects,OnlineSync,3,8,W,7:00PM,9:45PM,WHIT 281
15322,ENGR,ENGR 5204,Beling (ENGR),Systems Engineering Projects,OnlineSync,3,10,W,7:00PM,9:45PM,ONLINE
15325,ENSC,ENSC 1016,Eick (ENSC),Found Environmental Sci,Hybrid,3,99,M,2:30PM,3:45PM,ONLINE
15326,ENSC,ENSC 3134,Steele (ENSC),Soils in the Landscape,F2F,3,17,M W,1:25PM,2:15PM,PAM 2030
15327,ENSC,ENSC 3134,Steele (ENSC),Soils in the Landscape,F2F,3,17,M W,1:25PM,2:15PM,PAM 2030
15328,ENSC,ENSC 3134,Steele (ENSC),Soils in the Landscape,F2F,3,17,M W,1:25PM,2:15PM,PAM 2030
15329,ENSC,ENSC 3134,Steele (ENSC),Soils in the Landscape,F2F,3,17,M W,1:25PM,2:15PM,PAM 2030
15330,ENSC,ENSC 3134,Steele (ENSC),Soils in the Landscape,F2F,3,17,M W,1:25PM,2:15PM,PAM 2030
15331,ENSC,ENSC 4164,Badgley (ENSC),Environmental Microbiology,F2F,3,24,M W,11:15AM,12:05PM,HUTCH 209
15332,ENSC,ENSC 4164,Badgley (ENSC),Environmental Microbiology,F2F,3,24,M W,11:15AM,12:05PM,HUTCH 209
15333,ENSC,ENSC 4244,Reid (ENSC),Ecological Restoration,F2F,3,50,T R,11:00AM,12:15PM,NCB 120
15334,ENSC,ENSC 4314,Steele (ENSC),Water Quality,F2F,3,40,T R,9:30AM,10:45AM,GH 100
21293,ENSC,ENSC 4344,Reid (ENSC),Eco Restor Field Practicum,F2F,2,30,(ARR),(ARR),(ARR),00X
21318,ENSC,ENSC 4414,Staff (ENSC),Monitoring & Analysis Environ,F2F,2,15,T,1:25PM,5:15PM,SAUND 201
21320,ENSC,ENSC 4414,Staff (ENSC),Monitoring & Analysis Environ,F2F,2,15,W,1:25PM,5:15PM,SAUND 201
15335,ENSC,ENSC 4734,Eick (ENSC),Environmental Soil Chemistry,F2F,3,35,T R,11:00AM,12:15PM,GH 100
21315,ENSC,ENSC 4774,Possinger (ENSC),Reclamation of Disturbed Lands,F2F,3,40,T R,2:00PM,3:15PM,SMYTH 331
21309,ENSC,ENSC 5244,Reid (ENSC),Adv Ecological Restoration,F2F,3,20,T R,11:00AM,12:15PM,NCB 120
15336,ENT,ENT 2004,Wilson (ENT),Insects and Human Society,OnlineAsync,3,700,(ARR),(ARR),(ARR),00X
15337,ENT,ENT 2254,Wilson (ENT),Bees and Beekeeping,F2F,2,80,M W,12:20PM,1:10PM,NCB 120
15338,ENT,ENT 2264,Wilson (ENT),Bees and Beekeeping Laboratory,F2F,1,10,W,2:30PM,4:45PM,PRICE 301A
15339,ENT,ENT 2264,Wilson (ENT),Bees and Beekeeping Laboratory,F2F,1,10,T,2:00PM,4:45PM,PRICE 301A
15341,ENT,ENT 3254,Paulson (ENT),Med & Vet Entomology,F2F,3,125,T R,11:00AM,12:15PM,ENGEL 223
15342,ENT,ENT 3264,Eastwood (ENT),Med & Vet Entomology Lab,F2F,1,20,T,2:00PM,4:45PM,PRICE 221
15343,ENT,ENT 3264,Eastwood (ENT),Med & Vet Entomology Lab,F2F,1,20,R,5:00PM,7:45PM,PRICE 221
15344,ENT,ENT 3264,Eastwood (ENT),Med & Vet Entomology Lab,F2F,1,20,R,12:30PM,3:15PM,PRICE 221
15345,ENT,ENT 3264,Eastwood (ENT),Med & Vet Entomology Lab,F2F,1,20,T,6:30PM,9:15PM,PRICE 221
15346,ENT,ENT 4254,Pfeiffer (ENT),Insect Pest Management,F2F,3,18,M W,10:10AM,11:00AM,PRICE 220
15347,ENT,ENT 4254,Pfeiffer (ENT),Insect Pest Management,F2F,3,18,M W,10:10AM,11:00AM,PRICE 220
15348,ENT,ENT 4354,Entrekin (ENT),Aquatic Entomology,F2F,4,20,M W F,1:25PM,2:15PM,NCB 110A
15349,ENT,ENT 4354,Entrekin (ENT),Aquatic Entomology,F2F,4,20,M W F,1:25PM,2:15PM,NCB 110A
15350,ENT,ENT 4624,Paulson (ENT),Biosafety Biosecurity,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15354,ENT,ENT 5004,Couvillon (ENT),Graduate Seminar,F2F,1,20,R,3:00PM,4:00PM,PRICE 220
20566,ENT,ENT 5234,Pfeiffer (ENT),Managing Arthropod Pests,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
21726,ENT,ENT 5324,Sharakhov (ENT),Genomics of Disease Vectors,F2F,2,15,T R,9:30AM,10:45AM,PRICE 301A
15356,ENT,ENT 5624,Paulson (ENT),Animal/Plnt Biosafety/security,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
15364,ENT,ENT 6004,Auguste (ENT),TS: Writing&Prof Dev Ent Sci,F2F,3,15,T R,11:00AM,12:15PM,PRICE 220
15366,ENT,ENT 6004,Schuerch (ENT),TS: Des/Analysis of Ag Exp3,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
15367,ENT,ENT 6004,Gross (ENT),TS: Molecules Insect Phys&Tox,OnlineAsync,1,20,(ARR),(ARR),(ARR),00X
21046,ENT,ENT 6154,Gross (ENT),Insect Physiology,F2F,4,22,M W F,9:05AM,9:55AM,PRICE 220
21012,ENT,ENT 6354,Yang (ENT),Insect Behavior and Ecology,F2F,4,12,M W F,11:15AM,12:05PM,PRICE 221
15372,ESM,ESM 2074,Perez (ESM),Computational Methods,F2F,2,34,M,2:30PM,3:45PM,TORG 2150
15373,ESM,ESM 2074,Perez (ESM),Computational Methods,F2F,2,35,M,2:30PM,3:45PM,TORG 2150
15374,ESM,ESM 2074,Perez (ESM),Computational Methods,F2F,2,35,M,2:30PM,3:45PM,TORG 2150
15375,ESM,ESM 2074,Perez (ESM),Computational Methods,F2F,2,30,M,2:30PM,3:45PM,TORG 2150
21870,ESM,ESM 2074,Perez (ESM),Computational Methods,F2F,2,20,M,2:30PM,3:45PM,TORG 2150
15376,ESM,ESM 2104,Staff (ESM),Statics,F2F,3,75,T R,11:00AM,12:15PM,WLH 330
15377,ESM,ESM 2104,Staff (ESM),Statics,F2F,3,75,M W,2:30PM,3:45PM,CLMS 230
15378,ESM,ESM 2104,Staff (ESM),Statics,F2F,3,75,M W F,1:25PM,2:15PM,WLH 330
20696,ESM,ESM 2104,Staff (ESM),Statics,F2F,3,75,M W F,9:05AM,9:55AM,WLH 340
15379,ESM,ESM 2104,Staff (ESM),Statics,OnlineAsync,3,60,(ARR),(ARR),(ARR),00X
15380,ESM,ESM 2114,Staff (ESM),Statics & Structures,F2F,3,75,T R,9:30AM,10:45AM,WLH 330
15381,ESM,ESM 2204,Staff (ESM),Mechanics of Deformable Bodies,F2F,3,75,M W F,10:10AM,11:00AM,WLH 320
15382,ESM,ESM 2204,Staff (ESM),Mechanics of Deformable Bodies,F2F,3,75,T R,12:30PM,1:45PM,WLH 350
15383,ESM,ESM 2204,Staff (ESM),Mechanics of Deformable Bodies,F2F,3,75,T R,11:00AM,12:15PM,WLH 340
15384,ESM,ESM 2204,Staff (ESM),Mechanics of Deformable Bodies,F2F,3,75,T R,5:00PM,6:15PM,WLH 330
15385,ESM,ESM 2204,Staff (ESM),Mechanics of Deformable Bodies,F2F,3,84,M W F,12:20PM,1:10PM,GOODW 125
15386,ESM,ESM 2204,Staff (ESM),Mechanics of Deformable Bodies,F2F,3,75,M W F,11:15AM,12:05PM,WLH 330
15387,ESM,ESM 2204,Staff (ESM),Mechanics of Deformable Bodies,OnlineAsync,3,60,(ARR),(ARR),(ARR),00X
15388,ESM,ESM 2304,Staff (ESM),Dynamics,F2F,3,75,T R,12:30PM,1:45PM,WLH 330
15390,ESM,ESM 2304,Staff (ESM),Dynamics,F2F,3,75,M W F,11:15AM,12:05PM,WLH 340
15391,ESM,ESM 2304,Staff (ESM),Dynamics,F2F,3,49,T R,11:00AM,12:15PM,MCB 126
15392,ESM,ESM 2304,Staff (ESM),Dynamics,F2F,3,70,M W F,9:05AM,9:55AM,SURGE 103A
15393,ESM,ESM 2304,Staff (ESM),Dynamics,F2F,3,75,M W F,10:10AM,11:00AM,WLH 330
15394,ESM,ESM 2304,Staff (ESM),Dynamics,F2F,3,48,T R,9:30AM,10:45AM,WLH 335
15395,ESM,ESM 2304,Staff (ESM),Dynamics,F2F,3,71,M W F,12:20PM,1:10PM,DURHM 261
21885,ESM,ESM 2304,Staff (ESM),Dynamics,F2F,3,38,T R,11:00AM,12:15PM,MCB 218
15396,ESM,ESM 2304,Staff (ESM),Dynamics,OnlineAsync,3,60,(ARR),(ARR),(ARR),00X
15400,ESM,ESM 3054,Dowling (ESM),Mech Behavior of Materials,F2F,3,130,T R,12:30PM,1:45PM,NCB 160
15401,ESM,ESM 3064,Galitz (ESM),Mech Behavior Matls Lab,F2F,1,15,T,5:30PM,8:15PM,NOR 127
15402,ESM,ESM 3064,Galitz (ESM),Mech Behavior Matls Lab,F2F,1,0,T,2:00PM,4:50PM,NOR 127
15403,ESM,ESM 3064,Aning (ESM),Mech Behavior Matls Lab,F2F,1,15,W,2:30PM,5:15PM,NOR 127
15404,ESM,ESM 3064,Aidi (ESM),Mech Behavior Matls Lab,F2F,1,15,M,11:00AM,1:50PM,NOR 127
15409,ESM,ESM 4024,Aidi (ESM),Adv Mechanical Behavior Mtls,F2F,3,18,T R,11:00AM,12:15PM,MCB 216
15410,ESM,ESM 4084,Seidel (ESM),Engr Design Optimiz,F2F,3,44,M W F,1:25PM,2:15PM,MCB 126
21966,ESM,ESM 4084,Staff (ESM),Engr Design Optimiz,OnlineSync,3,0,M W F,1:25PM,2:15PM,ONLINE
15412,ESM,ESM 4106,Socha (ESM),Eng Analy Physiol Sys,F2F,3,48,T R,9:30AM,10:45AM,WLH 345
15413,ESM,ESM 4224,Arena (ESM),Biodynamics and Control,F2F,3,40,M W F,12:20PM,1:10PM,WLH 345
20823,ESM,ESM 4304,Staples (ESM),Hemodynamics,F2F,3,20,M W F,12:20PM,1:10PM,MCB 302
15415,ESM,ESM 4404,Bolton (ESM),Fund of Prof Engr,OnlineAsync,2,500,(ARR),(ARR),(ARR),00X
