crn,dept,course_id,instructor_id,title,modality,credits,capacity,days,start_time,end_time,location
10058,AAD,AAD 1214,Hamming (AAD),Acting Locally,F2F,2,48,M W,2:30PM,3:20PM,WLH 345
20556,AAD,AAD 1214,Hamming (AAD),Acting Locally,F2F,2,48,M W,1:25PM,2:15PM,WLH 345
21223,AAD,AAD 4234,Kirkland (AAD),Capstone Collaborations,F2F,3,10,W,9:30AM,12:00PM,BURCH 021
10059,AAEC,AAEC 1005,Vertino de Queiroz (AAEC),Econ Food Fiber Sys,F2F,3,70,M W F,1:25PM,2:15PM,SEITZ 300
10060,AAEC,AAEC 1005,Stephenson (AAEC),Econ Food Fiber Sys,F2F,3,302,M W F,12:20PM,1:10PM,SQUIR COLNL
10061,AAEC,AAEC 1006,Abedin (AAEC),Econ Food Fiber Syst,F2F,3,70,M W F,10:10AM,11:00AM,SEITZ 300
10062,AAEC,AAEC 1006,Ellerbrock (AAEC),Econ Food Fiber Syst,F2F,3,621,M W F,9:05AM,9:55AM,SQUIR COLNL
10063,AAEC,AAEC 2104,White (AAEC),Personal Financial Planning,F2F,3,621,M W F,11:15AM,12:05PM,SQUIR COLNL
10064,AAEC,AAEC 2434,Morelli Mercadante (AAEC),Foundations of Agribusiness,F2F,3,129,M W F,1:25PM,2:15PM,SMYTH 146
10066,AAEC,AAEC 3004,Wang (AAEC),Agr Prod & Cons Econ,F2F,3,48,T R,2:00PM,3:15PM,FRALN 002
10067,AAEC,AAEC 3014,Chen (AAEC),Analytic Methods Applied Econ,F2F,3,72,M W,4:00PM,5:15PM,WHIT 300
10068,AAEC,AAEC 3024,He (AAEC),Monetary Glob Iss Applied Econ,F2F,3,72,M W F,1:25PM,2:15PM,NCB 270
10069,AAEC,AAEC 3204,Larochelle (AAEC),Intl Agri Dvlp & Trad,F2F,3,48,T R,11:00AM,12:15PM,MCB 209
10070,AAEC,AAEC 3314,Friedel (AAEC),Environmental Law,F2F,3,143,T R,11:00AM,12:15PM,NCB 160
10071,AAEC,AAEC 3324,Ellerbrock (AAEC),Environment Sustain Dev Econ,F2F,3,152,M W F,12:20PM,1:10PM,NCB 260
10072,AAEC,AAEC 3424,Vertino de Queiroz (AAEC),Value Based Mgmt in AgBusiness,F2F,3,64,T R,12:30PM,1:45PM,LITRV 1860
21227,AAEC,AAEC 3424,Vertino de Queiroz (AAEC),Value Based Mgmt in AgBusiness,F2F,3,0,M W F,10:10AM,11:00AM,FRALN 002
10073,AAEC,AAEC 3454,Wang (AAEC),Small Bus Mgt and Ent,F2F,3,64,T R,9:30AM,10:45AM,LITRV 1860
21224,AAEC,AAEC 3454,Morelli Mercadante (AAEC),Small Bus Mgt and Ent,F2F,3,64,T R,2:00PM,3:15PM,LITRV 1860
10074,AAEC,AAEC 3604,Friedel (AAEC),Agricultural Law,F2F,3,127,T R,2:00PM,3:15PM,LITRV 1870
10075,AAEC,AAEC 4204,Dalton (AAEC),Food and Agricultural Policy,Hybrid,3,40,T R,2:00PM,3:15PM,MCB 240
10076,AAEC,AAEC 4314,Stephenson (AAEC),Env Econ Analy & Mgt,F2F,3,48,M W F,9:05AM,9:55AM,MCB 126
21228,AAEC,AAEC 4354,Ta (AAEC),Energy Economics,F2F,3,48,T R,2:00PM,3:15PM,MCB 126
10077,AAEC,AAEC 4414,Morelli Mercadante (AAEC),Applied Econ Problem Solving,F2F,3,40,M W,11:00AM,12:15PM,TBA
10078,AAEC,AAEC 4434,Isengildina Massa (AAEC),Commodity Invest by Students,F2F,2,48,W,5:30PM,6:30PM,FRALN 102
10079,AAEC,AAEC 4464,Amacher (AAEC),Water Resources Policy & Econ,F2F,3,70,T R,11:00AM,12:15PM,FRALN 102
10080,AAEC,AAEC 4484,Stewart (AAEC),Applied Economic Forecasting,F2F,3,25,M W,2:30PM,3:45PM,HUTCH 310
10081,AAEC,AAEC 4504,Isengildina Massa (AAEC),Ag Price Analysis,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
21225,AAEC,AAEC 4804,Chen (AAEC),Elementary Econometrics,F2F,3,10,T R,11:00AM,12:15PM,HUTCH 207
10083,AAEC,AAEC 4804,Chen (AAEC),Elementary Econometrics,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
10084,AAEC,AAEC 4814,Davis (AAEC),Food and Health Economics,F2F,3,90,T R,12:30PM,1:45PM,TORG 1060
10105,AAEC,AAEC 5044,Beleny (AAEC),Applied Macroeconomics,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
10106,AAEC,AAEC 5074,Dalton (AAEC),Agricultural and Food Policy,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
10107,AAEC,AAEC 5104,Bosch (AAEC),Research Project Plan,F2F,1,30,M,11:15AM,12:05PM,SMYTH 331
10108,AAEC,AAEC 5126,Moeltner (AAEC),Empirical Economics,F2F,3,32,T R,9:30AM,10:45AM,MCB 216
10109,AAEC,AAEC 5134,Isengildina Massa (AAEC),Agricultural Markets & Prices,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
20563,AAEC,AAEC 5174,Larochelle (AAEC),Int Agr Development and Trade,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
10110,AAEC,AAEC 5484,Stewart (AAEC),Applied Economic Forecasting,F2F,3,15,M W,2:30PM,3:45PM,HUTCH 310
10111,AAEC,AAEC 5484,Stewart (AAEC),Applied Economic Forecasting,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
21226,AAEC,AAEC 5804G,Chen (AAEC),Fundamentals of Econometrics,F2F,3,22,T R,11:00AM,12:15PM,HUTCH 207
10112,AAEC,AAEC 5804G,Chen (AAEC),Fundamentals of Econometrics,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
10113,AAEC,AAEC 5814G,Davis (AAEC),Adv Food & Health Economics,F2F,3,9,T R,12:30PM,1:45PM,TORG 1060
10114,AAEC,AAEC 5894,Holt (AAEC),Final Examination,F2F,3,0,(ARR),(ARR),(ARR),00X
10123,AAEC,AAEC 6004,Holmes (AAEC),Research & Prof Dev Seminar,F2F,1,30,W,1:25PM,2:15PM,HUTCH 302
10125,AAEC,AAEC 6304,He (AAEC),International Trade & Finance,F2F,3,30,M W,4:00PM,5:15PM,FRALN 002
21229,AAEC,AAEC 6534,Moeltner (AAEC),Econ Valuation of Env Change,F2F,3,32,T R,11:00AM,12:15PM,SAUND 408
10128,ACIS,ACIS 1004,Staff (ACIS),Accounting Foundations,OnlineAsync,3,400,(ARR),(ARR),(ARR),00X
20765,ACIS,ACIS 1104,Staff (ACIS),Careers in ACIS,F2F,1,125,M,5:30PM,6:20PM,NCB 160
10129,ACIS,ACIS 1504,Staff (ACIS),Intro to Bus Analytics & BI,OnlineAsync,3,90,(ARR),(ARR),(ARR),00X
10130,ACIS,ACIS 1504,Staff (ACIS),Intro to Bus Analytics & BI,OnlineAsync,3,90,(ARR),(ARR),(ARR),00X
10131,ACIS,ACIS 1504,Staff (ACIS),Intro to Bus Analytics & BI,OnlineAsync,3,90,(ARR),(ARR),(ARR),00X
10132,ACIS,ACIS 1504,Staff (ACIS),Intro to Bus Analytics & BI,OnlineAsync,3,90,(ARR),(ARR),(ARR),00X
10133,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,8:00AM,8:50AM,NCB 250
10134,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,21,M W F,12:20PM,1:10PM,DDS 130
10135,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,10:10AM,11:00AM,DDS 230
10136,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,11:15AM,12:05PM,WLH 350
10137,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,1:25PM,2:15PM,WLH 340
10138,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,12:20PM,1:10PM,WLH 320
10139,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,12:20PM,1:10PM,DDS 230
10140,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,11:15AM,12:05PM,MCB 113
10141,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,9:05AM,9:55AM,PAM 2030
10142,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,1:25PM,2:15PM,WLH 350
10143,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,21,M W F,1:25PM,2:15PM,NCB 160
10145,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,45,M W F,11:15AM,12:05PM,MCB 129
10146,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,F2F,3,21,M W F,9:05AM,9:55AM,NCB 250
10148,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,OnlineAsync,3,165,(ARR),(ARR),(ARR),00X
21551,ACIS,ACIS 2115,Staff (ACIS),Principles of Accounting,OnlineAsync,3,165,(ARR),(ARR),(ARR),00X
10149,ACIS,ACIS 2116,Staff (ACIS),Principles of Accounting,F2F,3,51,M W F,12:20PM,1:10PM,DDS 155
10150,ACIS,ACIS 2116,Staff (ACIS),Principles of Accounting,F2F,3,0,T R,8:00AM,9:15AM,NCB 250
10151,ACIS,ACIS 2116,Staff (ACIS),Principles of Accounting,F2F,3,51,T R,5:00PM,6:15PM,NCB 250
10152,ACIS,ACIS 2116,Staff (ACIS),Principles of Accounting,F2F,3,51,M W F,1:25PM,2:15PM,PAM 30
10153,ACIS,ACIS 2116,Staff (ACIS),Principles of Accounting,F2F,3,51,T R,3:30PM,4:45PM,WLH 340
10154,ACIS,ACIS 2116,Staff (ACIS),Principles of Accounting,F2F,3,51,M W F,10:10AM,11:00AM,WLH 350
10155,ACIS,ACIS 2116,Staff (ACIS),Principles of Accounting,F2F,3,51,M W F,11:15AM,12:05PM,NCB 250
21535,ACIS,ACIS 2116,Staff (ACIS),Principles of Accounting,F2F,3,51,M W F,8:00AM,8:50AM,DDS 155
10156,ACIS,ACIS 2504,Staff (ACIS),Intro to Accounting Analytics,F2F,3,104,T R,3:30PM,4:45PM,DAV 281
10157,ACIS,ACIS 2504,Staff (ACIS),Intro to Accounting Analytics,F2F,3,104,T R,12:30PM,1:45PM,HAN 100
21541,ACIS,ACIS 2504,Staff (ACIS),Intro to Accounting Analytics,F2F,3,105,M W F,8:00AM,8:50AM,NCB 160
10158,ACIS,ACIS 3115,Staff (ACIS),Intermediate Financial Acct.,F2F,3,32,M W F,12:20PM,1:10PM,PAM 32
10160,ACIS,ACIS 3115,Staff (ACIS),Intermediate Financial Acct.,F2F,3,32,M W F,9:05AM,9:55AM,DDS 130
10162,ACIS,ACIS 3115,Staff (ACIS),Intermediate Financial Acct.,F2F,3,34,M W F,8:00AM,8:50AM,PAM 2003
10163,ACIS,ACIS 3116,Staff (ACIS),Intermediate Financial Acct.,Hybrid,3,39,T R,5:00PM,6:15PM,ROB 105
10164,ACIS,ACIS 3116,Staff (ACIS),Intermediate Financial Acct.,Hybrid,3,39,T R,3:30PM,4:45PM,ROB 105
10165,ACIS,ACIS 3314,Staff (ACIS),Tax Impact on Decisions,F2F,3,28,T R,12:30PM,1:45PM,PAM 1004
10166,ACIS,ACIS 3314,Staff (ACIS),Tax Impact on Decisions,F2F,3,28,T R,8:00AM,9:15AM,PAM 3001
10167,ACIS,ACIS 3314,Staff (ACIS),Tax Impact on Decisions,F2F,3,28,T R,9:30AM,10:45AM,PAM 1003
10168,ACIS,ACIS 3504,Staff (ACIS),Acct Sys and Controls,F2F,3,30,T R,3:30PM,4:45PM,NCB 130B
10169,ACIS,ACIS 3504,Staff (ACIS),Acct Sys and Controls,F2F,3,30,T R,2:00PM,3:15PM,NCB 130B
10170,ACIS,ACIS 3504,Staff (ACIS),Acct Sys and Controls,F2F,3,30,T R,11:00AM,12:15PM,NCB 130B
10171,ACIS,ACIS 3554,Zahadat (ACIS),"Networks, Telecom, & Security",OnlineSync,3,80,T R,9:30AM,10:45AM,ONLINE
10172,ACIS,ACIS 3554,Zahadat (ACIS),"Networks, Telecom, & Security",OnlineSync,3,80,T R,8:00AM,9:15AM,ONLINE
10173,ACIS,ACIS 4024,Staff (ACIS),Info Sys Audit & Con,F2F,3,8,T R,2:00PM,3:15PM,PAM 1008
10174,ACIS,ACIS 4024,Staff (ACIS),Info Sys Audit & Con,F2F,3,8,T R,12:30PM,1:45PM,PAM 1008
10175,ACIS,ACIS 4114,Staff (ACIS),Advanced Financial Accounting,Hybrid,3,20,M W F,12:20PM,1:10PM,PAM 2003
10176,ACIS,ACIS 4114,Staff (ACIS),Advanced Financial Accounting,Hybrid,3,20,M W F,1:25PM,2:15PM,PAM 2003
10177,ACIS,ACIS 4194,Staff (ACIS),Analysis of Fin Statements,F2F,3,47,M W F,9:05AM,9:55AM,DDS 180
10178,ACIS,ACIS 4194,Staff (ACIS),Analysis of Fin Statements,F2F,3,47,M W F,12:20PM,1:10PM,NCB 210
10179,ACIS,ACIS 4194,Staff (ACIS),Analysis of Fin Statements,F2F,3,47,M W F,1:25PM,2:15PM,NCB 210
10180,ACIS,ACIS 4214,Staff (ACIS),Cost Planning and Control,F2F,3,19,M W,5:30PM,6:45PM,PAM 31
10181,ACIS,ACIS 4214,Staff (ACIS),Cost Planning and Control,F2F,3,19,M W,4:00PM,5:15PM,PAM 32
10182,ACIS,ACIS 4344,Staff (ACIS),Tax for Financial Planners,F2F,3,40,T R,12:30PM,1:45PM,PAM 3001
10201,ACIS,ACIS 4364,Staff (ACIS),Taxation Business Operations,F2F,3,6,T R,11:00AM,12:15PM,PAM 3001
10202,ACIS,ACIS 4364,Staff (ACIS),Taxation Business Operations,F2F,3,6,T R,9:30AM,10:45AM,PAM 3004
10185,ACIS,ACIS 4414,Staff (ACIS),Financial Statement Auditing,F2F,3,31,T R,12:30PM,1:45PM,HOLD 224
10186,ACIS,ACIS 4414,Staff (ACIS),Financial Statement Auditing,F2F,3,31,T R,2:00PM,3:15PM,PAM 1003
10187,ACIS,ACIS 4654,Staff (ACIS),Accounting Analytics,F2F,3,19,T R,12:30PM,1:45PM,DDS 132
10188,ACIS,ACIS 4654,Staff (ACIS),Accounting Analytics,F2F,3,19,T R,9:30AM,10:45AM,DDS 132
10189,ACIS,ACIS 4654,Staff (ACIS),Accounting Analytics,F2F,3,19,T R,3:30PM,4:45PM,DDS 132
20769,ACIS,ACIS 4664,Staff (ACIS),ESG Accounting,F2F,3,20,T R,11:00AM,12:15PM,TORG 1040
10190,ACIS,ACIS 4684,Staff (ACIS),IS Security and Assurance,F2F,3,10,M W,2:30PM,3:45PM,PAM 1008
10191,ACIS,ACIS 4684,Staff (ACIS),IS Security and Assurance,F2F,3,10,M W,4:00PM,5:15PM,PAM 1008
10194,ACIS,ACIS 5014,Staff (ACIS),Info Sys Audit & Ctrl,F2F,3,12,T R,12:30PM,1:45PM,PAM 1008
10195,ACIS,ACIS 5014,Staff (ACIS),Info Sys Audit & Ctrl,F2F,3,12,T R,2:00PM,3:15PM,PAM 1008
21542,ACIS,ACIS 5064,Staff (ACIS),Tax of Bus Op & Adv Inc Tax,F2F,3,10,T R,11:00AM,12:15PM,PAM 3001
21543,ACIS,ACIS 5064,Staff (ACIS),Tax of Bus Op & Adv Inc Tax,F2F,3,10,T R,9:30AM,10:45AM,PAM 3004
10198,ACIS,ACIS 5114G,Staff (ACIS),Advanced Financial Accounting,F2F,3,10,M W F,12:20PM,1:10PM,PAM 2003
10199,ACIS,ACIS 5114G,Staff (ACIS),Advanced Financial Accounting,F2F,3,10,M W F,1:25PM,2:15PM,PAM 2003
20767,ACIS,ACIS 5314,Staff (ACIS),Tax Concepts and Research,F2F,3,25,T R,9:30AM,10:45AM,MCB 126
10203,ACIS,ACIS 5334,Staff (ACIS),Advanced Corporate Tax,F2F,3,25,T R,2:00PM,3:15PM,PAM 3004
10204,ACIS,ACIS 5364,Staff (ACIS),Multi jurisdictional Tax Cncpt,F2F,3,30,T R,8:00AM,9:15AM,PAM 2028
10205,ACIS,ACIS 5424,Staff (ACIS),Research and Analysis in Acct,F2F,3,21,T R,12:30PM,1:45PM,PAM 2028
10206,ACIS,ACIS 5424,Staff (ACIS),Research and Analysis in Acct,F2F,3,21,T R,11:00AM,12:15PM,PAM 1008
10207,ACIS,ACIS 5504,Sheetz (ACIS),Sys/Database Concepts,OnlineAsync,3,135,(ARR),(ARR),(ARR),00X
10208,ACIS,ACIS 5524,Sheetz (ACIS),Adv Database Mgt Sys,OnlineAsync,3,75,(ARR),(ARR),(ARR),00X
10209,ACIS,ACIS 5584,Staff (ACIS),Info Sys Security & Assurance,F2F,3,12,M W,4:00PM,5:15PM,PAM 1008
10210,ACIS,ACIS 5584,Staff (ACIS),Info Sys Security & Assurance,F2F,3,12,M W,2:30PM,3:45PM,PAM 1008
10211,ACIS,ACIS 5614,Bhattacharjee (ACIS),Implementing Mgt Controls,OnlineSync,2,40,F S,(ARR),ONLINE,00X
10212,ACIS,ACIS 5624,Belanger (ACIS),Cybersec Govern and Risk Mgmt,OnlineAsync,3,115,(ARR),(ARR),(ARR),00X
10213,ACIS,ACIS 5654G,Staff (ACIS),Advanced Accounting Analytics,F2F,3,2,T R,12:30PM,1:45PM,DDS 132
10214,ACIS,ACIS 5654G,Staff (ACIS),Advanced Accounting Analytics,F2F,3,2,T R,3:30PM,4:45PM,DDS 132
10215,ACIS,ACIS 5654G,Staff (ACIS),Advanced Accounting Analytics,F2F,3,5,T R,9:30AM,10:45AM,DDS 132
21682,ACIS,ACIS 5664,Staff (ACIS),ESG Accounting,F2F,3,20,T R,11:00AM,12:15PM,TORG 1040
10216,ACIS,ACIS 5754,Davidson (ACIS),Internship in Accounting,F2F,3,0,(ARR),(ARR),(ARR),00X
21553,ACIS,ACIS 5984,Shortt (ACIS),SS:Bus Analytics & Vis for MBA,OnlineSync,2,22,(ARR),(ARR),(ARR),00X
20770,ACIS,ACIS 6014,Staff (ACIS),Behavioral Accounting Research,Hybrid,3,10,T R,2:00PM,3:15PM,BUR 123A
10226,ADV,ADV 2134,Holz (ADV),Intro to Health Communication,F2F,3,40,M W F,12:20PM,1:10PM,MCB 226
10227,ADV,ADV 3004,Spiller (ADV),Ad Writing and Storytelling,F2F,3,20,T R,5:00PM,6:15PM,MCB 219
21135,ADV,ADV 3014,Timofeev (ADV),Ad Planning & Media Buying,F2F,3,20,M W,5:30PM,6:45PM,MCB 219
21136,ADV,ADV 3024,Spiller (ADV),Ad Ethics & Soc Responsibility,F2F,3,18,T R,3:30PM,4:45PM,SHANK 043
10228,ADV,ADV 4324,Holz (ADV),Issues in Health Communication,F2F,3,45,M W F,10:10AM,11:00AM,WMS 320
21137,ADV,ADV 5204,Deuyour (ADV),Health Communication,F2F,3,20,T,5:00PM,7:45PM,MAJWM 434
10229,AFST,AFST 1714,Spivey (AFST),Intro African American Studies,F2F,3,75,T R,8:00AM,9:15AM,WLH 350
21140,AFST,AFST 1714,Mehra (AFST),Intro African American Studies,F2F,3,50,T R,9:30AM,10:45AM,TORG 1040
21153,AFST,AFST 1714,Jones (AFST),Intro African American Studies,F2F,3,20,T R,3:30PM,4:45PM,MCB 240
10231,AFST,AFST 1714,Quinn (AFST),Intro African American Studies,OnlineSync,3,50,M W F,9:05AM,9:55AM,ONLINE
21141,AFST,AFST 1714,Quinn (AFST),Intro African American Studies,OnlineSync,3,50,M W F,10:10AM,11:00AM,ONLINE
21149,AFST,AFST 1714,Seniors (AFST),Intro African American Studies,OnlineAsync,3,100,(ARR),(ARR),(ARR),00X
10232,AFST,AFST 1814,Polanah (AFST),Intro to African Studies,F2F,3,50,M W F,11:15AM,12:05PM,TORG 1040
10233,AFST,AFST 1814,Mthethwa (AFST),Intro to African Studies,OnlineAsync,3,60,(ARR),(ARR),(ARR),00X
20884,AFST,AFST 2204,Armstrong (AFST),Race & Gender in Rel & Cult,F2F,3,40,T R,9:30AM,10:45AM,MCB 230
10235,AFST,AFST 2264,Dhillon-Jamerson (AFST),Race Class Gender Sexualities,F2F,3,40,M W F,12:20PM,1:10PM,NCB 130A
20974,AFST,AFST 2276,Halpin (AFST),African American History,F2F,3,40,M W F,1:25PM,2:15PM,MCB 232
21148,AFST,AFST 2354,Agozino (AFST),The Civil Rights Movement,F2F,3,36,M W,2:30PM,3:45PM,GOODW 244
21152,AFST,AFST 2734,Jones (AFST),The Black Woman in the U.S.,F2F,3,40,T R,9:30AM,10:45AM,MCB 318
21898,AFST,AFST 3984,Jones (AFST),SS: Digital Activism,F2F,3,20,T R,5:00PM,6:15PM,MCB 240
21899,AFST,AFST 3984,Quinn (AFST),"SS:Race, Gender, & Environment",OnlineSync,3,20,M W,4:00PM,5:15PM,ONLINE
10239,AFST,AFST 4354,Polanah (AFST),TS: Embattled Knowleges,F2F,3,40,M W,4:00PM,5:15PM,WHIT 257
21154,AFST,AFST 4354,Faulkner (AFST),TS: Black Social & Political,F2F,3,50,T R,5:00PM,6:15PM,WMS 120
21717,AFST,AFST 4354,Precoda (AFST),TS: Blk Film Before Spike Lee,F2F,3,10,M,11:30AM,2:00PM,MCB 202
21712,AFST,AFST 4354,Quinn (AFST),TS: Race and Place,OnlineAsync,3,30,(ARR),(ARR),(ARR),00X
10245,AFST,AFST 5314,Agozino (AFST),Theories in Africana Studies,F2F,3,15,F,10:00AM,12:50PM,MCB 566
10247,AHRM,AHRM 1014,Walsh (AHRM),Design and Art for Consumers,F2F,3,40,M W,2:30PM,3:45PM,FRALN 002
10248,AHRM,AHRM 1014,Walsh (AHRM),Design and Art for Consumers,OnlineAsync,3,100,(ARR),(ARR),(ARR),00X
10249,AHRM,AHRM 2014,Illahe (AHRM),Design for Consumers Studio,F2F,3,20,T R,1:00PM,3:30PM,WAL 410
10250,AHRM,AHRM 2404,Jeong (AHRM),Consumer Rights,OnlineAsync,3,140,(ARR),(ARR),(ARR),00X
10253,AINS,AINS 1104,Hey (AINS),Intro American Indian Studies,F2F,3,40,T R,9:30AM,10:45AM,GBJ 102
10254,AINS,AINS 1104,Cook (AINS),Intro American Indian Studies,F2F,3,40,M W F,10:10AM,11:00AM,GBJ 102
10255,AINS,AINS 2414,Taylor (AINS),Identity & Inclusion in Agric,F2F,3,40,M W,5:30PM,6:45PM,LITRV 200
10256,AINS,AINS 2414,Westfall-Rudd (AINS),Identity & Inclusion in Agric,F2F,3,40,T R,3:30PM,4:45PM,LITRV 200
21548,AINS,AINS 3684,Copeland (AINS),Indigenous People/Wrld Politic,F2F,3,40,M W,2:30PM,3:45PM,HOLD 234
10259,AINS,AINS 4114,Hey (AINS),Indigenous Foodways,F2F,3,15,F,2:00PM,5:00PM,TBA
21575,AIS,AIS 2984,Clinton (AIS),SS: IHSR Career Development,OnlineAsync,1,40,(ARR),(ARR),(ARR),00X
10263,ALCE,ALCE 2094,Mariger (ALCE),Intro Metal Fabrication,F2F,1,15,F,8:00AM,10:50AM,SEITZ 110
10264,ALCE,ALCE 2414,Taylor (ALCE),Identity & Inclusion in Agric,F2F,3,40,M W,5:30PM,6:45PM,LITRV 200
10265,ALCE,ALCE 2414,Westfall-Rudd (ALCE),Identity & Inclusion in Agric,F2F,3,40,T R,3:30PM,4:45PM,LITRV 200
10266,ALCE,ALCE 2484,Mariger (ALCE),Engine & Power Train Tech,F2F,3,30,T R,8:00AM,8:50AM,SEITZ 300
10267,ALCE,ALCE 2484,Mariger (ALCE),Engine & Power Train Tech,F2F,3,30,T R,8:00AM,8:50AM,SEITZ 300
10271,ALCE,ALCE 3004,Westfall-Rudd (ALCE),Educ Programs Ag & Life Sci,Hybrid,3,40,M,11:15AM,12:05PM,LITRV 1770
10273,ALCE,ALCE 3494,Mariger (ALCE),Advanced Welding Technology,F2F,1,0,T,2:00PM,4:45PM,SEITZ 110
10274,ALCE,ALCE 3624,Greaud (ALCE),Comm Ag & Life Sci in Writing,Hybrid,3,38,T,2:00PM,3:15PM,LITRV 200
21887,ALCE,ALCE 3624,Greaud (ALCE),Comm Ag & Life Sci in Writing,F2F,3,20,T R,3:30PM,4:45PM,LITRV 232
10275,ALCE,ALCE 3634,McCain (ALCE),Comm Ag & Life Sci in Speaking,F2F,3,40,T R,11:00AM,12:15PM,LITRV 200
10278,ALCE,ALCE 4044,Friedel (ALCE),Agricultural Sciences Seminar,F2F,3,15,F,9:05AM,11:50AM,LITRV 244
10279,ALCE,ALCE 4044,Friedel (ALCE),Agricultural Sciences Seminar,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
10280,ALCE,ALCE 4054,Westfall-Rudd (ALCE),Internship in Coop Extension,Hybrid,1,0,(ARR),(ARR),(ARR),00X
10281,ALCE,ALCE 4064,Scherer (ALCE),Ag Mechanical Lab Management,F2F,3,10,M,9:05AM,10:45AM,LITRV 244
10282,ALCE,ALCE 4234,Milliken (ALCE),Curric for Career & Occup Ed,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
10283,ALCE,ALCE 4244,Milliken (ALCE),Teach & Train Meth Ag Life Sci,F2F,3,15,M,2:30PM,5:15PM,LITRV 244
10290,ALCE,ALCE 5054,Scherer (ALCE),STEM Integration in Ag Ed,OnlineAsync,3,15,(ARR),(ARR),(ARR),00X
21897,ALCE,ALCE 5104,McCain (ALCE),Research Applications in ALCE,F2F,3,15,M,11:15AM,1:45PM,LITRV 244
10291,ALCE,ALCE 5114,Crowder (ALCE),Serving Intnl Ag & Education,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
21134,ALCE,ALCE 5154,Kaufman (ALCE),Partnerships and Volunteerism,F2F,3,10,W,9:05AM,11:50AM,LITRV 250
10292,ALCE,ALCE 5224,Kaufman (ALCE),Team Sci Coop Intrdsc Work,OnlineAsync,3,30,(ARR),(ARR),(ARR),00X
10294,ALCE,ALCE 5814,Niewolny (ALCE),Topics in Ag Leader & Commu Ed,F2F,1,15,W,11:15AM,12:05PM,LITRV 244
10317,ALCE,ALCE 6416,Alward (ALCE),Intro to Grad Teach Scholar,F2F,2,10,T,9:30AM,10:20AM,LITRV 250
20572,ALCE,ALCE 6426,Rutherford (ALCE),University Teaching Develop,F2F,2,16,T R,9:30AM,10:45AM,TBA
10322,ALS,ALS 1004,Sumner (ALS),"Ag, Arts and Society",OnlineAsync,1,300,(ARR),(ARR),(ARR),00X
10323,ALS,ALS 1014,Douglas (ALS),Gardens as Art,OnlineAsync,1,150,(ARR),(ARR),(ARR),00X
10324,ALS,ALS 1024,Sumner (ALS),Digitized Agriculture,OnlineAsync,1,150,(ARR),(ARR),(ARR),00X
21516,ALS,ALS 1234,Staff (ALS),CALS First Year Seminar,F2F,1,40,W,1:25PM,2:15PM,LITRV 200
10326,ALS,ALS 2304,Helm (ALS),Animal Physiology and Anatomy,F2F,4,20,T R,8:00AM,9:15AM,LITRV 1870
10327,ALS,ALS 2304,Helm (ALS),Animal Physiology and Anatomy,F2F,4,20,T R,8:00AM,9:15AM,LITRV 1870
10328,ALS,ALS 2304,Helm (ALS),Animal Physiology and Anatomy,F2F,4,20,T R,8:00AM,9:15AM,LITRV 1870
10329,ALS,ALS 2304,Helm (ALS),Animal Physiology and Anatomy,F2F,4,20,T R,8:00AM,9:15AM,LITRV 1870
10331,ALS,ALS 2604,Staff (ALS),Intro to Research Practices,F2F,3,35,M W,1:30PM,2:45PM,TBA
21661,ALS,ALS 2604,MacDonald (ALS),Intro to Research Practices,F2F,3,0,T R,11:00AM,12:15PM,LIBR 101S
10337,ALS,ALS 3104,Morota (ALS),Animal Breeding and Genetics,F2F,3,130,T R,11:00AM,12:15PM,NCB 320
10338,ALS,ALS 3204,Corl (ALS),Animal Nutrition and Feeding,F2F,3,200,M W F,8:00AM,8:50AM,LITRV 1670
