instance_id,course_id,instructor_id,year,term,crn,gpa,withdraw,enrollment
2018-19Fall80350,AOE 4254,Alexander (AOE),2018-19,Fall,80350,3.34,0,5
2018-19Fall81619,BMVS 6094,Rossmeisl (BMVS),2018-19,Fall,81619,3.74,0,5
2018-19Fall83585,EDCI 5844,Wells (EDCI),2018-19,Fall,83585,4.0,0,5
2018-19Fall83586,EDCI 5844,Wells (EDCI),2018-19,Fall,83586,4.0,0,5
2018-19Fall84308,ESM 3064,Aidi (ESM),2018-19,Fall,84308,3.6,0,5
2018-19Fall84615,FREC 3454,Wiseman (FREC),2018-19,Fall,84615,3.2,0,5
2018-19Fall86732,MUS 2244,Lantz Crone (MUS),2018-19,Fall,86732,4.0,1,5
2018-19Fall86740,MUS 2514,Cowan (MUS),2018-19,Fall,86740,3.8,0,5
2018-19Fall86755,MUS 2634,Easter (MUS),2018-19,Fall,86755,3.0,0,5
2018-19Fall87666,PPWS 5214,Baudoin (PPWS),2018-19,Fall,87666,3.48,0,5
2018-19Fall88221,TA 3014,Stein (TA),2018-19,Fall,88221,3.94,0,5
2018-19Fall89325,MUS 2515,Thorsett (MUS),2018-19,Fall,89325,3.68,0,5
2018-19Fall90008,ALS 2974,Gerrard (ALS),2018-19,Fall,90008,4.0,0,5
2018-19Fall90981,UAP 5424,Beske (UAP),2018-19,Fall,90981,4.0,0,5
2018-19Fall90985,CS 2304,Lohani (CS),2018-19,Fall,90985,4.0,0,5
2018-19Fall91146,AT 974,Guthrie (AT),2018-19,Fall,91146,3.28,0,5
2018-19Spring10664,ARBC 4974,Jones (ARBC),2018-19,Spring,10664,3.86,0,5
2018-19Spring11408,BIOL 3104,Voshell (BIOL),2018-19,Spring,11408,3.8,0,5
2018-19Spring11463,BIOL 6004,Sewall (BIOL),2018-19,Spring,11463,4.0,0,5
2018-19Spring12995,CSES 5004,Maguire (CSES),2018-19,Spring,12995,3.94,0,5
2018-19Spring16886,MUS 2254,Bean (MUS),2018-19,Spring,16886,3.8,0,5
2018-19Spring16900,MUS 2554,Weinstein (MUS),2018-19,Spring,16900,4.0,0,5
2018-19Spring16905,MUS 2614,Hutchins (MUS),2018-19,Spring,16905,4.0,0,5
2018-19Spring16907,MUS 2634,Easter (MUS),2018-19,Spring,16907,3.54,0,5
2018-19Spring16912,MUS 2684,Stevens (MUS),2018-19,Spring,16912,3.94,0,5
2018-19Spring18408,TA 3014,Stein (TA),2018-19,Spring,18408,4.0,0,5
2018-19Spring18409,TA 3014,Stein (TA),2018-19,Spring,18409,4.0,0,5
2018-19Spring18414,TA 3014,Heatherington Tilka (TA),2018-19,Spring,18414,3.54,0,5
2018-19Spring20568,BMVS 5984,Sponenberg (BMVS),2018-19,Spring,20568,4.0,0,5
2019-20Fall80352,AOE 4105,Coutier-Delgosha (AOE),2019-20,Fall,80352,3.3,0,5
2019-20Fall80362,AOE 4205,Alexander (AOE),2019-20,Fall,80362,2.68,0,5
2019-20Fall80364,AOE 4205,Alexander (AOE),2019-20,Fall,80364,1.94,0,5
2019-20Fall82433,CHEM 4124,Tissue (CHEM),2019-20,Fall,82433,3.34,0,5
2019-20Fall82718,COS 2164,Watford (COS),2019-20,Fall,82718,3.14,0,5
2019-20Fall84812,FREC 5014,Cobourn (FREC),2019-20,Fall,84812,4.0,0,5
2019-20Fall84943,GEOS 1124,Chermak (GEOS),2019-20,Fall,84943,3.6,0,5
2019-20Fall87559,MSE 3324,Druschitz (MSE),2019-20,Fall,87559,2.88,0,5
2019-20Fall87667,MUS 2244,Dokshansky (MUS),2019-20,Fall,87667,3.88,0,5
2019-20Fall87700,MUS 3035,Tu (MUS),2019-20,Fall,87700,3.28,0,5
2019-20Fall87714,MUS 3314,Weinstein (MUS),2019-20,Fall,87714,4.0,0,5
2019-20Fall87722,MUS 3314,Pace (MUS),2019-20,Fall,87722,4.0,0,5
2019-20Fall89239,TA 3014,Heatherington Tilka (TA),2019-20,Fall,89239,3.06,0,5
2019-20Fall89247,TA 3014,Stein (TA),2019-20,Fall,89247,4.0,0,5
2019-20Fall91201,UH 2834,Sagheb (UH),2019-20,Fall,91201,3.94,0,5
2019-20Fall91610,UAP 5424,Beske (UAP),2019-20,Fall,91610,4.0,0,5
2019-20Spring12450,CHEM 1046,Long (CHEM),2019-20,Spring,12450,3.66,0,5
2019-20Spring12519,CHEM 2124,Geller (CHEM),2019-20,Spring,12519,3.94,0,5
2019-20Spring12581,CHEM 3625,Orler (CHEM),2019-20,Spring,12581,3.4,0,5
2019-20Spring12816,CMST 3044,Sowder (CMST),2019-20,Spring,12816,4.0,0,5
2019-20Spring13315,DASC 5004,Winston (DASC),2019-20,Spring,13315,3.6,0,5
2019-20Spring14899,FIN 3174,Lytton (FIN),2019-20,Spring,14899,3.6,0,5
2019-20Spring15761,HTM 5944,McGehee (HTM),2019-20,Spring,15761,4.0,0,5
2019-20Spring17651,MUS 3046,Martinkus (MUS),2019-20,Spring,17651,3.46,0,5
2019-20Spring17661,MUS 3314,Lantz Crone (MUS),2019-20,Spring,17661,3.74,0,5
2019-20Spring19238,TA 3014,Stein (TA),2019-20,Spring,19238,3.88,0,5
2019-20Spring19242,TA 3014,Stein (TA),2019-20,Spring,19242,4.0,0,5
2019-20Spring19815,CHEM 1045,Long (CHEM),2019-20,Spring,19815,3.8,0,5
2019-20Spring19818,CHEM 1045,Long (CHEM),2019-20,Spring,19818,2.48,0,5
2019-20Spring20478,AOE 4206,Alexander (AOE),2019-20,Spring,20478,3.26,0,5
2019-20Spring20493,AOE 4106,Coutier-Delgosha (AOE),2019-20,Spring,20493,4.0,0,5
2020-21Fall80265,ALCE 5814,Scherer (ALCE),2020-21,Fall,80265,4.0,0,5
2020-21Fall82632,CHEM 3625,Orler (CHEM),2020-21,Fall,82632,3.4,0,5
2020-21Fall83238,CSES 3124,Angel (CSES),2020-21,Fall,83238,3.8,0,5
2020-21Fall83366,ECE 3274,Cooper (ECE),2020-21,Fall,83366,3.68,0,5
2020-21Fall83368,ECE 3354,Cooper (ECE),2020-21,Fall,83368,3.0,0,5
2020-21Fall83369,ECE 3354,Cooper (ECE),2020-21,Fall,83369,2.88,0,5
2020-21Fall84709,ENSC 3124,Angel (ENSC),2020-21,Fall,84709,3.68,0,5
2020-21Fall84784,ESM 3064,Galitz (ESM),2020-21,Fall,84784,3.14,0,5
2020-21Fall85240,GBCB 5004,Mukhopadhyay (GBCB),2020-21,Fall,85240,4.0,0,5
2020-21Fall85344,GEOS 1124,Chermak (GEOS),2020-21,Fall,85344,3.6,0,5
2020-21Fall85797,HORT 4205,Douglas (HORT),2020-21,Fall,85797,4.0,0,5
2020-21Fall88390,MSE 3324,Druschitz (MSE),2020-21,Fall,88390,3.18,0,5
2020-21Fall88397,MSE 4075,Aning (MSE),2020-21,Fall,88397,3.74,0,5
2020-21Fall88503,MUS 2244,Lantz Crone (MUS),2020-21,Fall,88503,3.52,0,5
2020-21Fall88507,MUS 2264,Irrera (MUS),2020-21,Fall,88507,3.74,0,5
2020-21Fall88521,MUS 2574,Lantz Crone (MUS),2020-21,Fall,88521,2.94,0,5
2020-21Fall88574,MUS 4055,Dunston (MUS),2020-21,Fall,88574,3.8,0,5
2020-21Fall89381,PHYS 4994,Simonetti (PHYS),2020-21,Fall,89381,4.0,0,5
2020-21Fall91598,BSE 4534,Zhang (BSE),2020-21,Fall,91598,4.0,0,5
2020-21Fall91610,UH 2814,Haines (UH),2020-21,Fall,91610,4.0,0,5
2020-21Fall92038,CSES 3124,Angel (CSES),2020-21,Fall,92038,4.0,0,5
2020-21Fall92179,CHEM 3984,Merola (CHEM),2020-21,Fall,92179,4.0,0,5
2020-21Fall92372,BCHM 1984,Gillaspy (BCHM),2020-21,Fall,92372,4.0,0,5
2020-21Fall92404,HNFE 1114,Eaton (HNFE),2020-21,Fall,92404,3.46,0,5
2020-21Fall92415,SPES 5984,Li (SPES),2020-21,Fall,92415,4.0,0,5
2020-21Fall92432,FREC 5884,Possinger (FREC),2020-21,Fall,92432,4.0,0,5
2020-21Spring10430,AOE 4206,Alexander (AOE),2020-21,Spring,10430,3.48,0,5
2020-21Spring11529,BCHM 5004,Mukhopadhyay (BCHM),2020-21,Spring,11529,4.0,0,5
2020-21Spring12685,CHEM 2124,Geller (CHEM),2020-21,Spring,12685,3.86,0,5
2020-21Spring13479,DASC 5004,Winston (DASC),2020-21,Spring,13479,3.66,0,5
2020-21Spring13573,ECE 4284,Cvetkovic (ECE),2020-21,Spring,13573,4.0,0,5
2020-21Spring15950,HD 4994,Smith (HD),2020-21,Spring,15950,4.0,0,5
2020-21Spring18236,MUS 2254,Bean (MUS),2020-21,Spring,18236,4.0,0,5
2020-21Spring18289,MUS 3314,Irrera (MUS),2020-21,Spring,18289,4.0,0,5
2020-21Spring18290,MUS 3314,Weinstein (MUS),2020-21,Spring,18290,4.0,0,5
2020-21Spring19973,TA 3014,Heatherington Tilka (TA),2020-21,Spring,19973,4.0,0,5
2020-21Spring19981,TA 3014,Heatherington Tilka (TA),2020-21,Spring,19981,4.0,0,5
2020-21Spring19983,TA 3014,Heatherington Tilka (TA),2020-21,Spring,19983,4.0,0,5
2020-21Spring20210,UH 2744,Kretser (UH),2020-21,Spring,20210,4.0,0,5
2020-21Spring21160,HNFE 5394,Larson-Meyer (HNFE),2020-21,Spring,21160,4.0,0,5
2020-21Spring22122,CHEM 3625,Orler (CHEM),2020-21,Spring,22122,3.8,0,5
2020-21Spring22123,CHEM 3625,Orler (CHEM),2020-21,Spring,22123,4.0,0,5
2021-22Fall83465,ECE 3274,Cooper (ECE),2021-22,Fall,83465,3.82,0,5
2021-22Fall84840,ENSC 3124,Mott (ENSC),2021-22,Fall,84840,2.86,0,5
2021-22Fall84843,ENSC 3124,Mott (ENSC),2021-22,Fall,84843,2.68,0,5
2021-22Fall84844,ENSC 3124,Mott (ENSC),2021-22,Fall,84844,3.8,0,5
2021-22Fall86114,IDS 3234,Pritchett (IDS),2021-22,Fall,86114,4.0,0,5
2021-22Fall88837,MUS 3035,Tu (MUS),2021-22,Fall,88837,3.26,0,5
2021-22Fall88840,MUS 3045,Martinkus (MUS),2021-22,Fall,88840,2.14,0,5
2021-22Fall88866,MUS 3314,Hutchins (MUS),2021-22,Fall,88866,4.0,0,5
2021-22Fall90544,TA 3014,Russo (TA),2021-22,Fall,90544,4.0,0,5
2021-22Fall90545,TA 3014,Stein (TA),2021-22,Fall,90545,4.0,0,5
2021-22Fall90549,TA 3014,Stein (TA),2021-22,Fall,90549,4.0,0,5
2021-22Fall90553,TA 3014,Stein (TA),2021-22,Fall,90553,3.88,0,5
2021-22Fall90783,UH 2814,Haines (UH),2021-22,Fall,90783,3.14,0,5
2021-22Spring11680,BIOL 3104,Voshell (BIOL),2021-22,Spring,11680,4.0,0,5
2021-22Spring11733,BIOL 6404,Sewall (BIOL),2021-22,Spring,11733,4.0,0,5
2021-22Spring15461,FIW 4974,Kelly (FIW),2021-22,Spring,15461,4.0,0,5
2021-22Spring15749,GBCB 5004,Mukhopadhyay (GBCB),2021-22,Spring,15749,4.0,0,5
2021-22Spring16098,HD 5964,Case Pease (HD),2021-22,Spring,16098,4.0,0,5
2021-22Spring18073,MUS 3314,Irrera (MUS),2021-22,Spring,18073,4.0,0,5
2021-22Spring18083,MUS 3314,Thomas (MUS),2021-22,Spring,18083,4.0,0,5
2021-22Spring19803,TA 3014,Stein (TA),2021-22,Spring,19803,4.0,0,5
2021-22Spring19804,TA 3014,Stein (TA),2021-22,Spring,19804,4.0,0,5
2021-22Spring19805,TA 3014,Russo (TA),2021-22,Spring,19805,3.2,0,5
2021-22Spring19812,TA 3014,Stein (TA),2021-22,Spring,19812,4.0,0,5
2021-22Spring19813,TA 3014,Stein (TA),2021-22,Spring,19813,4.0,0,5
2021-22Spring21604,MUS 2244,Parrish (MUS),2021-22,Spring,21604,4.0,0,5
2021-22Spring21872,UAP 5424,Cowell (UAP),2021-22,Spring,21872,4.0,0,5
2021-22Spring21872,UAP 5424,Provo (UAP),2021-22,Spring,21872,4.0,0,5
2021-22Spring21872,UAP 5424,Sanchez (UAP),2021-22,Spring,21872,4.0,0,5
2021-22Spring21872,UAP 5424,Thompson (UAP),2021-22,Spring,21872,4.0,0,5
2021-22Spring21872,UAP 5424,Wernstedt (UAP),2021-22,Spring,21872,4.0,0,5
2021-22Spring22008,MATH 2644,Silber (MATH),2021-22,Spring,22008,4.0,0,5
2021-22Spring22189,DASC 4664,Cockrum (DASC),2021-22,Spring,22189,3.94,0,5
2021-22Spring22683,NSEG 5944,Hin (NSEG),2021-22,Spring,22683,4.0,0,5
2022-23Fall80086,AAEC 4994,Alwang (AAEC),2022-23,Fall,80086,4.0,0,5
2022-23Fall82851,CHEM 3625,Orler (CHEM),2022-23,Fall,82851,2.6,0,5
2022-23Fall83047,CMST 3044,Sowder (CMST),2022-23,Fall,83047,4.0,0,5
2022-23Fall83172,COS 2164,Watford (COS),2022-23,Fall,83172,3.94,0,5
2022-23Fall83508,CSES 3124,Possinger (CSES),2022-23,Fall,83508,4.0,0,5
2022-23Fall84410,EDCI 5844,Wells (EDCI),2022-23,Fall,84410,4.0,0,5
2022-23Fall85069,ENSC 3124,Possinger (ENSC),2022-23,Fall,85069,3.94,0,5
2022-23Fall85671,GBCB 5004,Mukhopadhyay (GBCB),2022-23,Fall,85671,4.0,0,5
2022-23Fall85947,GRAD 5134,Weiss (GRAD),2022-23,Fall,85947,4.0,0,5
2022-23Fall86382,IDS 3234,Pritchett (IDS),2022-23,Fall,86382,4.0,0,5
2022-23Fall87184,MATH 2644,Silber (MATH),2022-23,Fall,87184,4.0,0,5
2022-23Fall88122,MSE 4424,Suchicital (MSE),2022-23,Fall,88122,2.6,0,5
2022-23Fall88257,MUS 3314,Irrera (MUS),2022-23,Fall,88257,4.0,0,5
2022-23Fall88815,PHYS 2215,Merritt (PHYS),2022-23,Fall,88815,3.8,0,5
2022-23Fall88821,PHYS 2215,Merritt (PHYS),2022-23,Fall,88821,4.0,0,5
2022-23Fall89219,PPWS 5214,Baudoin (PPWS),2022-23,Fall,89219,3.42,0,5
2022-23Fall90026,TA 3014,Copenhaver (TA),2022-23,Fall,90026,4.0,0,5
2022-23Fall90028,TA 3014,Copenhaver (TA),2022-23,Fall,90028,4.0,0,5
2022-23Fall90029,TA 3014,Copenhaver (TA),2022-23,Fall,90029,2.66,0,5
2022-23Fall90038,TA 3014,Holland (TA),2022-23,Fall,90038,4.0,0,5
2022-23Fall90039,TA 3014,Copenhaver (TA),2022-23,Fall,90039,4.0,0,5
2022-23Fall91856,UAP 5114,Wernstedt (UAP),2022-23,Fall,91856,3.94,0,5
2022-23Fall92596,SPES 5004,Beers (SPES),2022-23,Fall,92596,4.0,0,5
2022-23Spring15900,GBCB 5004,Mukhopadhyay (GBCB),2022-23,Spring,15900,4.0,0,5
2022-23Spring16524,HTM 5944,McGehee (HTM),2022-23,Spring,16524,4.0,0,5
2022-23Spring18286,MUS 2244,Bartlett (MUS),2022-23,Spring,18286,4.0,0,5
2022-23Spring18294,MUS 2534,Irrera (MUS),2022-23,Spring,18294,3.2,0,5
2022-23Spring18350,MUS 3314,Irrera (MUS),2022-23,Spring,18350,4.0,0,5
2022-23Spring18623,NSEG 5944,Hin (NSEG),2022-23,Spring,18623,4.0,0,5
2022-23Spring20102,TA 3014,Holland (TA),2022-23,Spring,20102,3.88,0,5
2022-23Spring20103,TA 3014,Holland (TA),2022-23,Spring,20103,3.8,0,5
2022-23Spring20287,UH 2814,Kretser (UH),2022-23,Spring,20287,3.88,0,5
2022-23Spring20829,BIOL 2984,Uyeda (BIOL),2022-23,Spring,20829,4.0,0,5
2022-23Spring21867,NEUR 5074,Pickrell (NEUR),2022-23,Spring,21867,3.88,0,5
2018-19Fall81221,BCHM 5004,Mukhopadhyay (BCHM),2018-19,Fall,81221,4.0,0,6
2018-19Fall81409,BIOL 6404,Phillips (BIOL),2018-19,Fall,81409,4.0,0,6
2018-19Fall82565,COMM 3044,Sowder (COMM),2018-19,Fall,82565,4.0,0,6
2018-19Fall82621,COS 2164,Watford (COS),2018-19,Fall,82621,3.67,0,6
2018-19Fall82911,DASC 5004,Winston (DASC),2018-19,Fall,82911,3.28,0,6
2018-19Fall82936,ECE 2274,Cooper (ECE),2018-19,Fall,82936,3.55,0,6
2018-19Fall86625,MSE 3324,Druschitz (MSE),2018-19,Fall,86625,3.23,0,6
2018-19Fall86663,MSE 4424,Suchicital (MSE),2018-19,Fall,86663,3.1,0,6
2018-19Fall86742,MUS 2524,Rushing (MUS),2018-19,Fall,86742,3.33,0,5
2018-19Fall86783,MUS 3314,Caldwell (MUS),2018-19,Fall,86783,4.0,0,6
2018-19Fall88226,TA 3014,Stein (TA),2018-19,Fall,88226,4.0,0,6
2018-19Fall90520,BIOL 2984,McGlothlin (BIOL),2018-19,Fall,90520,4.0,0,6
2018-19Fall90625,DASC 4984,Knowlton (DASC),2018-19,Fall,90625,4.0,0,6
2018-19Fall90982,UAP 5424,Beske (UAP),2018-19,Fall,90982,4.0,0,6
2018-19Spring10297,ALS 5084,Hanigan (ALS),2018-19,Spring,10297,4.0,0,6
2018-19Spring13081,ECE 3274,Cooper (ECE),2018-19,Spring,13081,4.0,0,6
2018-19Spring13092,ECE 3354,Cooper (ECE),2018-19,Spring,13092,3.23,0,6
2018-19Spring14403,ENT 5004,Couvillon (ENT),2018-19,Spring,14403,3.78,0,6
2018-19Spring16887,MUS 2254,Crone (MUS),2018-19,Spring,16887,4.0,0,6
2018-19Spring16902,MUS 2574,Lantz Crone (MUS),2018-19,Spring,16902,3.45,0,6
2018-19Spring16959,MUS 4056,Dunston (MUS),2018-19,Spring,16959,3.78,0,6
2018-19Spring17419,PHYS 2215,Merritt (PHYS),2018-19,Spring,17419,3.88,0,6
2018-19Spring17679,PHYS 4994,Simonetti (PHYS),2018-19,Spring,17679,4.0,0,6
2018-19Spring17963,PSYC 4264,Nackley (PSYC),2018-19,Spring,17963,4.0,0,6
2018-19Spring18571,UAP 5424,Joh (UAP),2018-19,Spring,18571,4.0,0,6
2018-19Spring19710,DASC 4664,Cockrum (DASC),2018-19,Spring,19710,3.9,0,6
2018-19Spring20286,MUS 2984,Wyatt (MUS),2018-19,Spring,20286,4.0,0,6
2018-19Spring20292,MSE 4434,Suchicital (MSE),2018-19,Spring,20292,3.57,0,6
2018-19Spring20312,IDS 3204,Sharma (IDS),2018-19,Spring,20312,3.85,0,6
2018-19Spring20372,ECE 4584,Ben-Tzvi (ECE),2018-19,Spring,20372,2.4,0,6
2018-19Spring20647,ME 6984,Eskandarian (ME),2018-19,Spring,20647,4.0,0,6
2019-20Fall81292,BCHM 5004,Mukhopadhyay (BCHM),2019-20,Fall,81292,4.0,0,6
2019-20Fall83087,ECE 2274,Ngo (ECE),2019-20,Fall,83087,3.72,0,6
2019-20Fall83087,ECE 2274,Poon (ECE),2019-20,Fall,83087,3.72,0,6
2019-20Fall83087,ECE 2274,Sarker (ECE),2019-20,Fall,83087,3.72,0,6
2019-20Fall83125,ECE 3274,Cooper (ECE),2019-20,Fall,83125,3.95,0,6
2019-20Fall85825,LAHS 1014,Williams (LAHS),2019-20,Fall,85825,4.0,0,6
2019-20Fall87537,MSE 2014,Evans (MSE),2019-20,Fall,87537,3.1,0,6
2019-20Fall87668,MUS 2244,Parrish (MUS),2019-20,Fall,87668,3.95,0,6
2019-20Fall87669,MUS 2244,Lantz Crone (MUS),2019-20,Fall,87669,4.0,0,6
2019-20Fall87682,MUS 2554,Weinstein (MUS),2019-20,Fall,87682,4.0,0,5
2019-20Fall87690,MUS 2644,Crafton (MUS),2019-20,Fall,87690,3.67,0,5
2019-20Fall87737,MUS 4055,Dunston (MUS),2019-20,Fall,87737,2.67,0,6
2019-20Fall89927,HNFE 5304,Chang (HNFE),2019-20,Fall,89927,4.0,0,6
2019-20Fall90769,IDS 3204,Velez (IDS),2019-20,Fall,90769,3.9,1,6
2019-20Fall91200,UH 2834,Heilker (UH),2019-20,Fall,91200,4.0,0,6
2019-20Spring11429,BCHM 5004,Mukhopadhyay (BCHM),2019-20,Spring,11429,4.0,0,6
2019-20Spring12518,CHEM 2124,Geller (CHEM),2019-20,Spring,12518,3.38,0,6
2019-20Spring12586,CHEM 3625,Orler (CHEM),2019-20,Spring,12586,3.83,0,6
2019-20Spring14739,ESM 3064,Aidi (ESM),2019-20,Spring,14739,2.78,0,6
2019-20Spring17627,MUS 2554,Weinstein (MUS),2019-20,Spring,17627,4.0,0,5
2019-20Spring17682,MUS 3314,Irrera (MUS),2019-20,Spring,17682,4.0,0,6
2019-20Spring17686,MUS 4056,Dunston (MUS),2019-20,Spring,17686,4.0,0,6
2019-20Spring18205,PHYS 2215,Merritt (PHYS),2019-20,Spring,18205,3.27,0,6
2019-20Spring20858,ENGL 4954,Wemhoener (ENGL),2019-20,Spring,20858,4.0,0,6
2019-20Spring20917,UH 2744,Kretser (UH),2019-20,Spring,20917,4.0,0,6
2019-20Spring21383,GRAD 5414,Davy (GRAD),2019-20,Spring,21383,4.0,0,6
2020-21Fall82566,CHEM 2124,Geller (CHEM),2020-21,Fall,82566,3.38,0,6
2020-21Fall82631,CHEM 3625,Orler (CHEM),2020-21,Fall,82631,3.67,0,6
2020-21Fall82634,CHEM 3626,Madsen (CHEM),2020-21,Fall,82634,3.5,0,6
2020-21Fall82989,CS 2304,Cao (CS),2020-21,Fall,82989,3.33,0,6
2020-21Fall83284,DASC 4964,Knowlton (DASC),2020-21,Fall,83284,4.0,0,5
2020-21Fall84741,ESM 2014,Arena (ESM),2020-21,Fall,84741,2.33,0,6
2020-21Fall85161,FREC 3454,Wiseman (FREC),2020-21,Fall,85161,3.17,0,6
2020-21Fall88378,MSE 3064,Galitz (MSE),2020-21,Fall,88378,3.28,0,6
2020-21Fall88497,MUS 2045,Hanenberg (MUS),2020-21,Fall,88497,2.07,0,6
2020-21Fall88502,MUS 2214,Middleton (MUS),2020-21,Fall,88502,3.0,0,6
2020-21Fall88550,MUS 3314,Bukvic (MUS),2020-21,Fall,88550,4.0,0,6
2020-21Fall88554,MUS 3314,Weinstein (MUS),2020-21,Fall,88554,4.0,0,6
2020-21Fall88561,MUS 3314,Hutchins (MUS),2020-21,Fall,88561,4.0,0,6
2020-21Fall88567,MUS 3314,Irrera (MUS),2020-21,Fall,88567,4.0,0,6
2020-21Fall90752,HNFE 5394,Larson-Meyer (HNFE),2020-21,Fall,90752,3.83,0,6
2020-21Fall91597,BSE 4534,Zhang (BSE),2020-21,Fall,91597,4.0,0,6
2020-21Fall92034,FREC 4984,Bolding (FREC),2020-21,Fall,92034,3.95,0,6
2020-21Fall92117,CHEM 2545,Santos (CHEM),2020-21,Fall,92117,2.88,0,6
2020-21Fall92214,CHEM 3625,Orler (CHEM),2020-21,Fall,92214,3.5,0,6
2020-21Spring11690,BIOL 3104,Voshell (BIOL),2020-21,Spring,11690,4.0,0,6
2020-21Spring12686,CHEM 2124,Geller (CHEM),2020-21,Spring,12686,2.48,0,6
2020-21Spring12708,CHEM 2546,Santos (CHEM),2020-21,Spring,12708,3.78,0,6
2020-21Spring12759,CHEM 3625,Orler (CHEM),2020-21,Spring,12759,3.5,0,6
2020-21Spring12914,CMST 3044,Sowder (CMST),2020-21,Spring,12914,4.0,0,6
2020-21Spring14369,EDCI 5844,Bowen (EDCI),2020-21,Spring,14369,4.0,0,6
2020-21Spring18113,MSE 3064,Aning (MSE),2020-21,Spring,18113,2.72,0,6
2020-21Spring18303,MUS 3314,Irrera (MUS),2020-21,Spring,18303,4.0,0,6
2020-21Spring18310,MUS 4056,Dunston (MUS),2020-21,Spring,18310,4.0,0,6
2020-21Spring21171,IDS 3224,Sullivan (IDS),2020-21,Spring,21171,4.0,0,6
2020-21Spring21311,FREC 3984,Bolding (FREC),2020-21,Spring,21311,4.0,0,6
2020-21Spring21319,UH 2744,Kretser (UH),2020-21,Spring,21319,3.9,0,6
2020-21Spring21679,ENGE 2984,Michaels (ENGE),2020-21,Spring,21679,3.83,0,6
2020-21Spring21784,AT 984,Kohl (AT),2020-21,Spring,21784,3.95,0,6
2020-21Spring22126,CHEM 3625,Orler (CHEM),2020-21,Spring,22126,2.12,0,6
2020-21Spring22130,CHEM 3625,Orler (CHEM),2020-21,Spring,22130,3.83,0,6
2021-22Fall82714,CHEM 4124,Tissue (CHEM),2021-22,Fall,82714,3.22,0,6
2021-22Fall83334,CSES 3124,Mott (CSES),2021-22,Fall,83334,3.83,0,6
2021-22Fall84189,EDCI 5844,Wells (EDCI),2021-22,Fall,84189,3.95,0,6
2021-22Fall84423,ENGE 2974,Gray (ENGE),2021-22,Fall,84423,4.0,0,6
2021-22Fall84867,ENT 5004,Couvillon (ENT),2021-22,Fall,84867,4.0,0,6
2021-22Fall85381,GBCB 5004,Mukhopadhyay (GBCB),2021-22,Fall,85381,4.0,0,6
2021-22Fall85935,HNFE 5394,Larson-Meyer (HNFE),2021-22,Fall,85935,3.85,0,6
2021-22Fall88667,MSE 2014,Burgoyne (MSE),2021-22,Fall,88667,3.83,0,6
2021-22Fall90789,UH 2834,Keyel (UH),2021-22,Fall,90789,4.0,0,6
2021-22Fall91502,AOE 2994,Shinpaugh (AOE),2021-22,Fall,91502,4.0,0,5
2021-22Spring11522,BCHM 5004,Mukhopadhyay (BCHM),2021-22,Spring,11522,4.0,0,6
2021-22Spring11630,BIOL 1116,Lee (BIOL),2021-22,Spring,11630,3.9,0,6
2021-22Spring13586,DASC 5004,Winston (DASC),2021-22,Spring,13586,3.43,0,6
2021-22Spring13668,ECE 3354,Yu (ECE),2021-22,Spring,13668,1.95,0,6
2021-22Spring16269,HNFE 5394,Larson-Meyer (HNFE),2021-22,Spring,16269,3.9,0,6
2021-22Spring16414,IDS 3224,Sullivan (IDS),2021-22,Spring,16414,4.0,0,6
2021-22Spring18022,MUS 2234,Wilkens-Reed (MUS),2021-22,Spring,18022,3.05,0,6
2021-22Spring18031,MUS 2524,Masters (MUS),2021-22,Spring,18031,3.95,0,5
2021-22Spring18033,MUS 2534,Irrera (MUS),2021-22,Spring,18033,4.0,0,5
2021-22Spring18078,MUS 3314,Hutchins (MUS),2021-22,Spring,18078,4.0,0,6
2021-22Spring19815,TA 3014,Stein (TA),2021-22,Spring,19815,4.0,0,6
2021-22Spring21725,BCHM 2984,Hite (BCHM),2021-22,Spring,21725,3.62,1,6
2021-22Spring21774,UH 2744,Cherbaka (UH),2021-22,Spring,21774,3.73,0,6
2021-22Spring21776,UH 2744,Cherbaka (UH),2021-22,Spring,21776,4.0,0,6
2022-23Fall80288,ALCE 5814,Friedel (ALCE),2022-23,Fall,80288,4.0,0,6
2022-23Fall80463,AOE 4205,Alexander (AOE),2022-23,Fall,80463,3.33,0,6
2022-23Fall82770,CHEM 1065,Deck (CHEM),2022-23,Fall,82770,3.45,0,6
2022-23Fall82856,CHEM 4014,Schulz (CHEM),2022-23,Fall,82856,3.0,0,6
2022-23Fall82857,CHEM 4124,Tissue (CHEM),2022-23,Fall,82857,3.05,0,6
2022-23Fall82858,CHEM 4124,Tissue (CHEM),2022-23,Fall,82858,3.05,0,6
2022-23Fall83176,COS 3015,Rowell (COS),2022-23,Fall,83176,4.0,0,6
2022-23Fall85414,FIW 6004,Haas (FIW),2022-23,Fall,85414,4.0,0,6
2022-23Fall88076,MSE 3064,Galitz (MSE),2022-23,Fall,88076,3.05,0,6
2022-23Fall88188,MUS 2045,Loeffert (MUS),2022-23,Fall,88188,2.62,1,6
2022-23Fall88206,MUS 2534,Irrera (MUS),2022-23,Fall,88206,3.95,0,5
2022-23Fall88242,MUS 3314,Berrios Rodriguez (MUS),2022-23,Fall,88242,4.0,0,6
2022-23Fall88253,MUS 3314,Bukvic (MUS),2022-23,Fall,88253,2.78,1,6
