instructor_id,last_name,dept,gpa,enrollment,withdraw,past_classes,new_classes
Musselman (AAEC),Musselman,AAEC,3.46,114.78,2.11,9,0
Myers (COMM),Myers,COMM,3.73,33.0,0.11,9,2
Myers (HNFE),Myers,HNFE,3.66,149.83,0.67,6,0
Myers (PR),Myers,PR,3.72,43.0,0.0,7,2
Mykerezi (AT),Mykerezi,AT,3.43,34.9,0.0,10,0
Nackley (PSYC),Nackley,PSYC,3.88,20.82,0.06,17,0
Nain (ME),Nain,ME,2.68,39.83,1.83,6,0
Nandy (ECON),Nandy,ECON,3.39,41.67,0.67,3,0
Nanney (SOC),Nanney,SOC,3.74,55.5,0.5,2,0
Nanney (WGS),Nanney,WGS,3.76,48.0,0.0,1,0
Narayanan (HIST),Narayanan,HIST,3.35,47.11,0.79,19,3
Narayanan (JUD),Narayanan,JUD,3.88,5.0,0.0,1,0
Nassereddine (ARBC),Nassereddine,ARBC,3.32,10.71,0.5,38,4
Natishan (ENGL),Natishan,ENGL,3.6,19.25,0.0,8,0
Natwick (HD),Natwick,HD,3.62,42.0,1.0,1,0
Navarro Navarro (SBIO),Navarro Navarro,SBIO,3.38,10.0,0.0,1,0
Nazhandali (ECE),Nazhandali,ECE,3.35,94.2,4.0,10,1
Ndiaye (FST),Ndiaye,FST,3.73,19.0,0.0,1,0
Neath (PSYC),Neath,PSYC,3.68,34.75,1.5,4,2
Nedic (ART),Nedic,ART,3.69,10.8,0.2,5,2
Neff (MGT),Neff,MGT,2.78,53.0,1.0,2,0
Nehrt (HIST),Nehrt,HIST,2.99,30.0,0.0,1,0
Neidigh (CHEM),Neidigh,CHEM,2.53,54.95,6.87,63,0
Neidigh (GEOG),Neidigh,GEOG,2.99,30.0,1.0,1,0
Neilan (ENGL),Neilan,ENGL,3.11,23.46,0.68,41,4
Neill (AAEC),Neill,AAEC,3.62,70.0,0.25,4,0
Neilson (FST),Neilson,FST,2.53,23.0,0.0,1,0
Neilson (HNFE),Neilson,HNFE,2.94,36.0,2.0,1,0
Nelson (GEOG),Nelson,GEOG,2.56,19.0,1.0,2,1
Nelson (GRAD),Nelson,GRAD,3.99,39.0,0.0,1,0
Nelson (HD),Nelson,HD,3.73,68.0,1.0,1,0
Nelson (HIST),Nelson,HIST,3.38,24.5,0.0,4,0
Nelson (HNFE),Nelson,HNFE,4.0,19.0,0.0,5,0
Nelson (IS),Nelson,IS,3.09,26.0,1.36,11,4
Nelson (ME),Nelson,ME,3.78,23.4,0.73,15,0
Nelson (MUS),Nelson,MUS,3.71,10.0,0.0,1,0
Nelson (PHYS),Nelson,PHYS,2.86,32.47,1.01,92,9
Nelson (PSCI),Nelson,PSCI,3.3,12.47,0.41,17,4
Nelson (TA),Nelson,TA,3.91,7.5,0.07,14,2
Nesbitt (GEOS),Nesbitt,GEOS,3.41,18.3,0.2,10,0
Nesbitt (UH),Nesbitt,UH,4.0,11.0,0.0,1,0
Neser (GEOS),Neser,GEOS,3.55,200.67,1.92,12,3
Newcomer (ENGE),Newcomer,ENGE,1.96,23.0,0.0,1,0
Newhall (HIST),Newhall,HIST,3.58,40.5,0.0,2,0
Newmark (GIA),Newmark,GIA,3.62,6.0,0.0,1,0
Newmark (PSCI),Newmark,PSCI,3.28,6.67,0.0,3,1
Ng (ENGL),Ng,ENGL,3.12,17.13,0.33,15,0
Ng (ME),Ng,ME,2.84,58.75,2.75,8,0
Ngo (ECE),Ngo,ECE,2.69,50.29,2.71,7,0
Nguyen (ART),Nguyen,ART,3.51,16.25,0.0,8,0
Nguyen (ISE),Nguyen,ISE,3.46,59.67,1.0,3,2
Nguyen (MATH),Nguyen,MATH,2.06,24.22,10.44,9,0
Nguyen (NANO),Nguyen,NANO,3.52,14.58,0.58,12,1
Nguyen (PHYS),Nguyen,PHYS,2.88,15.71,0.29,7,0
Ni (ENGL),Ni,ENGL,3.2,5.0,0.5,2,0
Ni (NEUR),Ni,NEUR,3.66,42.78,0.22,9,2
Ni (PSYC),Ni,PSYC,4.0,7.5,0.0,2,0
Ni (RLCL),Ni,RLCL,3.43,21.67,0.42,12,2
Nichols (HIST),Nichols,HIST,3.15,43.83,1.08,12,0
Nichols (MUS),Nichols,MUS,3.74,12.12,0.41,17,3
Nicolas (GEOG),Nicolas,GEOG,2.87,31.0,0.0,1,0
Nicolas (MATH),Nicolas,MATH,2.57,30.41,2.69,29,0
Nicolau Gonzalbez (HTM),Nicolau Gonzalbez,HTM,3.87,17.45,0.0,11,1
Niemiera (FREC),Niemiera,FREC,3.75,107.75,0.0,4,0
Niemiera (GEOG),Niemiera,GEOG,2.87,31.0,0.0,1,0
Niemiera (HORT),Niemiera,HORT,3.55,51.24,0.39,33,3
Niemiera (LDRS),Niemiera,LDRS,4.0,5.0,0.0,1,0
Niemiera (SPES),Niemiera,SPES,3.85,735.0,1.5,2,1
Niewolny (ALCE),Niewolny,ALCE,3.79,7.5,0.0,12,1
Niewolny (ALS),Niewolny,ALS,3.77,23.67,0.0,3,0
Nightingale (HD),Nightingale,HD,4.0,12.5,0.0,2,0
Nikolaev (ECE),Nikolaev,ECE,3.97,12.0,0.0,1,0
Nikolopoulos (CS),Nikolopoulos,CS,3.2,76.0,3.71,7,1
Nikolopoulos (ECE),Nikolopoulos,ECE,3.91,25.0,0.0,1,0
Nilsen (BIOL),Nilsen,BIOL,3.15,67.33,0.0,3,0
Nilsen (ISC),Nilsen,ISC,3.46,71.5,0.0,2,0
Ning (AAEC),Ning,AAEC,3.64,46.0,0.0,1,0
Nipko (FIW),Nipko,FIW,3.52,30.25,0.0,4,0
Noble (ENGE),Noble,ENGE,3.87,43.0,0.0,1,1
Noble (MINE),Noble,MINE,3.5,21.4,0.0,15,1
Noel (AOE),Noel,AOE,4.0,5.0,0.0,2,0
Noftsinger (ACIS),Noftsinger,ACIS,3.91,34.67,0.0,3,0
Noirot (FL),Noirot,FL,3.52,6.0,0.0,1,0
Noirot (FR),Noirot,FR,3.26,12.55,0.27,11,4
Nojabaei (MINE),Nojabaei,MINE,3.46,20.38,0.12,8,2
Noller (CS),Noller,CS,3.51,28.5,0.0,4,0
North (CMDA),North,CMDA,3.37,34.29,0.57,7,0
North (CS),North,CS,3.58,31.64,0.36,11,1
North (STAT),North,STAT,3.52,6.0,0.0,1,0
Norton (AAEC),Norton,AAEC,3.47,33.5,0.0,4,0
Norton (CSES),Norton,CSES,4.0,6.0,0.0,1,0
Norton (MATH),Norton,MATH,3.42,13.33,0.25,12,1
Nottingham (BIT),Nottingham,BIT,2.77,75.0,8.15,13,0
Noumbouwotsamo (WGS),Noumbouwotsamo,WGS,3.55,45.0,1.0,1,0
Novack (PHIL),Novack,PHIL,3.0,20.73,0.71,41,4
Novack (PSYC),Novack,PSYC,3.94,19.0,0.0,1,0
Nowinski (ME),Nowinski,ME,3.33,34.25,0.25,4,4
Nuckols (BSE),Nuckols,BSE,3.52,9.0,0.0,1,0
Nuckols (FREC),Nuckols,FREC,3.7,8.0,0.5,2,0
Nuckols (SPIA),Nuckols,SPIA,3.86,5.0,0.0,1,0
Nulton (APSC),Nulton,APSC,4.0,7.5,0.0,2,0
Nunoo (ALCE),Nunoo,ALCE,3.52,26.6,0.2,5,0
Nurani (HIST),Nurani,HIST,3.33,13.0,0.0,1,0
Nurmukhametov (ECON),Nurmukhametov,ECON,3.28,48.0,0.25,4,0
Nusair (LAR),Nusair,LAR,3.68,32.0,0.0,1,0
Nussbaum (ISE),Nussbaum,ISE,3.69,9.0,0.0,4,1
Nuzzo (STAT),Nuzzo,STAT,4.0,6.0,0.0,2,0
Nyboer (FIW),Nyboer,FIW,2.88,16.0,2.0,1,1
O'Brien (ME),O'Brien,ME,3.52,6.0,0.0,1,0
O'Brien (NR),O'Brien,NR,3.86,15.0,0.0,1,3
O'Donnell (MGT),O'Donnell,MGT,3.95,28.0,1.0,1,0
O'Donnell (PHYS),O'Donnell,PHYS,3.34,20.94,0.34,32,6
O'Kane (ENGL),O'Kane,ENGL,3.01,17.17,0.42,12,0
O'Keefe (FST),O'Keefe,FST,3.84,82.41,1.45,22,3
O'Keefe (HNFE),O'Keefe,HNFE,4.0,10.0,0.0,2,0
OLeary (MUS),OLeary,MUS,3.68,17.57,0.14,7,2
Oakey (ENGL),Oakey,ENGL,3.38,18.75,0.25,20,4
Oestreich (TBMH),Oestreich,TBMH,4.0,7.0,0.0,1,0
Oetjen (MATH),Oetjen,MATH,2.38,26.0,4.38,8,0
Offenkrantz (BIT),Offenkrantz,BIT,3.77,17.0,0.0,3,0
Ogle (CS),Ogle,CS,4.0,11.0,0.0,1,0
Ohanehi (ENGE),Ohanehi,ENGE,3.32,29.6,0.2,10,0
Ohlinger (ALS),Ohlinger,ALS,3.74,24.0,0.0,1,0
Ojeda (BIOL),Ojeda,BIOL,2.79,89.4,2.2,5,0
Ojelade (ISE),Ojelade,ISE,3.69,60.0,0.0,1,0
Ojo (CEE),Ojo,CEE,2.66,35.0,0.0,1,0
Okonkwo (ENGL),Okonkwo,ENGL,3.78,18.0,0.0,1,0
Okumura (ART),Okumura,ART,3.91,14.89,0.11,27,3
Oliva (CS),Oliva,CS,3.78,67.33,0.0,3,2
Oliver (GEOG),Oliver,GEOG,3.26,82.85,4.08,13,2
Oliver (SPIA),Oliver,SPIA,3.4,63.25,3.5,4,1
Olsen (NEUR),Olsen,NEUR,3.41,48.31,1.81,16,0
Olson (HIST),Olson,HIST,3.94,18.0,0.0,1,0
Olson (PSYC),Olson,PSYC,4.0,8.0,0.0,1,0
Olson (STS),Olson,STS,3.68,27.59,0.32,34,4
Olya (ART),Olya,ART,3.75,28.0,1.0,1,0
Omirova (ENGL),Omirova,ENGL,3.74,15.67,0.0,3,0
Onufriev (CS),Onufriev,CS,3.4,12.2,0.6,5,3
Onufriev (MATH),Onufriev,MATH,3.55,7.8,0.4,5,2
Opazo (AT),Opazo,AT,2.48,29.5,0.5,2,1
Opazo (SPAN),Opazo,SPAN,3.43,17.58,0.16,19,1
Opell (BIOL),Opell,BIOL,2.7,81.57,5.29,7,0
Orden (AAEC),Orden,AAEC,3.76,8.0,0.0,1,0
Orler (CHEM),Orler,CHEM,3.35,9.64,0.11,56,16
Orlowski (ECE),Orlowski,ECE,3.65,41.73,0.55,11,2
Orr (EDHE),Orr,EDHE,4.0,20.0,0.0,1,0
Orr (MATH),Orr,MATH,3.36,23.27,0.18,11,2
Ortega Alvarez (ENGE),Ortega Alvarez,ENGE,3.55,66.47,0.41,17,2
Ortega Villa (STAT),Ortega Villa,STAT,3.83,8.5,0.0,8,1
Orth (FIW),Orth,FIW,3.48,31.0,0.4,5,0
Osborne (GEOG),Osborne,GEOG,2.87,31.0,0.0,1,0
Osborne (PHYS),Osborne,PHYS,2.94,40.18,1.31,96,12
Osborne (PSYC),Osborne,PSYC,4.0,6.0,0.0,2,0
Oshields (ENGL),Oshields,ENGL,3.49,10.67,0.17,6,0
Oshields (PSYC),Oshields,PSYC,3.37,23.0,0.33,3,0
Oshields (WGS),Oshields,WGS,3.8,14.0,0.0,2,0
Osman (ALCE),Osman,ALCE,4.0,12.0,0.0,1,0
Osman (LDRS),Osman,LDRS,3.95,39.33,0.0,3,0
Osman (PHS),Osman,PHS,4.0,11.0,0.0,1,0
Otey (EDEL),Otey,EDEL,3.73,11.0,0.0,1,0
Ott (ME),Ott,ME,3.68,349.4,0.0,10,0
Ouliaei-Nia (MATH),Ouliaei-Nia,MATH,2.64,29.54,7.63,35,0
Outrata (MATH),Outrata,MATH,1.89,15.0,6.0,1,0
Over (GRAD),Over,GRAD,3.98,13.0,0.0,1,0
Ovink (SOC),Ovink,SOC,3.56,34.15,0.92,13,2
Owens (DASC),Owens,DASC,4.0,6.0,0.0,1,0
Ozkan (ENGE),Ozkan,ENGE,3.78,17.0,0.0,3,0
Pace (MUS),Pace,MUS,4.0,10.88,0.19,16,1
Pace (TA),Pace,TA,3.83,9.67,0.0,3,0
Pacheco Duarte (ME),Pacheco Duarte,ME,3.04,49.33,1.33,3,0
Pacheco Duarte (NSEG),Pacheco Duarte,NSEG,3.26,18.5,3.5,2,0
Paget (ARCH),Paget,ARCH,3.28,19.25,0.25,4,0
Paige (CEE),Paige,CEE,3.79,33.57,0.14,14,2
Paine (ART),Paine,ART,3.67,14.75,0.5,4,1
Palacio Ornelas (ENGL),Palacio Ornelas,ENGL,3.56,15.83,0.17,6,0
Palmore (ME),Palmore,ME,3.5,31.11,0.11,9,0
Palsson (MATH),Palsson,MATH,3.62,16.5,0.42,12,0
Palumbo-Miele (NR),Palumbo-Miele,NR,3.8,13.5,0.0,2,1
Pandelaere (MKTG),Pandelaere,MKTG,3.4,28.45,0.09,11,0
Pandey (MINE),Pandey,MINE,3.1,22.5,0.0,2,3
Pandey (PHYS),Pandey,PHYS,2.93,69.0,0.2,5,0
Pang (ENGL),Pang,ENGL,3.75,18.5,0.75,4,0
Pannabecker (GRAD),Pannabecker,GRAD,3.96,12.0,0.0,2,0
Panneton (ENGL),Panneton,ENGL,3.46,8.0,0.0,1,0
Panneton (PSYC),Panneton,PSYC,3.48,114.45,4.09,11,2
Pansiot (FR),Pansiot,FR,3.07,12.0,1.5,2,0
Pantic (MATH),Pantic,MATH,2.4,21.88,3.83,24,0
Papavasiliou (PHYS),Papavasiliou,PHYS,3.01,163.78,3.44,32,3
Papavasiliou (PSYC),Papavasiliou,PSYC,3.97,13.0,0.0,2,0
Papillon (HNFE),Papillon,HNFE,3.98,13.87,0.0,23,2
Paprocki (CEE),Paprocki,CEE,3.74,31.0,0.0,1,0
Paradise (ENGE),Paradise,ENGE,3.34,55.33,0.0,3,0
Parchman (COMM),Parchman,COMM,3.46,19.12,0.12,8,4
Parent (PHIL),Parent,PHIL,3.1,21.8,0.27,15,0
Parera (SPIA),Parera,SPIA,3.8,64.0,0.0,1,0
Paretti (ENGE),Paretti,ENGE,3.87,21.0,0.0,9,1
Paretti (GRAD),Paretti,GRAD,3.98,12.75,0.0,4,1
Park (CS),Park,CS,3.34,10.67,0.0,3,0
Park (ECE),Park,ECE,3.65,13.25,0.25,4,0
Park (HIST),Park,HIST,3.39,19.5,0.75,4,0
Park (MATH),Park,MATH,2.54,29.5,6.0,2,0
Park (MKTG),Park,MKTG,3.46,47.0,0.0,2,1
Park (PHYS),Park,PHYS,3.17,35.38,0.12,8,0
Park (SOC),Park,SOC,2.34,8.0,0.0,1,0
Park (STS),Park,STS,3.49,8.5,0.0,2,0
Parker (ME),Parker,ME,2.92,26.5,0.0,2,0
Parker (PHIL),Parker,PHIL,3.35,24.0,0.12,8,1
Parkhurst (FIW),Parkhurst,FIW,3.27,12.2,0.1,10,2
Parks (CEE),Parks,CEE,4.0,8.0,0.0,1,0
Parks (HNFE),Parks,HNFE,3.28,19.33,0.67,3,0
Parrish (HIST),Parrish,HIST,3.72,16.67,0.67,3,1
Parrish (MUS),Parrish,MUS,3.79,59.75,0.12,8,0
Parrish (PSYC),Parrish,PSYC,4.0,5.0,0.0,1,0
Parrish (SOC),Parrish,SOC,3.56,11.5,0.0,2,0
Parrish (STS),Parrish,STS,3.79,11.0,0.0,2,1
Parrott (RED),Parrott,RED,3.0,40.0,0.0,4,1
Parson (AT),Parson,AT,2.95,24.0,0.0,1,0
Parti (CRIM),Parti,CRIM,3.8,39.14,0.14,7,2
Parti (PSVP),Parti,PSVP,3.82,17.0,0.0,5,0
Parti (SOC),Parti,SOC,3.72,27.5,0.0,4,0
Passwater (ENGL),Passwater,ENGL,3.73,17.07,0.67,15,4
Patcha-Lum (ENGL),Patcha-Lum,ENGL,3.89,20.25,0.12,24,4
Patel (ENGL),Patel,ENGL,3.89,15.9,0.2,10,3
Patel (HD),Patel,HD,3.34,66.0,0.67,3,0
Patel (RLCL),Patel,RLCL,3.65,17.71,0.53,17,2
Patel (STS),Patel,STS,3.84,8.0,0.0,1,0
Paterson (AOE),Paterson,AOE,3.55,56.5,0.25,4,0
Pathak (HIST),Pathak,HIST,4.0,14.0,1.0,1,0
Pathak (STS),Pathak,STS,4.0,8.0,1.0,1,0
Patil (AOE),Patil,AOE,3.33,65.86,0.14,7,0
Patrick (CRIM),Patrick,CRIM,3.37,22.0,0.0,1,0
Patrick (ISE),Patrick,ISE,3.85,14.12,0.0,8,0
Patrick (SOC),Patrick,SOC,3.66,53.5,0.0,4,0
Patrick (WGS),Patrick,WGS,3.42,45.0,0.0,1,0
Patterson (CMDA),Patterson,CMDA,3.62,68.5,0.0,2,1
Patterson (ECE),Patterson,ECE,3.29,52.65,1.35,17,0
Patterson (FIN),Patterson,FIN,2.72,39.0,1.0,3,0
Patton (ENGL),Patton,ENGL,3.73,26.4,0.25,40,4
Patton (IDS),Patton,IDS,3.56,11.0,0.0,1,0
Patton (PHIL),Patton,PHIL,3.56,37.81,1.0,16,2
Patzig (STS),Patzig,STS,3.63,34.0,0.0,1,0
Paul (COMM),Paul,COMM,3.31,16.75,0.5,8,0
Paul (CS),Paul,CS,2.84,43.33,7.0,3,0
Paul (ECE),Paul,ECE,3.73,15.5,0.08,12,1
Paul (ME),Paul,ME,3.34,31.71,0.5,14,2
Paulson (BIOL),Paulson,BIOL,3.4,46.52,0.19,21,1
Paulson (ENT),Paulson,ENT,3.64,9.79,0.14,14,3
Paulson (PHS),Paulson,PHS,4.0,11.0,0.0,1,0
Pawar (SBIO),Pawar,SBIO,3.44,18.5,0.5,2,0
Paye (FIN),Paye,FIN,2.87,37.0,1.06,17,2
Payne (ENGL),Payne,ENGL,3.62,15.0,0.5,2,0
Payne (PAPA),Payne,PAPA,4.0,10.33,0.0,3,0
Pearce (BC),Pearce,BC,3.68,24.29,0.0,31,4
Pearce (GRAD),Pearce,GRAD,3.95,7.75,0.0,4,0
Peele (NR),Peele,NR,3.22,19.25,0.0,4,0
Peery (GEOG),Peery,GEOG,4.0,5.0,0.0,1,2
Peguero (PSVP),Peguero,PSVP,3.77,29.0,1.0,2,0
Peguero (SOC),Peguero,SOC,3.74,85.2,0.4,5,0
Pendar (ESM),Pendar,ESM,2.48,35.24,3.44,25,0
Pender (ENGL),Pender,ENGL,3.68,12.14,0.29,7,0
Penland (AS),Penland,AS,3.96,33.43,0.0,7,4
Pennell (ARCH),Pennell,ARCH,3.64,15.44,0.0,9,4
Perdue (ECON),Perdue,ECON,3.45,124.67,1.22,9,1
Perdue (HTM),Perdue,HTM,3.54,103.0,0.89,9,0
Perera (MATH),Perera,MATH,2.49,27.78,6.33,18,0
Perez (AOE),Perez,AOE,3.48,17.75,0.25,4,5
Perez (BMES),Perez,BMES,3.85,8.75,0.0,4,0
Perez (ESM),Perez,ESM,3.76,7.0,0.0,1,5
Perkins (NR),Perkins,NR,3.53,12.0,0.0,1,1
Perkinson (CINE),Perkinson,CINE,3.74,12.17,0.17,18,2
Persia (APSC),Persia,APSC,3.1,17.2,0.0,5,1
Pervaiz (HIST),Pervaiz,HIST,3.58,22.33,0.67,3,0
Pervaiz (HUM),Pervaiz,HUM,3.63,34.0,0.0,1,0
Pervaiz (RLCL),Pervaiz,RLCL,3.66,26.0,0.0,3,0
Petacchi (ACIS),Petacchi,ACIS,3.2,12.0,0.0,3,0
Peters (GIA),Peters,GIA,3.75,8.44,0.0,9,1
Peters (IS),Peters,IS,4.0,6.0,0.0,2,0
Peters (PSCI),Peters,PSCI,3.96,5.75,0.0,4,1
Peters (SPIA),Peters,SPIA,3.83,8.33,0.0,3,0
Peterson (AAEC),Peterson,AAEC,3.4,7.0,0.0,2,0
Peterson (EDCI),Peterson,EDCI,3.78,6.0,0.0,1,2
Peterson (UNIV),Peterson,UNIV,3.94,18.0,0.0,1,0
Petrie (ALCE),Petrie,ALCE,3.69,16.0,0.0,1,0
Peviani (PSYC),Peviani,PSYC,3.7,57.5,1.0,2,0
Pevzner (ACIS),Pevzner,ACIS,3.72,19.67,0.0,6,0
Pfeiffer (ENT),Pfeiffer,ENT,3.62,14.53,0.0,17,3
Pfeiffer (IDS),Pfeiffer,IDS,3.54,24.29,1.14,7,2
Pham (SOC),Pham,SOC,3.53,115.0,1.0,2,1
Phelps (ENGL),Phelps,ENGL,3.01,18.0,0.0,1,0
Philen (AOE),Philen,AOE,3.22,73.18,0.94,17,2
Phillips (ART),Phillips,ART,3.45,11.0,1.0,1,0
Phillips (BIOL),Phillips,BIOL,3.75,24.2,0.0,5,0
Phillips (CLA),Phillips,CLA,3.43,48.39,0.89,18,0
Phillips (ENGL),Phillips,ENGL,3.25,20.11,0.56,9,0
Phillips (HNFE),Phillips,HNFE,4.0,5.0,0.0,1,0
Phillips (LAT),Phillips,LAT,3.64,24.0,0.5,2,0
Phillips (NEUR),Phillips,NEUR,3.9,43.55,0.07,29,3
Phillips (PSYC),Phillips,PSYC,3.92,30.25,0.0,12,0
Phillips (RLCL),Phillips,RLCL,3.11,14.33,0.56,9,0
Phoenix (AOE),Phoenix,AOE,3.65,17.0,0.0,1,0
Phoenix (MATH),Phoenix,MATH,3.39,14.0,0.0,1,0
Pi (MATH),Pi,MATH,2.6,20.5,4.5,2,0
Pickrell (MSE),Pickrell,MSE,3.86,26.33,0.0,6,2
Pickrell (NEUR),Pickrell,NEUR,3.46,18.56,0.22,9,0
Pidaparthi (MATH),Pidaparthi,MATH,2.37,24.81,6.65,31,0
Piedmont-Palladino (ARCH),Piedmont-Palladino,ARCH,3.57,12.09,0.0,11,3
Piedmont-Palladino (UAP),Piedmont-Palladino,UAP,4.0,13.0,0.0,1,0
Pieper (ARCH),Pieper,ARCH,3.91,10.85,0.0,13,1
Pierson (BMVS),Pierson,BMVS,3.99,12.33,0.0,3,0
Pierson (NSEG),Pierson,NSEG,3.74,25.0,0.18,34,2
Pierson (PHS),Pierson,PHS,3.93,23.0,0.0,1,0
Piilonen (PHYS),Piilonen,PHYS,3.02,63.0,1.75,4,1
Pilehvari (ECON),Pilehvari,ECON,3.11,46.5,0.0,2,0
Pilot (BCHM),Pilot,BCHM,3.8,10.0,0.0,1,1
Pingel (GEOG),Pingel,GEOG,3.55,16.21,0.36,14,0
Pingel (NR),Pingel,NR,4.0,6.0,0.0,1,0
Pitchumani (ESM),Pitchumani,ESM,3.62,12.0,0.0,2,0
Pitchumani (ME),Pitchumani,ME,3.82,10.12,0.25,8,1
Pithua (PHS),Pithua,PHS,3.86,50.17,0.0,6,0
Pithua (PSYC),Pithua,PSYC,3.94,19.0,0.0,1,0
Pitt (AOE),Pitt,AOE,3.44,26.68,0.08,25,0
Pitt (ESM),Pitt,ESM,3.19,5.33,0.0,3,0
Pitt (PHIL),Pitt,PHIL,3.46,20.84,0.28,32,0
Pitt (PHYS),Pitt,PHYS,3.41,94.0,1.0,1,0
Pittarello (BDS),Pittarello,BDS,3.66,5.0,0.0,1,0
Pittarello (PSYC),Pittarello,PSYC,3.62,29.18,0.0,11,0
Pitterson (ENGE),Pitterson,ENGE,3.69,36.91,0.0,11,1
Pittman (ACIS),Pittman,ACIS,4.0,5.0,0.0,1,0
Pittman (ARCH),Pittman,ARCH,3.64,45.89,0.11,9,3
Plassmann (ECE),Plassmann,ECE,3.37,26.67,0.5,18,3
Plassmann (GRAD),Plassmann,GRAD,4.0,41.0,0.0,1,0
Pleimling (ISC),Pleimling,ISC,3.87,47.75,0.0,4,0
Plotica (IS),Plotica,IS,3.7,20.0,0.0,1,0
Plotica (PSCI),Plotica,PSCI,3.26,34.15,0.15,13,0
Plummer (GEOG),Plummer,GEOG,2.87,31.0,0.0,1,0
Plummer (HIST),Plummer,HIST,3.84,24.0,0.0,4,0
Plummer (HUM),Plummer,HUM,3.84,27.88,0.12,8,1
Plummer (SOC),Plummer,SOC,3.94,14.75,0.0,4,0
Plummer (STS),Plummer,STS,3.9,9.75,0.0,4,0
Plymale (ECE),Plymale,ECE,3.42,39.33,0.08,12,0
Poe (HD),Poe,HD,3.54,47.0,0.0,1,0
Poelzing (BMES),Poelzing,BMES,3.75,8.0,0.0,1,0
Poelzing (GRAD),Poelzing,GRAD,4.0,18.0,0.0,1,0
Poelzing (TBMH),Poelzing,TBMH,3.65,17.12,0.0,8,1
Poets (ASPT),Poets,ASPT,3.76,11.0,0.0,3,0
Poets (IS),Poets,IS,3.32,19.33,0.22,9,2
Poets (PSCI),Poets,PSCI,3.09,13.57,0.29,7,2
Poff (MGT),Poff,MGT,3.14,62.67,0.58,33,2
Polanah (AFST),Polanah,AFST,3.68,30.53,0.21,19,2
Polanco (ART),Polanco,ART,3.59,34.0,1.0,1,0
Polanco (HIST),Polanco,HIST,3.42,13.08,0.54,13,2
Polanco (HUM),Polanco,HUM,3.17,33.08,0.67,12,2
Pollyea (GEOS),Pollyea,GEOS,3.75,17.38,0.0,16,4
Polys (CS),Polys,CS,3.84,30.33,0.0,3,0
Ponder (BIOL),Ponder,BIOL,2.64,11.9,0.3,10,0
Ponder (FST),Ponder,FST,2.67,9.33,0.13,15,1
Poon (ECE),Poon,ECE,2.75,49.36,4.71,14,0
Pope (EDEL),Pope,EDEL,3.99,15.33,0.0,3,0
Popham (BIOL),Popham,BIOL,3.32,88.14,3.0,7,1
Popham (BMES),Popham,BMES,3.99,21.0,0.0,2,0
Portela (ENGL),Portela,ENGL,3.53,14.0,0.17,6,0
Porter (SOC),Porter,SOC,3.4,10.0,0.0,1,1
Porterfield (CEM),Porterfield,CEM,3.01,72.0,0.0,1,0
Posadas (ALCE),Posadas,ALCE,4.0,12.0,0.0,1,0
Possinger (CSES),Possinger,CSES,3.93,18.86,0.43,7,0
Possinger (ENSC),Possinger,ENSC,3.94,14.5,0.0,2,1
Possinger (FREC),Possinger,FREC,4.0,5.0,0.0,1,0
Possinger (GEOS),Possinger,GEOS,3.66,5.0,0.0,1,0
Potter (EDIT),Potter,EDIT,3.69,6.81,0.0,42,0
Potter (GRAD),Potter,GRAD,4.0,18.0,0.0,1,0
Pottern Nunn (TA),Pottern Nunn,TA,4.0,10.0,0.0,1,0
Potts (UAP),Potts,UAP,4.0,6.0,0.0,1,0
Pourchot (IS),Pourchot,IS,3.67,9.8,0.2,5,1
Pourchot (PSCI),Pourchot,PSCI,3.61,6.57,0.29,7,1
Poursardar (CS),Poursardar,CS,3.5,74.33,1.0,3,0
Povolny (AOE),Povolny,AOE,2.9,30.0,3.0,1,0
Powell (CS),Powell,CS,3.57,55.67,0.67,3,0
Powell (ENGL),Powell,ENGL,3.98,15.0,0.0,1,0
Powell (FIN),Powell,FIN,3.35,44.22,0.56,9,2
Prakash (CS),Prakash,CS,3.57,23.8,0.6,5,0
Prakash (STAT),Prakash,STAT,3.25,31.0,0.0,1,0
Precoda (AFST),Precoda,AFST,3.57,8.75,0.0,4,1
Precoda (AINS),Precoda,AINS,4.0,7.0,0.0,1,0
Precoda (CINE),Precoda,CINE,3.49,13.69,0.38,16,3
Precoda (HUM),Precoda,HUM,3.9,6.0,0.0,1,0
Precoda (SOC),Precoda,SOC,3.62,7.5,0.25,4,0
Preedom (MKTG),Preedom,MKTG,3.61,34.67,0.0,3,0
Preiksaitis (MGT),Preiksaitis,MGT,3.64,60.0,0.0,2,0
Pressgrove (ME),Pressgrove,ME,3.73,42.0,0.0,1,0
Presson (CRIM),Presson,CRIM,3.51,44.67,0.0,3,0
Presson (SOC),Presson,SOC,3.54,43.23,0.54,13,4
Prestegaard (DASC),Prestegaard,DASC,3.39,12.0,0.0,1,0
Price (EDCT),Price,EDCT,3.93,5.71,0.0,7,0
Price (EDEL),Price,EDEL,4.0,13.18,0.0,17,0
Price (FIN),Price,FIN,3.02,68.96,1.04,27,3
Price (HNFE),Price,HNFE,4.0,6.0,0.0,1,0
Price (IS),Price,IS,3.62,30.38,0.31,13,2
Price (PSCI),Price,PSCI,3.68,13.77,0.0,13,2
Pridham (TBMH),Pridham,TBMH,4.0,22.0,0.0,1,0
Priestley (ENGL),Priestley,ENGL,3.87,18.0,0.25,4,0
