course_id,dept,title,credits,gpa,enrollment,withdraw,past_classes,new_classes
AAD 1004,AAD,"Exploring Arch, Arts, & Design",2,3.96,21.0,0.0,2,1
AAD 1204,AAD,Thinking Globally,1,3.79,45.0,0.0,3,2
AAD 1214,AAD,Acting Locally,2,3.86,61.0,0.0,1,0
AAEC 1005,AAEC,Econ Food Fiber Sys,3,2.77,148.64,6.91,22,2
AAEC 1006,AAEC,Econ Food Fiber Syst,3,2.66,183.21,9.07,14,2
AAEC 2104,AAEC,Personal Financial Planning,3,3.62,545.64,3.18,11,1
AAEC 2434,AAEC,Foundations of Agribusiness,3,3.4,82.82,1.36,11,1
AAEC 3004,AAEC,Agr Prod & Cons Econ,3,3.07,31.64,0.82,11,1
AAEC 3014,AAEC,Analytic Methods Applied Econ,3,3.27,42.4,0.0,5,0
AAEC 3015,AAEC,Special Study,1,3.63,26.62,0.15,13,2
AAEC 3024,AAEC,Monetary Glob Iss Applied Econ,3,3.6,58.2,0.2,5,0
AAEC 3204,AAEC,Intl Agri Dvlp & Trad,3,3.21,31.36,0.73,11,1
AAEC 3314,AAEC,Environmental Law,3,3.04,80.56,1.0,9,1
AAEC 3324,AAEC,Environment Sustain Dev Econ,3,3.13,53.0,1.09,11,1
AAEC 3424,AAEC,Value-Based Mgmt in AgBusiness,3,3.78,28.5,0.0,6,0
AAEC 3454,AAEC,Small Bus Mgt and Ent,3,3.69,67.1,0.3,10,1
AAEC 3504,AAEC,Marketing Ag Products,3,3.59,69.17,0.0,6,1
AAEC 3514,AAEC,Ag Futures,3,2.81,32.43,0.43,7,1
AAEC 3604,AAEC,Agricultural Law,3,2.97,73.4,0.2,5,0
AAEC 3984,AAEC,Special Study,3,3.68,18.25,0.5,4,1
AAEC 4204,AAEC,Food and Agricultural Policy,3,3.52,20.0,0.0,5,0
AAEC 4314,AAEC,Env Econ Analy & Mgt,3,3.19,19.0,0.0,5,0
AAEC 4324,AAEC,Rural Regional Dvlp Policy,3,3.01,28.17,0.83,6,1
AAEC 4404,AAEC,Ag Mgmt & Prob Solv,3,4.0,10.0,0.0,4,0
AAEC 4414,AAEC,Applied Econ Problem-Solving,3,4.0,7.25,0.0,4,0
AAEC 4424,AAEC,Ag Financial Management,3,2.8,40.83,0.5,6,1
AAEC 4464,AAEC,Water Resources Policy & Econ,3,3.36,9.0,0.0,3,0
AAEC 4484,AAEC,Applied Economic Forecasting,3,3.4,6.0,0.0,1,0
AAEC 4504,AAEC,Ag Price Analysis,3,3.07,16.17,0.33,6,0
AAEC 4514,AAEC,Adv Agribus Mkting,3,3.59,34.33,0.0,6,0
AAEC 4754,AAEC,Real Estate Law,3,2.94,91.0,1.0,10,0
AAEC 4764,AAEC,Real Estate Appraisal,3,3.16,87.0,0.0,1,0
AAEC 4814,AAEC,Food and Health Economics,3,3.43,67.6,0.2,5,0
AAEC 4984,AAEC,Special Study,3,3.82,6.67,0.0,3,0
AAEC 4994,AAEC,Special Study,1,4.0,5.8,0.0,5,0
AAEC 5014,AAEC,Applied Economic Analytics,3,3.66,16.5,0.5,2,1
AAEC 5024,AAEC,Math Prog for Econ,3,3.79,9.67,0.0,3,0
AAEC 5025,AAEC,Special Study,3,3.56,8.56,0.0,9,2
AAEC 5026,AAEC,Applied Microeconomics,3,3.69,7.0,0.0,1,0
AAEC 5044,AAEC,Applied Macroeconomics,3,3.78,10.33,0.0,3,0
AAEC 5054,AAEC,Strategic Agribusiness Mgmt,3,3.99,12.0,0.0,2,1
AAEC 5074,AAEC,Agricultural and Food Policy,3,3.97,12.0,0.0,1,0
AAEC 5084,AAEC,Contemporary Food Systems,3,3.36,9.0,0.0,2,1
AAEC 5114,AAEC,Applied Microeconomic Theory,3,3.4,5.0,0.0,1,0
AAEC 5125,AAEC,Empirical Economics,3,3.55,7.75,0.0,4,1
AAEC 5126,AAEC,Empirical Economics,3,3.7,7.0,0.0,5,0
AAEC 5134,AAEC,Special Study,3,3.77,10.67,0.0,3,0
AAEC 5154,AAEC,Int Agr Dvlp & Trade,3,3.61,6.67,0.0,3,0
AAEC 5174,AAEC,Int Agr Development and Trade,3,3.83,16.0,0.0,1,0
AAEC 5244,AAEC,Rural Development,3,3.8,6.5,0.0,2,1
AAEC 5484,AAEC,Applied Economic Forecasting,3,3.87,9.2,0.0,5,0
AAEC 5544,AAEC,Remote Sens in Social Sciences,4,3.49,15.0,0.0,1,1
AAEC 5804,AAEC,Fundamentals of Econometrics,3,3.62,8.57,0.0,7,0
AAEC 5824,AAEC,Adv Applied Economic Analytics,3,3.85,11.5,0.0,2,1
AAEC 5946,AAEC,Econometric Theory & Practice,3,3.87,6.83,0.0,6,1
AAEC 5984,AAEC,Special Study,3,3.71,11.33,0.0,3,0
AAEC 6214,AAEC,Food and Health Microeconomics,3,3.4,7.0,0.0,1,0
AAEC 6304,AAEC,International Trade & Finance,3,3.84,6.5,0.0,2,0
AAEC 6444,AAEC,Regional and Urban Economics,3,3.9,6.0,0.0,1,0
AAEC 6524,AAEC,Env Theory & Policy Analysis,4,3.58,6.5,0.0,2,1
AAEC 6554,AAEC,Panel Data Econometerics,3,3.8,5.5,0.0,2,0
AAEC 6564,AAEC,Bayesian Econometric Analysis,3,3.86,9.5,0.0,2,0
AAEC 6984,AAEC,Special Study,3,3.67,9.33,0.0,3,0
ACIS 1004,ACIS,Accounting Foundations,3,3.29,230.27,8.45,11,1
ACIS 1104,ACIS,Careers in ACIS,1,3.57,47.67,2.67,3,1
ACIS 1504,ACIS,Intro to Bus Analytics & BI,3,3.21,189.42,2.75,52,6
ACIS 2115,ACIS,Principles of Accounting,3,3.01,47.79,2.62,164,5
ACIS 2116,ACIS,Principles of Accounting,3,2.89,37.19,2.38,149,15
ACIS 2504,ACIS,Special Study,3,2.82,134.27,6.36,22,4
ACIS 3115,ACIS,Special Study,3,2.78,25.63,2.96,49,3
ACIS 3116,ACIS,Special Study,3,3.02,27.94,0.72,32,2
ACIS 3314,ACIS,Tax Impact on Decisions,3,3.23,23.47,0.62,34,3
ACIS 3504,ACIS,Acct Sys and Controls,3,2.99,27.3,0.85,33,3
ACIS 3554,ACIS,"Networks, Telecom, & Security",3,3.38,8.33,0.0,9,4
ACIS 4024,ACIS,Info Sys Audit & Con,3,3.3,7.88,0.12,8,0
ACIS 4114,ACIS,Advanced Financial Accounting,3,3.11,24.0,0.89,19,2
ACIS 4124,ACIS,Special Study,3,3.1,11.0,0.38,8,2
ACIS 4194,ACIS,Analysis of Fin Statements,3,3.26,34.16,0.68,31,3
ACIS 4214,ACIS,Cost Planning and Control,3,3.13,29.42,0.61,31,2
ACIS 4314,ACIS,Principles of Taxation,3,3.14,34.6,0.4,5,0
ACIS 4344,ACIS,Tax for Financial Planners,3,2.89,16.68,0.42,19,1
ACIS 4414,ACIS,Financial Statement Auditing,3,3.16,25.38,0.15,39,3
ACIS 4444,ACIS,Forensic Accounting,3,3.26,20.27,0.2,15,2
ACIS 4554,ACIS,Networks & Telecomm Business,3,3.04,6.33,0.17,6,0
ACIS 4654,ACIS,Accounting Analytics,3,3.29,24.69,0.14,29,2
ACIS 4684,ACIS,IS Security and Assurance,3,3.36,9.0,0.0,9,0
ACIS 5014,ACIS,Info Sys Audit & Ctrl,3,3.47,16.2,0.1,10,0
ACIS 5104,ACIS,Fundamentals of Accounting,3,3.44,22.27,0.0,26,1
ACIS 5114,ACIS,Advanced Financial Accounting,3,3.58,7.0,0.0,2,0
ACIS 5124,ACIS,Govt & Nfp Acctg,3,3.61,15.8,0.0,10,2
ACIS 5144,ACIS,Financial Statements for Mgrs,2,3.76,18.67,0.0,6,1
ACIS 5154,ACIS,Financials and Controls,3,3.44,24.91,0.0,11,0
ACIS 5194,ACIS,Financial Statement Analysis,3,3.66,17.89,0.0,18,3
ACIS 5314,ACIS,Tax Concepts and Research,3,3.52,14.6,0.0,5,1
ACIS 5324,ACIS,Taxation of Business Entities,3,3.58,14.1,0.0,20,1
ACIS 5334,ACIS,Advanced Corporate Tax,3,3.7,11.0,0.0,5,0
ACIS 5364,ACIS,Multi-jurisdictional Tax Cncpt,3,3.62,9.4,0.0,5,0
ACIS 5414,ACIS,Special Study,3,3.67,20.71,0.0,14,2
ACIS 5424,ACIS,Research and Analysis in Acct,3,3.75,23.9,0.0,10,0
ACIS 5444,ACIS,Forensic & Investigative Acctg,3,3.49,12.0,0.0,15,2
ACIS 5504,ACIS,Sys/Database Concepts,3,3.61,99.91,0.0,11,1
ACIS 5524,ACIS,Adv Database Mgt Sys,3,3.92,35.45,0.0,11,1
ACIS 5534,ACIS,Systems Development,3,3.87,26.0,0.0,1,0
ACIS 5584,ACIS,Info Sys Security & Assurance,3,3.6,12.9,0.0,10,0
ACIS 5604,ACIS,Special Study,2,3.7,18.0,0.0,8,1
ACIS 5614,ACIS,Implementing Mgt Controls,2,3.62,13.2,0.0,5,0
ACIS 5624,ACIS,Cybersec Govern and Risk Mgmt,3,3.6,66.5,0.0,6,0
ACIS 5654,ACIS,Advanced Accounting Analytics,3,3.54,8.76,0.0,25,0
ACIS 5984,ACIS,Special Study,2,3.48,16.33,0.0,3,0
ACIS 6024,ACIS,Capital Markets in Accounting,3,3.91,7.0,0.0,1,0
ACIS 6984,ACIS,SS:Archival Auditing Seminar,3,4.0,5.0,0.0,1,0
ADV 2134,ADV,Intro to Health Communication,3,3.49,36.75,0.25,4,2
ADV 3004,ADV,Ad Writing and Storytelling,3,3.29,8.0,0.0,1,1
ADV 3014,ADV,Ad Planning & Media Buying,3,4.0,7.0,0.0,1,1
ADV 3024,ADV,Ad Ethics & Soc Responsibility,3,4.0,5.0,0.0,1,1
ADV 4324,ADV,Issues in Health Communication,3,3.02,5.0,0.0,2,0
AFST 1714,AFST,Intro African American Studies,3,3.54,62.48,0.46,48,4
AFST 1814,AFST,Intro to African Studies,3,3.42,43.85,0.8,20,3
AFST 2204,AFST,Race & Gender in Rel & Cult,3,3.58,11.89,0.56,9,1
AFST 2264,AFST,Race Class Gender Sexualities,3,3.35,6.33,0.0,3,1
AFST 2275,AFST,African-American History,3,3.48,24.17,0.33,6,0
AFST 2276,AFST,African-American History,3,3.25,23.33,0.67,9,1
AFST 2354,AFST,The Civil Rights Movement,3,3.0,8.33,0.67,3,1
AFST 2454,AFST,Race and Racism,3,3.73,7.5,0.0,2,0
AFST 2644,AFST,Intro African-American Lit,3,3.26,7.33,0.0,3,0
AFST 2734,AFST,The Black Woman in the U.S.,3,4.0,9.0,0.0,1,0
AFST 2774,AFST,Black Aesthetics,3,3.87,11.8,0.2,5,1
AFST 2984,AFST,SS: Making Black Lives Matter,3,3.6,10.0,0.0,1,0
AFST 3444,AFST,African American Image in Film,3,3.07,8.0,0.0,1,0
AFST 3454,AFST,African Amer Ldrship for Chng,3,3.2,6.33,0.0,3,0
AFST 3984,AFST,SS:African Amer Men in US Hst,3,4.0,6.0,0.0,1,0
AFST 4354,AFST,Special Study,3,3.76,13.87,0.13,15,2
AFST 5234,AFST,Methods in Africana Studies,3,4.0,5.0,0.0,1,0
AFST 5314,AFST,Theories in Africana Studies,3,3.9,9.0,0.0,2,0
AFST 6234,AFST,African American Identity,3,4.0,7.0,0.0,1,0
AHRM 1014,AHRM,Special Study,3,3.78,62.19,0.27,26,2
AHRM 1104,AHRM,Special Study,1,3.61,33.22,0.22,9,1
AHRM 2014,AHRM,Design for Consumers Studio,3,3.7,13.8,0.2,5,0
AHRM 2404,AHRM,Consumer Rights,3,3.32,127.18,1.45,11,1
AINS 1104,AINS,Intro American Indian Studies,3,3.78,37.26,0.44,39,2
AINS 2414,AINS,Identity & Inclusion in Agric,3,3.8,7.9,0.0,10,2
AINS 3174,AINS,Native American History,3,3.46,19.5,0.5,2,0
AINS 3304,AINS,Languages of Native America,3,3.42,6.0,0.0,2,0
AINS 3684,AINS,Indigenous People/Wrld Politic,3,3.59,12.6,0.0,5,0
AINS 4004,AINS,Special Study,3,3.94,9.14,0.29,7,2
AINS 4114,AINS,Indigenous Foodways,3,3.75,12.0,2.0,1,0
AINS 5004,AINS,TS: Critical Indigenous Theory,3,4.0,7.0,0.0,1,0
ALCE 2094,ALCE,Intro Metal Fabrication,1,3.92,12.0,0.0,1,0
ALCE 2414,ALCE,Identity & Inclusion in Agric,3,3.75,22.62,0.0,13,2
ALCE 2484,ALCE,Engine & Power Train Tech,3,3.49,14.25,0.25,4,2
ALCE 2964,ALCE,Field Study,3,4.0,6.0,0.0,1,0
ALCE 3004,ALCE,Educ Programs Ag & Life Sci,3,3.75,19.2,0.2,5,0
ALCE 3014,ALCE,Special Study,3,3.27,15.33,0.17,6,1
ALCE 3084,ALCE,Agricultural Metal Fabrication,3,3.98,9.75,0.0,4,1
ALCE 3494,ALCE,Advanced Welding Technology,1,3.92,9.67,0.0,3,2
ALCE 3624,ALCE,Special Study,3,3.57,31.29,0.12,17,2
ALCE 3634,ALCE,Comm Ag & Life Sci in Speaking,3,3.51,28.92,0.23,13,2
ALCE 4014,ALCE,Special Study,3,3.63,13.5,0.0,6,1
ALCE 4024,ALCE,Managing Agricultural SOEP,2,3.53,7.33,0.0,6,0
ALCE 4034,ALCE,Meth of Planning Ed Prog in Ag,3,3.52,16.0,0.0,6,0
ALCE 4044,ALCE,Agricultural Sciences Seminar,3,3.86,11.4,0.0,5,0
ALCE 4054,ALCE,Internship in Coop Extension,2,3.84,7.5,0.0,2,0
ALCE 4064,ALCE,Ag Mechanical Lab Management,3,3.65,7.5,0.0,2,0
ALCE 4234,ALCE,Curric for Career & Occup Ed,3,3.44,9.0,0.0,1,0
ALCE 4244,ALCE,Teach & Train Meth Ag Life Sci,3,3.75,8.4,0.0,5,0
ALCE 4304,ALCE,Community Edu & Development,3,3.46,10.2,0.0,5,1
ALCE 4754,ALCE,Internship in Education,3,4.0,5.0,0.0,1,0
ALCE 4884,ALCE,Youth Program Management,3,3.73,26.0,0.5,6,1
ALCE 4984,ALCE,SS: Integrating Cyber & Ag EL,1,4.0,9.0,0.0,1,0
ALCE 5044,ALCE,Program & Curr Design in ALCE,3,3.84,7.4,0.0,5,1
ALCE 5054,ALCE,STEM Integration in Ag Ed,3,3.75,7.0,0.0,4,0
ALCE 5074,ALCE,Foundations of ALCE,3,3.75,13.8,0.0,5,2
ALCE 5104,ALCE,Research Applications in ALCE,3,3.93,14.67,0.0,6,0
ALCE 5114,ALCE,Serving Intnl Ag & Education,3,3.82,7.0,0.0,2,1
ALCE 5204,ALCE,Eval Extension & Outreach Prog,3,3.97,7.6,0.0,10,2
ALCE 5224,ALCE,Team Sci Coop Intrdsc Work,3,3.55,8.0,0.0,5,1
ALCE 5304,ALCE,Adv Community Ed & Development,3,3.96,7.5,0.0,2,0
ALCE 5564,ALCE,International Ag and Diplomacy,3,3.71,8.0,0.0,1,1
ALCE 5614,ALCE,Politics & Prac Food Security,3,4.0,6.5,0.0,2,0
ALCE 5704,ALCE,Sys Thinking Pedagogy Praxis,3,3.94,9.0,0.0,2,1
ALCE 5814,ALCE,Topics in Ag Leader & Commu Ed,1,4.0,9.3,0.0,10,0
ALCE 5984,ALCE,Special Study,3,3.89,8.8,0.0,5,0
ALCE 6014,ALCE,Theory of Non-Formal Learning,3,3.94,5.0,0.0,1,0
ALCE 6234,ALCE,Theory Practice Community Res,3,3.81,7.33,0.0,3,1
ALCE 6415,ALCE,Intro to Grad Teach Scholar,2,3.95,6.0,0.0,6,1
ALCE 6416,ALCE,Intro to Grad Teach Scholar,2,4.0,6.0,0.0,5,0
ALCE 6425,ALCE,University Teaching Develop,2,3.99,10.67,0.0,3,0
ALCE 6426,ALCE,University Teaching Develop,2,4.0,11.0,0.0,2,0
ALCE 6435,ALCE,Engagement in Univ Teach,3,3.96,12.0,0.0,3,1
ALCE 6436,ALCE,Engagement in Univ Teach,3,3.94,10.67,0.0,3,0
ALCE 6804,ALCE,Res Design Procedures ALCE,3,4.0,9.0,0.0,1,0
ALCE 6984,ALCE,SS:Mixed Methods in Social Sci,3,4.0,17.0,0.0,1,0
ALS 1004,ALS,"Ag, Arts and Society",1,3.7,221.8,1.0,5,1
ALS 1014,ALS,Gardens as Art,1,3.72,90.0,0.5,2,0
ALS 1024,ALS,Digitized Agriculture,1,3.76,110.5,0.25,4,1
ALS 1034,ALS,The Aesthetics of Food,1,3.68,218.5,0.5,2,1
ALS 1234,ALS,CALS First Year Seminar,1,3.69,34.22,0.0,32,6
ALS 1984,ALS,Special Study,3,3.75,28.33,0.33,3,0
ALS 2204,ALS,Intro Civic Agriculture,3,3.67,24.17,0.17,6,1
ALS 2304,ALS,Animal Physiology and Anatomy,4,3.01,22.9,0.76,50,6
ALS 2404,ALS,Biotech in Global Soc,3,2.3,8.25,0.0,4,0
ALS 2504,ALS,Animals in Society,3,3.08,42.0,0.5,6,1
ALS 2604,ALS,Intro to Research Practices,3,3.76,15.5,0.0,2,0
ALS 2974,ALS,IS: Meat Science Lab,1,4.0,5.0,0.0,1,0
ALS 2984,ALS,Special Study,2,3.87,16.75,0.25,4,0
ALS 3104,ALS,Animal Breeding and Genetics,3,3.11,89.0,1.0,11,1
ALS 3204,ALS,Animal Nutrition and Feeding,3,2.9,85.36,2.09,11,1
ALS 3304,ALS,Physiology of Reproduction,3,2.32,153.6,4.0,5,1
ALS 3314,ALS,Physiology of Reproduction Lab,1,3.19,14.67,0.33,3,0
ALS 3404,ALS,Ecological Agriculture,3,3.25,21.17,0.33,6,1
ALS 3954,ALS,Study Abroad,3,3.96,7.5,0.0,2,0
ALS 3984,ALS,SS: Physiology of Reproduction,3,2.26,169.0,6.0,1,0
ALS 4204,ALS,Concepts Comm Food Systems,3,4.0,5.5,0.0,2,0
ALS 4214,ALS,Capstone: Civic Ag Food Sys,3,4.0,6.0,0.0,2,1
ALS 4244,ALS,Capstone Global Food Security,3,3.49,7.5,0.0,2,0
ALS 4554,ALS,Neurochemical Regulation,3,3.18,6.33,0.0,3,0
ALS 4574,ALS,Social Behav Birds & Mammals,3,3.37,50.8,0.0,5,0
ALS 4614,ALS,Watershed Assess Mgt Policy,2,3.56,10.2,0.0,5,0
ALS 5024,ALS,Building Multicult Comp in ALS,1,3.5,89.75,0.0,4,1
ALS 5084,ALS,Adv Ruminant Nutr Colloquium,1,4.0,6.0,0.0,1,0
ALS 5094,ALS,Effective Grant Writing Biomed,1,3.45,11.75,0.0,4,0
ALS 5104,ALS,Comm Research & Leading in ALS,2,3.88,33.2,0.0,5,1
ALS 5115,ALS,Nutrition,3,3.54,14.0,0.0,2,0
ALS 5116,ALS,Nutrition,3,3.59,10.5,0.0,2,0
ALS 5134,ALS,Comm Based App Qual Inquiry,3,3.75,15.5,0.0,6,1
ALS 5204,ALS,Resr & Info Sys Life Sciences,3,3.88,13.5,0.0,6,1
ALS 5214,ALS,Info Sys/Rsrch in Life Sci,3,3.85,18.33,0.0,3,0
ALS 5224,ALS,Intro to Genomic Data Science,3,3.95,16.43,0.0,7,1
ALS 5234,ALS,Adv Concepts Comm Food Systems,3,3.59,18.25,0.25,4,1
ALS 5304,ALS,Adv Phy Dom Animals,5,3.69,13.67,0.0,3,1
ALS 5404,ALS,Mgt & Analysis of Ag Exp,3,3.84,9.5,0.0,2,0
ALS 5984,ALS,Special Study,2,3.87,14.4,0.0,5,0
ALS 6314,ALS,Endocrinology,3,3.6,11.0,0.0,5,0
ALS 6984,ALS,SS: Carver Scholars Seminar,1,4.0,22.0,0.0,1,0
AOE 2024,AOE,Thin-Walled Structures,3,3.07,63.94,1.76,17,1
AOE 2054,AOE,Electronics for AOE,3,3.09,105.0,1.93,14,2
AOE 2074,AOE,Computational Methods,2,3.38,23.4,0.42,57,1
AOE 2104,AOE,Intro Aerospace Engr & Perform,3,3.14,113.0,2.82,11,1
AOE 2114,AOE,Fundamentals Flight Training,3,3.21,39.5,1.75,4,0
AOE 2204,AOE,Intro to Ocean Engineering,3,2.76,44.83,1.0,6,1
AOE 2664,AOE,Exploration of Space,3,3.29,59.0,1.2,5,0
AOE 2974,AOE,Independent Study,1,3.9,11.5,0.5,2,0
AOE 2994,AOE,Undergraduate Research,1,3.96,10.4,0.0,10,0
AOE 3014,AOE,Fluid Dynamics for AOE,3,2.74,75.5,1.12,16,2
AOE 3034,AOE,System Dynamics and Control,3,2.88,64.47,1.05,19,2
AOE 3044,AOE,Boundary Layer Theory,3,3.38,47.0,0.8,5,0
AOE 3054,AOE,Experimental Methods,3,3.35,103.44,0.67,9,1
AOE 3094,AOE,Materials for Aero & Ocean Eng,3,2.94,5.0,0.0,1,0
AOE 3114,AOE,Aerodynamics & Compressibility,3,2.97,123.71,1.0,7,1
AOE 3124,AOE,Aerospace Structures,3,3.2,74.64,1.36,14,2
AOE 3134,AOE,Air Vehicle Dynamics,3,3.14,58.0,0.6,5,0
AOE 3144,AOE,Space Vehicle Dynamics,3,3.36,76.86,0.0,7,0
AOE 3154,AOE,Astromechanics,3,3.27,68.94,0.44,16,2
AOE 3164,AOE,Aerothermo and Propulsion,3,3.28,164.6,0.8,5,0
AOE 3214,AOE,Ocean Wave Mechanics,3,3.1,27.67,1.0,6,1
AOE 3224,AOE,Ocean Structures,3,2.94,23.67,0.33,6,1
AOE 3234,AOE,Ocean Vehicle Dynamics,3,3.29,22.2,0.2,5,0
AOE 3264,AOE,Thermo and Marine Propulsion,3,3.19,22.8,0.0,5,0
AOE 3354,AOE,Avionics Systems,3,3.37,36.0,1.75,4,1
AOE 3564,AOE,Principles of Proj Dsgn & Mgmt,3,3.68,37.33,0.0,3,1
AOE 4004,AOE,State-Space Control,3,3.21,21.0,1.0,6,1
AOE 4024,AOE,Intro Finite Elements,3,3.16,7.17,0.5,6,1
AOE 4054,AOE,Stability of Structures,3,3.16,5.0,0.0,1,0
AOE 4064,AOE,Fluid Flows in Nature,3,3.31,37.12,1.38,8,0
AOE 4065,AOE,Special Study,3,3.23,60.5,0.0,6,1
AOE 4066,AOE,Special Study,3,3.36,57.0,0.2,5,0
AOE 4084,AOE,Engr Design Optimiz,3,3.18,30.8,0.4,5,0
AOE 4105,AOE,Experiments for AE Design,1,3.82,17.52,0.0,48,12
AOE 4106,AOE,Experiments for AE Design,1,4.0,16.2,0.02,40,0
AOE 4114,AOE,Appl Comput Aerodyn,3,3.69,15.5,0.5,4,0
AOE 4124,AOE,Configuration Aerodynamics,3,3.58,16.0,0.0,4,1
AOE 4154,AOE,Aero Engr Lab,1,2.97,16.88,0.25,8,0
AOE 4165,AOE,Special Study,3,3.3,93.33,0.0,6,1
AOE 4166,AOE,Special Study,3,3.42,91.0,0.0,5,0
AOE 4174,AOE,Spacecraft Propulsion,3,2.95,30.33,1.83,6,0
AOE 4205,AOE,Exper for Ocean Vehicle Design,1,3.17,7.92,0.0,12,2
AOE 4206,AOE,Exper for Ocean Vehicle Design,1,3.52,9.86,0.0,7,1
AOE 4234,AOE,Aerospace Propulsion Systems,3,3.07,46.0,2.0,6,1
AOE 4244,AOE,Naval & Marine Engr Sys Design,3,3.38,13.5,0.0,4,0
AOE 4254,AOE,Ocean Engineering Laboratory,1,3.18,6.67,0.0,3,0
AOE 4264,AOE,Principles Naval Engineering,3,3.35,14.83,0.33,6,2
AOE 4265,AOE,Ocean Vehicle Design,3,3.36,19.33,0.0,6,1
AOE 4266,AOE,Ocean Vehicle Design,3,3.43,18.0,0.0,5,0
AOE 4274,AOE,Int Ship Structural Analysis,3,3.78,9.67,0.0,3,1
AOE 4324,AOE,Energy Methods for Structures,3,3.51,14.0,1.0,5,0
AOE 4334,AOE,Ship Dynamics,3,3.88,15.0,0.0,1,0
AOE 4344,AOE,Dyn of High-Speed Marine Craft,3,3.9,7.0,0.0,1,0
AOE 4365,AOE,Launch Vehicle Design,3,3.65,37.0,0.0,1,0
AOE 4404,AOE,Applied Numerical Methods,3,3.56,23.08,0.25,12,0
AOE 4434,AOE,Intro Comp Fluid Dynamics,3,3.36,14.0,2.2,5,1
AOE 4454,AOE,Spacecraft PNT & OD,3,2.99,33.4,1.0,5,0
AOE 4474,AOE,Propellers and Turbines,3,3.3,26.8,0.6,5,1
AOE 4514,AOE,Nonlinear Dynamics and Chaos,3,3.96,16.0,1.0,2,0
AOE 4604,AOE,Booster Design,3,3.78,55.67,0.67,3,0
AOE 4624,AOE,Aero and Hydroacoustics,3,2.79,12.5,0.5,4,1
AOE 4634,AOE,Wind Turbine Technology,3,3.24,14.0,0.0,2,0
AOE 4654,AOE,Space Weather,3,3.36,33.33,3.0,6,1
AOE 4674,AOE,Upper Atmosphere Space Weather,3,3.36,16.33,0.0,3,0
AOE 4804,AOE,"Topics in Dyn, Ctrl, Estm",3,3.79,7.67,0.0,3,0
AOE 4814,AOE,Special Topics in Propulsion,3,4.0,15.5,0.0,2,1
AOE 4864,AOE,Special Study,3,3.33,36.0,0.75,4,0
AOE 4974,AOE,Independent Study,1,3.99,11.33,0.0,3,0
AOE 4984,AOE,Special Study,3,3.64,22.25,0.5,12,0
AOE 4994,AOE,Undergraduate Research,1,3.97,14.95,0.05,44,0
AOE 5024,AOE,Vehicle Structures,3,3.44,42.0,0.33,6,1
AOE 5034,AOE,Mechanical & Struct Dynamics,3,3.62,11.67,0.0,6,0
AOE 5054,AOE,Elastic Stability,3,4.0,8.0,0.0,1,0
AOE 5064,AOE,Structural Optimization,3,3.51,7.0,0.0,4,0
AOE 5074,AOE,Adv Ship Structural Analysis,3,3.4,6.0,0.0,2,2
AOE 5084,AOE,Submarine Design,3,3.87,6.0,0.0,2,0
AOE 5104,AOE,Adv Aero Hydrody,3,3.57,28.0,0.0,12,2
AOE 5114,AOE,High Speed Aerodynamics,3,3.29,13.0,0.0,9,0
AOE 5124,AOE,Aero and Hydroacoustics,3,3.37,8.0,0.0,3,0
AOE 5135,AOE,Vehicle Propulsion,3,3.56,15.12,0.12,8,0
AOE 5144,AOE,Boundary-Layer Theory,3,3.56,11.88,0.0,8,0
AOE 5154,AOE,Data Analysis in Fluid Dyn,3,3.68,13.43,0.0,7,2
AOE 5164,AOE,Fluid-Structure Interaction,3,3.85,6.67,0.0,3,2
AOE 5174,AOE,Introduction to Plasma Science,3,3.45,10.33,0.11,9,0
AOE 5184,AOE,High Speed Propulsion,3,3.52,13.5,0.0,2,2
AOE 5204,AOE,Vehicle Dynamics and Control,3,3.5,29.33,0.0,12,2
AOE 5234,AOE,Orbital Mechanics,3,3.59,21.92,0.08,12,0
AOE 5304,AOE,Advanced Naval Architecture,3,4.0,6.0,0.0,1,1
AOE 5324,AOE,Principles of Naval Eng w/App,3,2.98,5.0,0.0,1,2
AOE 5404,AOE,Numerical Methods for AOE,3,3.41,32.0,0.0,4,0
AOE 5434,AOE,Adv Intro Comp Fluid Dynamics,3,3.53,15.22,0.0,9,0
AOE 5444,AOE,Adv Dyn of High-Speed Craft,3,3.67,6.0,0.0,1,0
AOE 5604,AOE,Modeling Composites Damage,3,3.59,6.67,0.0,3,1
AOE 5614,AOE,Modeling Multifunct Composites,3,3.9,7.5,0.0,2,2
AOE 5654,AOE,Intro to Space Science I,3,3.58,15.0,0.2,5,1
AOE 5664,AOE,Upper Atmosphere & Ionosphere,3,3.56,16.17,0.0,6,0
AOE 5734,AOE,Convex Optimization,3,3.53,12.0,0.0,1,0
AOE 5744,AOE,Linear Systems Theory,3,3.51,7.0,0.0,6,2
AOE 5754,AOE,Applied Linear Systems,3,3.76,8.33,0.0,6,2
AOE 5764,AOE,Applied Linear Control,3,3.7,7.25,0.0,4,0
AOE 5774,AOE,Nonlinear Systems Theory,3,3.73,7.4,0.0,5,2
AOE 5784,AOE,Estimation and Filtering,4,3.78,7.0,0.0,2,2
AOE 5984,AOE,Special Study,3,3.73,8.19,0.05,21,0
AOE 6114,AOE,Transonic Aerodynamics,3,4.0,5.0,0.0,1,2
