course_id,dept,title,credits,gpa,enrollment,withdraw,past_classes,new_classes
BSE 5044,BSE,Engineering Mathematics,3,3.56,6.25,0.0,4,1
BSE 5214,BSE,Adv Topics: Watershed Mngmt,2,3.67,8.0,0.0,1,0
BSE 5224,BSE,Adv Field Methods in Hydrology,3,3.93,9.4,0.0,5,0
BSE 5304,BSE,Advanced Watershed Modeling,3,3.96,8.25,0.0,4,0
BSE 5324,BSE,Applied Fluvial Geomorphology,3,3.72,6.0,0.0,3,2
BSE 5344,BSE,Applied GIS,3,4.0,5.0,0.0,1,0
BSE 5354,BSE,NPS Poll Models,3,3.86,5.0,0.0,1,0
BSE 5364,BSE,Stream Restoration,3,3.89,10.67,0.0,3,0
BSE 5404,BSE,Ag Nonpoint Source Pollution,3,3.63,13.67,0.0,3,1
BSE 5544,BSE,Adv Protein Separation Eng,3,3.52,5.33,0.0,3,0
BSE 5564,BSE,Advanced Metabolic Engineering,3,3.92,7.0,0.0,3,0
BSE 5614,BSE,Adv in Protein Prod & Eng,3,3.84,11.0,0.0,1,0
BSE 5984,BSE,SS: Fluvial Geomorphology,3,3.91,14.0,0.0,1,0
BUS 1984,BUS,SS: Impact Data Analytics I,1,3.93,49.0,0.0,1,0
CAUS 1004,CAUS,Explore Arch & Urban Studies,2,3.93,32.33,0.0,3,0
CAUS 1984,CAUS,Special Study,3,3.8,18.5,0.0,2,0
CAUS 2984,CAUS,SS:Acting on Global Challenges,3,3.91,30.0,0.0,2,0
CEE 1984,CEE,SS:Infras & Built Environment,1,3.78,12.0,0.0,1,0
CEE 2804,CEE,Introduction to CEE,3,3.67,17.69,0.08,87,14
CEE 2814,CEE,CEE Measurements,4,3.05,32.23,0.08,48,5
CEE 2824,CEE,Civil Engr Drawings and CAD,1,3.45,85.89,0.33,9,0
CEE 2834,CEE,CE Drawings & Virtual Modeling,3,3.59,80.75,1.12,8,2
CEE 3014,CEE,Construction Management,3,3.56,55.52,0.24,25,2
CEE 3104,CEE,Intro Environ Engr,3,3.3,41.06,0.35,34,2
CEE 3274,CEE,Intro Land Development,3,2.93,52.3,0.15,20,2
CEE 3304,CEE,Fluid Mech for CEE,4,2.52,42.61,2.11,28,3
CEE 3314,CEE,Water Resources Engineering,4,2.87,13.57,0.1,42,3
CEE 3404,CEE,Special Study,3,3.12,42.4,0.56,25,2
CEE 3424,CEE,Reinf Concr Struct I,3,3.0,44.25,0.58,12,1
CEE 3434,CEE,Design of Steel Structures I,4,3.17,29.14,0.43,14,1
CEE 3514,CEE,Intro to Geotechnical Engr,4,2.88,43.9,1.06,31,3
CEE 3604,CEE,Intro Transport Engr,3,3.34,42.48,0.4,25,2
CEE 3684,CEE,Civil Engineering Materials,4,3.43,13.19,0.01,84,8
CEE 3804,CEE,Computer Applications for CEE,3,3.28,43.72,0.48,29,2
CEE 3814,CEE,Analytics in CEE,3,3.08,38.5,1.6,10,2
CEE 3954,CEE,Study Abroad,3,3.68,8.0,0.0,1,0
CEE 3984,CEE,SS:Global CE Topics (China&US),1,3.1,10.0,0.0,1,0
CEE 4014,CEE,"Est, Prod & Cost Engr",3,3.49,33.44,0.0,16,2
CEE 4024,CEE,Const Control Tech,3,3.41,59.4,0.0,5,0
CEE 4034,CEE,Smart Sustainable Infrasruct,3,3.84,31.5,0.0,2,1
CEE 4074,CEE,Const Means & Methods,3,2.68,65.18,0.45,11,1
CEE 4104,CEE,Water & Wastewater,3,3.11,17.86,0.29,7,1
CEE 4114,CEE,Fund Pub Health Engr,3,3.44,46.8,0.2,5,0
CEE 4134,CEE,Sustainable Systems,3,3.55,47.5,0.0,4,0
CEE 4144,CEE,Air Resources Engineering,3,3.2,17.0,0.2,5,1
CEE 4174,CEE,Solid & Haz Waste Mgt,3,3.55,20.8,0.0,5,0
CEE 4254,CEE,Municipal Engineering,3,3.28,39.75,0.5,4,0
CEE 4264,CEE,Sustainable Land Development,3,3.26,49.0,0.0,7,1
CEE 4274,CEE,Land Development Design,3,3.6,34.55,0.18,11,1
CEE 4284,CEE,Adv Land Development Design,3,3.91,14.33,0.0,3,0
CEE 4304,CEE,Hydrology,3,3.24,34.5,0.5,6,1
CEE 4314,CEE,Groundwater Resources,3,3.2,16.0,0.4,5,1
CEE 4324,CEE,Open Channel Flow,3,3.31,10.75,0.75,4,1
CEE 4334,CEE,Hydraulic Structures,3,3.42,19.8,0.0,5,0
CEE 4344,CEE,Water Resources Planning,3,3.34,44.0,0.0,2,0
CEE 4384,CEE,Coastal Engineering,3,3.59,29.8,0.0,5,0
CEE 4394,CEE,Urban Water Sustainability,3,3.56,21.33,0.0,3,0
CEE 4404,CEE,Intermediate Struct Analysis,3,3.08,19.33,1.0,3,0
CEE 4454,CEE,Masonry Structural Design,3,3.71,17.0,0.0,1,0
CEE 4514,CEE,Methods Geotech Engr,3,3.44,7.0,0.0,1,0
CEE 4534,CEE,Earth Pres Fdn Struc,3,3.25,15.18,1.0,11,1
CEE 4544,CEE,Design of Earth Structures,3,3.2,15.4,0.0,5,0
CEE 4554,CEE,Natural Disasters,3,3.43,49.2,0.0,5,0
CEE 4564,CEE,Intro Coast Marine Geotechnics,3,3.67,24.0,0.2,5,0
CEE 4604,CEE,Traffic Engineering,3,2.77,31.33,2.0,6,1
CEE 4610,CEE,Mechanics Composite Materials,3,2.61,9.67,0.33,3,1
CEE 4614,CEE,Special Study,3,3.66,29.0,0.33,6,0
CEE 4624,CEE,Pl Transportation Fac,3,3.86,27.6,0.0,5,0
CEE 4634,CEE,Infrastr Con Assess,3,3.66,23.75,0.0,4,0
CEE 4654,CEE,Geometric Design of Highways,3,3.68,38.4,0.0,5,0
CEE 4664,CEE,Pavement Design,3,3.38,21.25,0.0,4,1
CEE 4674,CEE,Airport Planning and Design,3,2.94,22.33,0.17,6,1
CEE 4684,CEE,Transportation Safety,3,3.72,56.33,0.0,6,1
CEE 4694,CEE,Freight Operations,3,3.35,40.0,0.0,1,0
CEE 4804,CEE,Prof & Legal Issues Civil Eng,3,3.65,120.18,0.09,11,2
CEE 4824,CEE,Intro to Forensic Engineering,3,3.61,26.0,0.0,1,0
CEE 4844,CEE,Special Study,3,3.28,30.33,0.67,3,0
CEE 4974,CEE,Independent Study,1,3.98,7.0,0.0,2,0
CEE 4984,CEE,Special Study,3,3.77,11.0,0.0,5,0
CEE 4994,CEE,Undergraduate Research,3,4.0,6.0,0.0,2,0
CEE 5004,CEE,Adaptive Reuse & Redevelopment,3,3.86,33.0,0.0,1,0
CEE 5010,CEE,Schedule Impact Analysis,3,3.54,5.0,0.0,1,0
CEE 5014,CEE,Facility Delivery & Financing,3,3.88,23.0,0.0,4,1
CEE 5020,CEE,Infrastructure Policy,3,4.0,10.5,0.0,2,0
CEE 5024,CEE,Contr Admin & Claims,3,3.88,18.0,0.0,5,1
CEE 5034,CEE,Smart Sustainable Infrastruct,3,3.98,12.0,0.0,2,1
CEE 5060,CEE,Blt Env Info Modeling & Procng,3,3.83,16.5,0.0,6,1
CEE 5074,CEE,Global Virtual Dsgn & Const,3,4.0,9.0,0.0,2,0
CEE 5080,CEE,Infrastructure Asset Mgt,3,3.88,16.4,0.0,5,0
CEE 5084,CEE,IT for Infrastructure,3,3.71,10.67,0.0,3,1
CEE 5094,CEE,CII Best Practices,3,3.94,29.0,0.0,2,0
CEE 5104,CEE,Environmental Chemistry,3,3.49,14.1,0.0,10,2
CEE 5114,CEE,Adv Sustainable Systems,3,3.86,9.75,0.0,4,0
CEE 5120,CEE,Emrgng Tool Env Field Rsrch,3,4.0,6.0,0.0,1,0
CEE 5125,CEE,Environ Engr Design,3,3.82,10.67,0.0,6,1
CEE 5126,CEE,Environ Engr Design,3,3.39,7.83,0.0,6,0
CEE 5134,CEE,Engr Aspts Water Qual,3,3.57,6.67,0.0,3,0
CEE 5144,CEE,Unit Ops & Proc Lab,3,3.95,8.25,0.0,4,0
CEE 5154,CEE,Air Pollution Transport Chem,3,3.56,12.0,0.0,1,0
CEE 5164,CEE,Environmental Biotechnology,3,3.58,8.0,0.0,1,0
CEE 5174,CEE,Applied Analytics for ES & CE,3,3.94,20.0,0.0,1,1
CEE 5184,CEE,Tech Envir Analysis,3,3.94,9.67,0.0,3,0
CEE 5194,CEE,Environ Engr Micro,3,3.76,13.5,0.0,6,1
CEE 5204,CEE,GIS Applications CE,3,3.75,21.0,0.0,6,1
CEE 5244,CEE,Adv GIS in Hydrologic Analysis,3,3.85,9.5,0.0,2,0
CEE 5254,CEE, Municipal Engineering,3,3.5,8.0,0.0,1,0
CEE 5264,CEE,Special Study,3,3.8,6.5,0.0,6,1
CEE 5304,CEE,Environmental Fluid Mechanics,3,3.77,8.67,0.0,3,0
CEE 5314,CEE,River Mech & Sediment,3,3.82,10.75,0.0,4,1
CEE 5334,CEE,Quantitative Hydrology,3,3.62,10.33,0.0,6,1
CEE 5344,CEE,Surface-Groundwater Interact,3,3.8,10.0,0.0,2,0
CEE 5354,CEE,Num Mod Groundwater,3,3.18,5.0,0.0,1,0
CEE 5374,CEE,Dynamics Groundwater,3,3.81,13.0,0.0,2,0
CEE 5384,CEE,Advanced Open Channel Flow,3,3.74,10.33,0.0,6,2
CEE 5390,CEE,Adv Urban Water Sustainability,3,3.81,14.67,0.0,3,0
CEE 5400,CEE,Design of Prestressed Concrete,3,3.51,20.6,0.2,5,0
CEE 5410,CEE,Intermediate R/C Structures,3,3.52,26.83,0.0,6,1
CEE 5414,CEE,FE Analysis of Struct,3,3.56,25.0,0.25,4,0
CEE 5420,CEE,Computer Mthds Struct Anyls,3,3.57,25.75,0.0,4,1
CEE 5430,CEE,Intermed Design Steel Bldgs,3,3.47,27.67,0.0,6,1
CEE 5440,CEE,Instrumentation & Signal Proc,3,3.74,10.0,0.0,2,0
CEE 5444,CEE,Stability of Structures,3,3.35,8.0,0.0,1,0
CEE 5450,CEE,Forensic Struct Engineering,3,3.78,10.6,0.0,5,0
CEE 5454,CEE,Blast Resistant Design Strs,3,3.94,8.0,0.0,2,1
CEE 5464,CEE,Struc Dyn & Eq Engrg,3,3.63,22.2,0.0,5,0
CEE 5470,CEE,Design for Seismic Loads,3,3.63,18.5,0.0,6,1
CEE 5474,CEE,Adv Reinforced Conc,3,3.79,10.5,0.0,2,0
CEE 5480,CEE,Steel Bridge Design,3,3.55,12.0,0.0,2,0
CEE 5484,CEE,Concrete Microstructure,3,3.98,12.0,0.0,2,0
CEE 5490,CEE,Structural Mechanics,3,3.91,14.67,0.0,3,1
CEE 5494,CEE,Reli Meth in Str Mech,3,3.56,7.5,0.0,2,0
CEE 5500,CEE,Numerical Methods in Geotech,3,3.51,9.0,0.0,4,0
CEE 5504,CEE,Risk Analysis Geotech Engr,3,3.57,11.0,0.0,6,1
CEE 5514,CEE,Soil Behavior,3,3.28,20.0,0.0,6,1
CEE 5524,CEE,Adv Soil Testing,3,3.54,16.2,0.0,5,1
CEE 5534,CEE,Foundation Engineering I,3,3.38,20.33,0.0,6,1
CEE 5544,CEE,Foundation Engineering II,3,3.32,18.8,0.0,5,0
CEE 5554,CEE,Soil and Site Improvement,3,3.62,13.4,0.0,5,0
CEE 5564,CEE,Seepage and Earth Structures,3,3.39,18.2,0.0,5,0
CEE 5584,CEE,Geotech Earthquake Eng,3,3.52,14.5,0.0,6,1
CEE 5594,CEE,Geological Engineering,3,3.39,20.0,0.0,3,1
CEE 5600,CEE,Civil Infrastructure Systems,3,3.59,12.33,0.0,6,1
CEE 5604,CEE,Traffic Char & Flow,3,3.6,9.5,0.0,4,1
CEE 5610,CEE,Adv Mech Composite Materials,3,3.71,14.0,0.0,3,1
CEE 5614,CEE,Air Transp Systems,3,3.72,10.0,0.0,2,0
CEE 5624,CEE,Transportation and Land Use,3,4.0,8.0,0.0,3,1
CEE 5634,CEE,Mass Transit Systems,3,3.93,12.33,0.0,3,0
CEE 5640,CEE,Highway Transportation Safety,3,3.3,8.0,0.0,1,0
CEE 5650,CEE,Freight Operations & Planning,3,3.46,5.0,0.0,1,0
CEE 5654,CEE,Critical Issues in Transport,3,3.96,8.0,0.0,1,0
CEE 5664,CEE,Advanced Concrete Materials,3,3.96,8.0,0.0,1,0
CEE 5694,CEE,Traffic Signal Sys Ops & Cont,3,3.92,8.0,0.0,3,0
CEE 5704,CEE,Drinking Water & Health,3,3.8,8.0,0.0,1,0
CEE 5724,CEE,Envir Monitor & Samp,3,3.62,25.0,0.0,4,0
CEE 5734,CEE,Urban Hydrology,3,3.82,15.0,0.0,1,0
CEE 5744,CEE,Topics in Struct Steel Design,3,3.74,18.6,0.0,5,0
CEE 5754,CEE,Pav/Brdg Inf Mgt Sys,3,3.95,7.5,0.0,2,1
CEE 5784,CEE,Sustainable Transp Infrastruc,3,3.95,9.33,0.0,3,0
CEE 5794,CEE,Env Engr Principles,3,3.41,16.25,0.0,8,2
CEE 5804,CEE,Engr Ethics and the Public,3,3.92,16.0,0.0,5,1
CEE 5834,CEE,Asphalt & Pavement Modeling,3,3.88,5.0,0.0,1,0
CEE 5844,CEE,Wave Mechanics,3,4.0,5.0,0.0,1,0
CEE 5854,CEE,Advanced Coastal Engineering,3,3.92,9.67,0.0,3,0
CEE 5864,CEE,Coastal Estuarine Morphodyn,3,3.95,13.0,0.0,1,0
CEE 5874,CEE,Coastal and Marine Geotechnics,3,3.93,13.0,0.0,1,0
CEE 5884,CEE,Special Study,3,3.98,19.8,0.0,5,0
CEE 5984,CEE,Special Study,3,3.84,10.18,0.0,44,2
CEE 6104,CEE,Adv Environmentl Chem,2,4.0,8.0,0.0,1,1
CEE 6404,CEE,Dynamics of Structures,3,3.9,6.0,0.0,1,0
CEE 6414,CEE,Nonlinear FEA Sol & Struct,3,3.74,10.0,0.0,1,1
CEE 6424,CEE,Advanced Prestressed Concrete,3,3.7,9.5,0.0,2,0
CEE 6434,CEE,Advanced Steel Design,3,3.9,6.0,0.0,1,1
CEE 6504,CEE,Theoretical Soil Mechanics,3,4.0,6.0,0.0,1,0
CEE 6984,CEE,Special Study,3,4.0,6.5,0.0,2,0
CEM 2104,CEM,Special Study,2,3.74,27.0,0.12,16,2
CEM 2404,CEM,Construction Project Documents,1,3.66,19.33,0.0,3,2
CEM 2824,CEM,Construction Site Analysis,3,2.79,16.0,0.0,1,2
CEM 3024,CEM,Cnst Estimating and Scheduling,3,2.66,32.91,0.36,11,2
CEM 3064,CEM,Intro to Lean Construction,3,3.54,18.33,0.0,6,1
CEM 3074,CEM,Global Design and Construction,3,3.89,9.67,0.33,3,1
CEM 3084,CEM,Construction Economy,3,3.01,61.31,0.38,13,1
CEM 3134,CEM,Temporary Structures,3,3.45,14.06,0.06,18,2
CEM 3154,CEM,Smart Construction,3,3.74,22.0,0.0,4,1
CEM 3164,CEM,Construction Health and Safety,3,3.27,44.29,0.29,7,1
CEM 4024,CEM,Constr Law and Contract Admin,3,3.19,44.83,0.0,6,1
CEM 4314,CEM,Design of Wood Structures,3,3.84,23.0,0.0,1,1
CEM 4445,CEM,CEM Capstone,3,3.53,26.0,0.0,12,2
CEM 4446,CEM,CEM Capstone,3,3.59,24.1,0.0,10,1
CEM 4964,CEM,Field Work/Practicum,3,3.67,12.33,0.0,6,0
CEM 4974,CEM,Independent Study,3,4.0,11.0,0.0,2,0
CEM 4994,CEM,Undergraduate Research,3,3.93,5.0,0.0,2,0
CHE 2114,CHE,Mass and Energy Balances,3,2.94,37.73,1.8,15,1
CHE 2164,CHE,ChE Thermodynamics,3,2.79,41.45,1.73,11,1
CHE 3015,CHE,Process Measurement & Control,3,3.01,37.91,0.27,11,0
CHE 3044,CHE,Heat Transfer,2,3.09,79.8,0.2,5,0
CHE 3114,CHE,Fluid Transport,3,2.9,42.58,0.83,12,1
CHE 3124,CHE,Simulations and Modeling,3,3.09,48.18,0.91,11,1
CHE 3134,CHE,Separation Processes,3,3.14,39.83,1.33,12,0
CHE 3144,CHE,Mass Transfer,3,2.98,86.2,0.6,5,0
CHE 3184,CHE,Chem React Anl & Dsgn,3,2.92,84.4,2.2,5,0
CHE 4024,CHE,Unit Operations and Scale-Up,1,3.24,33.0,0.0,1,0
CHE 4104,CHE,Process Materials,3,3.25,90.14,1.0,7,1
CHE 4114,CHE,Energy & Climate Change,3,4.0,7.0,0.0,1,1
CHE 4134,CHE,Chemical Process Modeling,2,2.89,76.0,0.0,1,0
CHE 4144,CHE,Bus & Mktg for Proc Industries,3,3.53,17.33,0.0,6,1
CHE 4185,CHE,Process and Plant Design,4,3.73,77.43,0.0,7,1
CHE 4186,CHE,Process and Plant Design,4,3.67,79.0,0.0,6,0
CHE 4214,CHE,Intro Polymer Mtls,3,3.36,14.0,0.0,1,0
CHE 4404,CHE,Machine Learning Chem Sci Eng,3,3.78,9.0,2.0,1,0
CHE 4544,CHE,Protein Separation Engineering,3,3.04,6.67,0.0,3,1
CHE 4974,CHE,Independent Study,3,4.0,20.44,0.0,25,0
CHE 4984,CHE,Special Study,3,3.85,7.9,0.0,10,0
CHE 4994,CHE,Undergraduate Research,1,3.97,24.92,0.19,36,0
CHE 5044,CHE,Engineering Mathematics,3,3.76,10.5,0.0,6,1
CHE 5094,CHE,And Chem Engr Kinet,3,3.53,11.33,0.0,6,0
CHE 5125,CHE,Transport Phenomena,3,3.7,11.5,0.0,6,1
CHE 5126,CHE,Transport Phenomena,2,3.68,9.67,0.0,3,0
CHE 5144,CHE,Advanced Thermodynamics,3,3.7,10.17,0.0,6,1
CHE 5214,CHE,Polymeric Biomaterials,3,3.4,5.0,0.0,1,0
CHE 5334,CHE,Colloid and Interface Science,3,3.53,10.0,0.0,2,0
CHE 5414,CHE,XAI Domain Insights,3,3.63,10.0,0.0,1,0
CHE 5564,CHE,Non-Newtonian Fluid Mechanics,3,4.0,5.0,0.0,1,0
CHE 5984,CHE,Special Study,3,3.81,9.9,0.0,10,0
CHEM 1004,CHEM,First Year Experience in Chem,1,3.46,63.0,0.88,8,2
CHEM 1014,CHEM,Calculations in Chemistry,3,2.47,154.1,13.5,10,3
CHEM 1015,CHEM,Chemistry in Context,3,3.81,249.5,2.17,6,1
CHEM 1016,CHEM,Chemistry in Context,3,3.78,256.8,2.8,5,0
CHEM 1025,CHEM,Chemistry in Context Lab,1,3.59,31.33,0.33,6,1
CHEM 1026,CHEM,Chemistry in Context Lab,1,3.71,34.2,0.2,5,0
CHEM 1035,CHEM,General Chemistry,3,2.54,85.26,10.63,207,9
CHEM 1036,CHEM,General Chemistry,3,2.64,24.49,2.44,202,9
CHEM 1045,CHEM,Special Study,1,3.32,21.15,0.47,835,122
CHEM 1046,CHEM,General Chemistry Laboratory,1,3.46,20.43,0.19,203,0
CHEM 1055,CHEM,Special Study,4,3.0,21.43,1.48,21,5
CHEM 1056,CHEM,Special Study,4,3.06,18.58,1.75,12,6
CHEM 1065,CHEM,Gen Chemistry Lab for Majors,1,3.26,16.42,0.25,24,4
CHEM 1066,CHEM,Gen Chemistry Lab for Majors,1,3.49,15.85,0.0,13,4
CHEM 2114,CHEM,Analytical Chemistry,3,2.75,64.44,2.22,9,1
CHEM 2124,CHEM,Analytical Chem Lab,1,3.27,14.05,0.08,38,2
CHEM 2154,CHEM,Majors Analytical Chemistry,4,2.76,23.08,1.08,13,0
CHEM 2164,CHEM,Majors Analytical Lab,1,3.3,15.89,0.28,18,0
CHEM 2424,CHEM,Descriptive Inorganic Chem,3,3.06,33.8,2.4,5,0
CHEM 2514,CHEM,Survey of Organic Chemistry,3,3.07,89.8,6.3,10,1
CHEM 2535,CHEM,Organic Chemistry,3,2.62,176.04,30.61,28,4
CHEM 2536,CHEM,Organic Chemistry,3,2.79,145.91,11.35,23,1
CHEM 2545,CHEM,Organic Chemistry Laboratory,1,3.12,17.92,0.19,281,48
CHEM 2546,CHEM,Organic Chemistry Laboratory,1,3.38,16.3,0.1,209,0
CHEM 2555,CHEM,Org Syn-Tech Lab,2,3.45,16.0,0.31,13,0
CHEM 2556,CHEM,Org Syn-Tech Lab,2,3.37,18.0,0.0,11,3
CHEM 2564,CHEM,Problem-Solving in Orgo Chem,1,3.48,12.25,0.0,4,0
CHEM 2565,CHEM,Principles Org Chem,3,2.71,56.5,3.0,6,0
CHEM 2566,CHEM,Principles Org Chem,3,2.85,34.0,1.57,7,1
CHEM 2984,CHEM,SS: First Year Experience 2,1,4.0,13.5,0.0,2,0
CHEM 3004,CHEM,Bridge to the Future,1,3.31,11.0,0.0,1,1
CHEM 3054,CHEM,Postconsumer Materials,3,3.9,8.0,0.0,2,0
CHEM 3615,CHEM,Physical Chemistry,3,2.44,53.27,5.09,11,1
CHEM 3616,CHEM,Physical Chemistry,3,2.89,15.6,0.6,5,0
CHEM 3625,CHEM,Physical Chemistry Laboratory,1,3.34,9.79,0.1,58,4
CHEM 3626,CHEM,Physical Chemistry Laboratory,1,3.14,10.88,0.12,8,2
CHEM 3984,CHEM,SS:TYE:Chemistry Career Bridge,1,3.86,7.0,0.0,3,0
CHEM 4014,CHEM,Survey of Chemical Literature,1,3.36,17.35,0.06,17,2
CHEM 4074,CHEM,Laboratory in Polymer Science,2,3.44,6.33,0.0,3,0
CHEM 4114,CHEM,Instrumental Analysis,3,3.2,22.2,0.2,5,0
CHEM 4124,CHEM,Instrumental Analysis Lab,1,3.49,7.1,0.0,10,4
CHEM 4404,CHEM,Physical Inorganic Chemistry,3,3.25,13.67,0.0,6,1
CHEM 4414,CHEM,Inorganic Chemistry Lab,2,3.73,7.29,0.0,7,0
CHEM 4424,CHEM,Polysaccharide Chemistry,3,3.22,12.33,0.33,3,0
CHEM 4444,CHEM,Bioinorganic Chemistry,3,3.9,14.0,0.0,2,1
CHEM 4514,CHEM,Green Chemistry,3,3.25,21.4,0.2,5,0
CHEM 4524,CHEM,Identif  Organic Compounds,3,3.02,6.4,0.2,5,1
CHEM 4534,CHEM,Organic Chemistry of Polymers,3,3.04,20.33,0.5,6,1
CHEM 4544,CHEM,Med Chem Capstone Lab,2,3.58,11.0,0.0,3,0
CHEM 4554,CHEM,Drug Chemistry,3,3.53,97.4,1.8,5,0
CHEM 4584,CHEM,Bioorganic Chemistry,3,3.15,32.8,1.4,5,1
CHEM 4615,CHEM,Phys Chem Life Sci,3,2.7,140.5,8.5,6,1
CHEM 4616,CHEM,Phys Chem Life Sci,3,2.82,94.6,2.2,5,0
CHEM 4624,CHEM,Materials Chem Energy Sciences,3,3.38,8.5,0.0,2,0
CHEM 4634,CHEM,Polymer and Surface Chemistry,3,3.2,12.5,0.5,4,0
CHEM 4734,CHEM,Environmental Soil Chemistry,3,2.62,10.0,0.0,2,0
CHEM 4984,CHEM,Special Study,3,2.82,18.5,1.0,2,0
CHEM 4994,CHEM,Undergraduate Research,1,3.95,6.68,0.0,19,0
CHEM 5014,CHEM,Presentation Skills,1,3.98,7.5,0.0,2,0
CHEM 5114,CHEM,Advanced Electrochemistry,3,3.45,13.67,0.0,3,1
CHEM 5124,CHEM,Analytical Spectroscopy,3,3.84,11.25,0.0,4,1
CHEM 5144,CHEM,Instrument Design,3,3.54,5.0,0.0,1,0
CHEM 5174,CHEM,Polymer Viscoelasticity,3,3.46,9.0,0.0,5,0
CHEM 5404,CHEM,Advanced Inorganic Chemistry,3,3.62,16.17,0.0,6,1
CHEM 5414,CHEM,Methods & Appl of Inorg Chem,3,3.58,9.0,0.0,3,0
CHEM 5424,CHEM,Adv Polysaccharide Chemistry,3,3.74,7.0,0.0,3,0
CHEM 5505,CHEM,Advanced Organic Chemistry,3,3.44,18.83,0.17,6,1
CHEM 5506,CHEM,Advanced Organic Chemistry,3,3.25,9.67,0.0,3,0
CHEM 5524,CHEM,Molecular Structure Detn,4,3.56,16.0,0.0,6,1
CHEM 5525,CHEM,X-ray Crystallography,3,3.6,8.0,0.0,4,0
CHEM 5535,CHEM,Synthetic Organic Chemistry,3,3.37,7.4,0.0,5,0
CHEM 5614,CHEM,NMR in Chem & Polymer Science,3,3.43,7.5,0.0,2,0
CHEM 5644,CHEM,Colloid and Surface Chemistry,3,3.64,19.5,0.0,2,0
CHEM 5664,CHEM,Chemical Kinetics,3,3.37,27.0,0.0,1,1
CHEM 5704,CHEM,Syn Reac Macromol,3,3.55,14.4,0.0,5,0
CHEM 5705,CHEM,Macromolecular Chemistry,3,3.52,23.0,0.0,1,1
CHEM 5984,CHEM,SS: Career Prep for Chemists,1,4.0,5.0,0.0,1,0
CHEM 6434,CHEM,Organometallic Chemistry,3,3.38,7.0,0.2,5,0
CHEM 6504,CHEM,Chemistry of Natural Products,3,3.6,7.5,0.0,2,0
CHEM 6564,CHEM,Special Study,3,3.48,11.67,0.0,6,1
CHEM 6624,CHEM,Chemical Thermodynamics,3,3.42,8.5,0.0,2,1
CHEM 6634,CHEM,Quant Chem & Spectry,3,3.49,8.5,0.0,4,1
CHEM 6664,CHEM,Special Study,3,3.43,13.56,0.0,9,1
CHEM 6914,CHEM,Original Research Proposal,3,3.27,19.2,0.0,5,1
CHN 1105,CHN,Elementary Chinese,3,3.63,15.05,0.14,21,2
CHN 1106,CHN,Elementary Chinese,3,3.72,13.19,0.25,16,1
CHN 2105,CHN,Intermediate Chinese,3,3.66,10.94,0.06,17,1
CHN 2106,CHN,Intermediate Chinese,3,3.69,9.79,0.0,14,1
CHN 2734,CHN,Special Study,3,3.92,36.57,0.0,7,1
CHN 3105,CHN,Advanced Chinese,3,3.92,17.88,0.12,8,1
CHN 3106,CHN,Advanced Chinese,3,3.98,14.33,0.11,9,0
CHN 3124,CHN,Chinese for Oral Proficiency,3,4.0,14.0,0.0,1,0
CHN 3474,CHN,Topics in Chinese Cinema,3,3.96,26.0,0.0,2,0
CHN 3514,CHN,Modern China through the Media,3,3.76,7.0,0.0,2,0
CINE 2054,CINE,Introduction to Cinema,3,3.0,216.45,3.91,11,1
CINE 2064,CINE,Intro to Cinema Production,3,3.62,13.42,0.21,33,2
CINE 3184,CINE,Special Study,3,3.78,10.95,0.11,19,3
CINE 3214,CINE,Fiction Cinema Production,3,3.87,13.67,0.0,9,1
CINE 3224,CINE,Documentary Cinema Production,3,3.82,13.27,0.18,11,1
CINE 3514,CINE,Special Study,3,3.34,19.5,0.5,2,1
CINE 3524,CINE,The Cinema Director,3,3.23,18.8,0.4,5,1
CINE 3534,CINE,Avant-Garde Cinema,3,3.49,16.0,0.0,2,0
CINE 3544,CINE,Literature and Cinema,3,3.18,13.62,0.62,8,0
CINE 4084,CINE,Cinema History,3,3.16,24.5,0.25,4,0
CINE 4144,CINE,Special Study,3,3.44,10.64,0.27,11,1
CINE 4534,CINE,Underground Cinema and Culture,3,3.6,12.0,1.5,2,0
CLA 1134,CLA,Ancient Mediterranean World,3,3.24,25.0,0.71,7,0
CLA 2224,CLA,Ancient Greek and Roman Women,3,3.25,23.0,1.0,1,0
CLA 2234,CLA,Classics in the Modern World,3,3.0,12.0,1.0,1,0
CLA 2434,CLA,"Fairytale, Folklore, and Magic",3,3.59,30.0,0.33,9,0
CLA 2444,CLA,Greek and Roman Myth,3,3.18,63.32,1.74,19,1
CLA 2454,CLA,Special Study,3,3.64,16.5,0.17,6,1
CLA 2464,CLA,"Myth, Philosophy, Video Games",3,3.39,28.6,0.0,5,1
CLA 2974,CLA,Independent Study,3,4.0,8.0,0.0,1,0
CMDA 1634,CMDA,Discovering CMDA,3,3.78,122.5,0.5,2,1
CMDA 1984,CMDA,SS: Computing Skills for CMDA,3,3.48,78.0,0.75,4,0
CMDA 2005,CMDA,Integrated Quantitative Sci,6,2.86,40.2,2.25,20,2
CMDA 2006,CMDA,Integrated Quantitative Sci,6,2.87,35.88,1.56,16,1
CMDA 2014,CMDA,Data Matter,3,3.66,48.1,0.2,10,1
CMDA 2994,CMDA,Undergraduate Research,1,3.85,6.33,0.0,3,0
CMDA 3605,CMDA,Math Modeling: Methods & Tools,3,2.93,36.17,1.13,23,3
